,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
386,4,4:49.0,,P. Washington makes 3-pt jump shot from 25 ft (assist by J. McDaniels),95,92
387,4,4:24.0,Shooting foul by C. Martin (drawn by B. Forbes),,95,92
388,4,4:24.0,B. Forbes makes free throw 1 of 3,,96,92
389,4,4:24.0,B. Forbes makes free throw 2 of 3,,97,92
390,4,4:24.0,R. Gay enters the game for L. Walker,,97,92
391,4,4:24.0,B. Forbes makes free throw 3 of 3,,98,92
392,4,4:12.0,,Charlotte full timeout,98,92
393,4,4:04.0,,P. Washington makes 3-pt jump shot from 26 ft (assist by T. Rozier),98,95
394,4,3:43.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by D. Murray),,100,95
395,4,3:19.0,,T. Rozier makes 2-pt layup from 1 ft (assist by C. Martin),100,97
396,4,3:03.0,R. Gay makes 2-pt jump shot from 12 ft (assist by D. Murray),,102,97
397,4,2:37.0,,C. Martin misses 2-pt jump shot from 3 ft,102,97
398,4,2:37.0,Defensive rebound by R. Gay,,102,97
399,4,2:12.0,D. Murray makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,104,97
400,4,1:52.0,,C. Martin makes 2-pt layup from 1 ft (assist by J. McDaniels),104,99
401,4,1:32.0,D. DeRozan misses 2-pt jump shot from 17 ft,,104,99
402,4,1:30.0,,Defensive rebound by M. Bridges,104,99
403,4,1:28.0,,Shooting foul by D. DeRozan (drawn by T. Rozier),104,99
404,4,1:28.0,,T. Rozier makes free throw 1 of 2,104,100
405,4,1:28.0,,C. Martin enters the game for J. McDaniels,104,100
406,4,1:28.0,,T. Rozier makes free throw 2 of 2,104,101
407,4,1:01.0,R. Gay misses 2-pt jump shot from 9 ft,,104,101
408,4,1:00.0,Offensive rebound by R. Gay,,104,101
409,4,0:52.0,D. Murray misses 2-pt jump shot from 19 ft,,104,101
410,4,0:49.0,,Defensive rebound by C. Martin,104,101
411,4,0:42.0,,T. Rozier makes 2-pt layup from 1 ft,104,103
412,4,0:19.0,D. DeRozan misses 2-pt jump shot from 18 ft,,104,103
413,4,0:16.0,,Defensive rebound by C. Martin,104,103
414,4,0:04.0,,Turnover by T. Rozier (bad pass; steal by T. Lyles),104,103
