,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
374,4,5:29.0,Personal take foul by D. Bertāns (drawn by D. Murray),,115,119
375,4,5:29.0,,R. Hachimura enters the game for C. Miles,115,119
376,4,5:15.0,D. Murray misses 2-pt jump shot from 16 ft,,115,119
377,4,5:12.0,,Defensive rebound by B. Beal,115,119
378,4,5:03.0,,I. Smith makes 3-pt jump shot from 23 ft (assist by B. Beal),115,122
379,4,4:47.0,Turnover by D. Murray (traveling),,115,122
380,4,4:47.0,R. Gay enters the game for D. Carroll,,115,122
381,4,4:37.0,,B. Beal misses 2-pt jump shot from 15 ft,115,122
382,4,4:33.0,,Offensive rebound by R. Hachimura,115,122
383,4,4:32.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by R. Hachimura),115,125
384,4,4:32.0,San Antonio full timeout,,115,125
385,4,4:32.0,P. Mills enters the game for D. Murray,,115,125
386,4,4:20.0,B. Forbes misses 3-pt jump shot from 26 ft,,115,125
387,4,4:16.0,,Defensive rebound by I. Smith,115,125
388,4,4:00.0,,B. Beal makes 2-pt layup from 1 ft (assist by M. Wagner),115,127
389,4,3:39.0,R. Gay misses 3-pt jump shot from 25 ft,,115,127
390,4,3:34.0,,Defensive rebound by M. Wagner,115,127
391,4,3:18.0,,B. Beal misses 3-pt jump shot from 29 ft,115,127
392,4,3:14.0,Defensive rebound by R. Gay,,115,127
393,4,3:10.0,Shooting foul by M. Wagner (drawn by R. Gay),,115,127
394,4,3:10.0,R. Gay makes free throw 1 of 2,,116,127
395,4,3:10.0,,Washington full timeout,116,127
396,4,3:10.0,R. Gay makes free throw 2 of 2,,117,127
397,4,2:53.0,,R. Hachimura makes 2-pt layup from 1 ft (assist by I. Smith),117,129
398,4,2:39.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,120,129
399,4,2:22.0,,M. Wagner makes 3-pt jump shot from 23 ft (assist by B. Beal),120,132
400,4,2:01.0,Shooting foul by B. Beal (drawn by R. Gay),,120,132
401,4,2:01.0,R. Gay makes free throw 1 of 2,,121,132
402,4,2:01.0,R. Gay makes free throw 2 of 2,,122,132
403,4,1:44.0,,Turnover by M. Wagner (bad pass),122,132
404,4,1:36.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,125,132
405,4,1:18.0,,B. Beal misses 2-pt layup from 2 ft,125,132
406,4,1:15.0,Defensive rebound by D. DeRozan,,125,132
407,4,1:13.0,Shooting foul by M. Wagner (drawn by D. DeRozan),,125,132
408,4,1:13.0,D. DeRozan makes free throw 1 of 2,,126,132
409,4,1:13.0,D. DeRozan makes free throw 2 of 2,,127,132
410,4,1:04.0,,Shooting foul by D. DeRozan (drawn by R. Hachimura),127,132
411,4,1:04.0,,R. Hachimura makes free throw 1 of 2,127,133
412,4,1:04.0,,R. Hachimura makes free throw 2 of 2,127,134
413,4,0:55.0,L. Aldridge makes 2-pt dunk from 2 ft (assist by B. Forbes),,129,134
414,4,0:44.0,,Turnover by R. Hachimura (step out of bounds),129,134
415,4,0:37.0,Personal foul by B. Beal (drawn by B. Forbes),,129,134
416,4,0:37.0,B. Forbes makes free throw 1 of 2,,130,134
417,4,0:37.0,B. Forbes misses free throw 2 of 2,,130,134
418,4,0:35.0,,Defensive rebound by M. Wagner,130,134
419,4,0:24.0,,Turnover by D. Bertāns (bad pass),130,134
420,4,0:24.0,,Instant Replay (Request: Ruling Stands),130,134
421,4,0:16.0,R. Gay makes 2-pt dunk from 2 ft (assist by D. DeRozan),,132,134
422,4,0:15.0,,Personal foul by B. Forbes (drawn by B. Beal),132,134
423,4,0:15.0,,B. Beal makes free throw 1 of 2,132,135
424,4,0:15.0,,B. Beal makes free throw 2 of 2,132,136
425,4,0:15.0,San Antonio full timeout,,132,136
426,4,0:15.0,,J. McRae enters the game for I. Smith,132,136
427,4,0:09.0,Shooting foul by M. Wagner (drawn by D. DeRozan),,132,136
428,4,0:09.0,Instant Replay (Request: Stands),,132,136
429,4,0:09.0,D. Murray enters the game for B. Forbes,,132,136
430,4,0:09.0,D. DeRozan misses free throw 1 of 2,,132,136
431,4,0:09.0,Offensive rebound by Team,,132,136
432,4,0:09.0,D. DeRozan misses free throw 2 of 2,,132,136
433,4,0:07.0,Offensive rebound by R. Gay,,132,136
434,4,0:05.0,R. Gay misses 2-pt jump shot from 18 ft,,132,136
435,4,0:04.0,,Defensive rebound by J. McRae,132,136
436,4,0:04.0,,Personal foul by L. Aldridge (drawn by J. McRae),132,136
437,4,0:04.0,,J. McRae makes free throw 1 of 2,132,137
438,4,0:04.0,,J. McRae makes free throw 2 of 2,132,138
439,4,0:00.0,P. Mills misses 3-pt jump shot from 26 ft,,132,138
440,4,0:00.0,Offensive rebound by Team,,132,138
