,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,INDIANA_ACTION,SAN ANTONIO_SCORE,INDIANA_SCORE
377,4,7:36.0,,C. Joseph misses 3-pt jump shot from 26 ft,96,80
378,4,7:33.0,,Offensive rebound by T. Young,96,80
379,4,7:32.0,,T. Young misses 2-pt hook shot from 5 ft,96,80
380,4,7:30.0,Defensive rebound by R. Gay,,96,80
381,4,7:14.0,R. Gay makes 3-pt jump shot from 27 ft (assist by B. Forbes),,99,80
382,4,6:54.0,,T. Young makes 2-pt hook shot from 4 ft (assist by C. Joseph),99,82
383,4,6:35.0,D. DeRozan makes 2-pt jump shot from 19 ft,,101,82
384,4,6:20.0,,D. Collison misses 3-pt jump shot from 24 ft,101,82
385,4,6:20.0,Defensive rebound by Team,,101,82
386,4,6:20.0,,Loose ball foul by B. Bogdanović (drawn by M. Belinelli),101,82
387,4,6:20.0,P. Mills enters the game for D. DeRozan,,101,82
388,4,6:20.0,,D. Sabonis enters the game for K. O'Quinn,101,82
389,4,6:01.0,L. Aldridge misses 2-pt layup from 2 ft,,101,82
390,4,6:00.0,,Defensive rebound by D. Sabonis,101,82
391,4,5:56.0,,C. Joseph misses 2-pt layup from 2 ft,101,82
392,4,5:54.0,,Offensive rebound by Team,101,82
393,4,5:54.0,Loose ball foul by M. Belinelli (drawn by D. Collison),,101,82
394,4,5:49.0,,T. Young misses 2-pt layup from 6 ft,101,82
395,4,5:47.0,Defensive rebound by R. Gay,,101,82
396,4,5:30.0,P. Mills misses 2-pt jump shot from 19 ft,,101,82
397,4,5:29.0,,Defensive rebound by D. Sabonis,101,82
398,4,5:19.0,,Personal foul by B. Forbes (drawn by D. Sabonis),101,82
399,4,5:19.0,D. Cunningham enters the game for R. Gay,,101,82
400,4,5:13.0,,D. Sabonis misses 2-pt jump shot from 11 ft,101,82
401,4,5:10.0,Defensive rebound by L. Aldridge,,101,82
402,4,5:02.0,Turnover by B. Forbes (lost ball; steal by T. Young),,101,82
403,4,4:59.0,,T. Young makes 2-pt layup from 1 ft,101,84
404,4,4:57.0,San Antonio full timeout,,101,84
405,4,4:57.0,D. DeRozan enters the game for B. Forbes,,101,84
406,4,4:40.0,Personal foul by D. Collison (drawn by M. Belinelli),,101,84
407,4,4:34.0,M. Belinelli misses 2-pt layup from 4 ft,,101,84
408,4,4:32.0,,Defensive rebound by D. Sabonis,101,84
409,4,4:14.0,,C. Joseph misses 2-pt jump shot from 16 ft,101,84
410,4,4:09.0,Defensive rebound by L. Aldridge,,101,84
411,4,3:58.0,Turnover by L. Aldridge (lost ball; steal by T. Young),,101,84
412,4,3:55.0,,D. Collison makes 2-pt layup at rim (assist by B. Bogdanović),101,86
413,4,3:34.0,M. Belinelli misses 3-pt jump shot from 24 ft,,101,86
414,4,3:31.0,,Defensive rebound by D. Sabonis,101,86
415,4,3:26.0,,B. Bogdanović makes 2-pt layup at rim,101,88
416,4,3:06.0,Shooting foul by B. Bogdanović (drawn by D. DeRozan),,101,88
417,4,3:06.0,D. DeRozan makes free throw 1 of 2,,102,88
418,4,3:06.0,D. DeRozan misses free throw 2 of 2,,102,88
419,4,3:04.0,,Defensive rebound by D. Sabonis,102,88
420,4,2:55.0,,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by C. Joseph),102,90
421,4,2:30.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by P. Mills),,104,90
422,4,2:19.0,,T. Young makes 2-pt layup at rim (assist by C. Joseph),104,92
423,4,2:00.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. Cunningham),,107,92
424,4,1:49.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by D. Collison),107,94
425,4,1:32.0,L. Aldridge makes 2-pt jump shot from 16 ft,,109,94
426,4,1:23.0,,D. Collison misses 3-pt jump shot from 27 ft,109,94
427,4,1:21.0,,Offensive rebound by T. Young,109,94
428,4,1:21.0,,T. Young makes 2-pt layup from 1 ft,109,96
429,4,1:14.0,San Antonio full timeout,,109,96
430,4,1:14.0,D. Bertāns enters the game for L. Aldridge,,109,96
431,4,1:14.0,C. Metu enters the game for M. Belinelli,,109,96
432,4,1:14.0,J. Poeltl enters the game for D. Cunningham,,109,96
433,4,1:14.0,Q. Pondexter enters the game for D. DeRozan,,109,96
434,4,1:14.0,D. White enters the game for P. Mills,,109,96
435,4,1:14.0,,I. Anigbogu enters the game for B. Bogdanović,109,96
436,4,1:14.0,,A. Holiday enters the game for D. Collison,109,96
437,4,1:14.0,,T. Leaf enters the game for D. Sabonis,109,96
438,4,1:14.0,,D. Reed enters the game for T. Young,109,96
439,4,1:02.0,Turnover by J. Poeltl (bad pass; steal by C. Joseph),,109,96
440,4,0:58.0,,C. Joseph makes 2-pt jump shot from 16 ft,109,98
441,4,0:41.0,C. Metu misses 2-pt hook shot from 10 ft,,109,98
442,4,0:40.0,Offensive rebound by J. Poeltl,,109,98
443,4,0:40.0,J. Poeltl makes 2-pt layup at rim,,111,98
444,4,0:32.0,,A. Holiday makes 2-pt jump shot from 8 ft (assist by I. Anigbogu),111,100
445,4,0:18.0,Turnover by J. Poeltl (traveling),,111,100
446,4,0:13.0,,A. Holiday misses 2-pt jump shot from 18 ft,111,100
447,4,0:13.0,,Offensive rebound by I. Anigbogu,111,100
448,4,0:09.0,,I. Anigbogu misses 2-pt layup from 1 ft,111,100
449,4,0:08.0,Defensive rebound by J. Poeltl,,111,100
