,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
381,4,4:36.0,Defensive rebound by T. Craig,,89,93
382,4,4:21.0,J. Murray misses 2-pt jump shot from 11 ft,,89,93
383,4,4:19.0,Offensive rebound by Team,,89,93
384,4,4:19.0,M. Beasley enters the game for M. Morris,,89,93
385,4,4:12.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,91,93
386,4,4:11.0,,Miami full timeout,91,93
387,4,3:57.0,,B. Adebayo makes 2-pt layup from 2 ft (assist by D. Wade),91,95
388,4,3:42.0,Turnover by M. Beasley (lost ball; steal by D. Waiters),,91,95
389,4,3:40.0,,Shooting foul by T. Craig (drawn by D. Waiters),91,95
390,4,3:40.0,,D. Waiters misses free throw 1 of 2,91,95
391,4,3:40.0,,Offensive rebound by Team,91,95
392,4,3:40.0,,D. Waiters misses free throw 2 of 2,91,95
393,4,3:38.0,Defensive rebound by T. Craig,,91,95
394,4,3:14.0,N. Jokić makes 2-pt jump shot from 7 ft,,93,95
395,4,3:03.0,,Personal foul by N. Jokić (drawn by B. Adebayo),93,95
396,4,2:54.0,,D. Waiters misses 3-pt jump shot from 22 ft,93,95
397,4,2:53.0,Defensive rebound by Team,,93,95
398,4,2:40.0,Shooting foul by D. Wade (drawn by P. Millsap),,93,95
399,4,2:40.0,P. Millsap makes free throw 1 of 2,,94,95
400,4,2:40.0,P. Millsap makes free throw 2 of 2,,95,95
401,4,2:23.0,,B. Adebayo misses 2-pt jump shot from 12 ft,95,95
402,4,2:19.0,Defensive rebound by T. Craig,,95,95
403,4,2:09.0,J. Murray misses 2-pt jump shot from 11 ft,,95,95
404,4,2:06.0,Offensive rebound by P. Millsap,,95,95
405,4,2:03.0,P. Millsap makes 2-pt jump shot from 5 ft (assist by N. Jokić),,97,95
406,4,2:03.0,Shooting foul by D. Wade (drawn by P. Millsap),,97,95
407,4,2:03.0,,J. Winslow enters the game for K. Olynyk,97,95
408,4,2:03.0,P. Millsap misses free throw 1 of 1,,97,95
409,4,2:00.0,Offensive rebound by T. Craig,,97,95
410,4,1:58.0,T. Craig makes 2-pt layup from 2 ft,,99,95
411,4,1:46.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Waiters),99,97
412,4,1:24.0,J. Murray misses 2-pt layup from 3 ft,,99,97
413,4,1:21.0,,Defensive rebound by D. Wade,99,97
414,4,1:16.0,,J. Richardson misses 3-pt jump shot from 25 ft,99,97
415,4,1:13.0,Defensive rebound by N. Jokić,,99,97
416,4,0:57.0,Personal foul by J. Winslow (drawn by J. Murray),,99,97
417,4,0:51.0,Turnover by N. Jokić (traveling),,99,97
418,4,0:36.0,,J. Richardson misses 2-pt layup from 9 ft (block by J. Murray),99,97
419,4,0:34.0,Defensive rebound by M. Beasley,,99,97
420,4,0:34.0,Turnover by M. Beasley (lost ball),,99,97
421,4,0:34.0,,Miami full timeout,99,97
422,4,0:34.0,M. Plumlee enters the game for N. Jokić,,99,97
423,4,0:34.0,,K. Olynyk enters the game for J. Winslow,99,97
424,4,0:22.0,,B. Adebayo makes 2-pt hook shot from 5 ft (assist by J. Richardson),99,99
425,4,0:22.0,Denver full timeout,,99,99
426,4,0:22.0,N. Jokić enters the game for M. Plumlee,,99,99
427,4,0:22.0,,J. Winslow enters the game for K. Olynyk,99,99
428,4,0:02.0,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Murray),,101,99
429,4,0:02.0,M. Plumlee enters the game for N. Jokić,,101,99
430,4,0:02.0,,T. Johnson enters the game for B. Adebayo,101,99
431,4,0:02.0,,K. Olynyk enters the game for J. Winslow,101,99
432,4,0:02.0,,Turnover by K. Olynyk (bad pass),101,99
433,4,0:02.0,N. Jokić enters the game for M. Plumlee,,101,99
434,4,0:02.0,,J. Winslow enters the game for K. Olynyk,101,99
435,4,0:00.0,Personal foul by J. Richardson (drawn by J. Murray),,101,99
436,4,0:00.0,J. Murray makes free throw 1 of 2,,102,99
437,4,0:00.0,J. Murray makes free throw 2 of 2,,103,99
