,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
383,4,2:33.0,Personal foul by G. Temple (drawn by K. Leonard),,113,109
384,4,2:29.0,Offensive foul by S. Ibaka (drawn by K. Anderson),,113,109
385,4,2:29.0,Turnover by S. Ibaka (offensive foul),,113,109
386,4,2:09.0,,G. Temple misses 3-pt jump shot from 25 ft,113,109
387,4,2:07.0,Defensive rebound by K. Leonard,,113,109
388,4,2:03.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by K. Leonard),,116,109
389,4,2:00.0,,Memphis full timeout,116,109
390,4,1:40.0,,M. Conley misses 2-pt jump shot from 7 ft,116,109
391,4,1:37.0,,Offensive rebound by J. Green,116,109
392,4,1:27.0,,M. Conley misses 2-pt jump shot from 21 ft,116,109
393,4,1:25.0,,Offensive rebound by K. Anderson,116,109
394,4,1:25.0,,K. Anderson makes 2-pt layup from 3 ft,116,111
395,4,1:07.0,K. Leonard misses 3-pt jump shot from 25 ft,,116,111
396,4,1:04.0,Offensive rebound by F. VanVleet,,116,111
397,4,1:04.0,Personal foul by M. Conley (drawn by F. VanVleet),,116,111
398,4,0:56.0,K. Leonard makes 3-pt jump shot from 25 ft,,119,111
399,4,0:45.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by G. Temple),119,114
400,4,0:36.0,Personal take foul by M. Conley (drawn by P. Siakam),,119,114
401,4,0:36.0,P. Siakam misses free throw 1 of 2,,119,114
402,4,0:36.0,Offensive rebound by Team,,119,114
403,4,0:36.0,P. Siakam makes free throw 2 of 2,,120,114
404,4,0:28.0,,Turnover by M. Conley (lost ball; steal by F. VanVleet),120,114
405,4,0:27.0,Personal take foul by M. Conley (drawn by F. VanVleet),,120,114
406,4,0:27.0,F. VanVleet makes free throw 1 of 2,,121,114
407,4,0:27.0,,J. Jackson enters the game for M. Conley,121,114
408,4,0:27.0,,S. Mack enters the game for M. Gasol,121,114
409,4,0:27.0,F. VanVleet makes free throw 2 of 2,,122,114
410,4,0:21.0,,G. Temple misses 3-pt jump shot from 25 ft,122,114
411,4,0:19.0,,Offensive rebound by J. Green,122,114
412,4,0:19.0,,J. Green misses 2-pt dunk from 1 ft,122,114
413,4,0:19.0,Defensive rebound by Team,,122,114
