,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
386,4,7:13.0,C. Sexton enters the game for D. Nwaba,,91,107
387,4,7:13.0,,D. Booker enters the game for J. Jackson,91,107
388,4,7:07.0,,Turnover by M. Bridges (traveling),91,107
389,4,6:47.0,Turnover by N. Stauskas (back court),,91,107
390,4,6:35.0,,D. Bender misses 2-pt hook shot from 1 ft,91,107
391,4,6:33.0,Defensive rebound by L. Nance,,91,107
392,4,6:26.0,N. Stauskas misses 2-pt layup from 1 ft,,91,107
393,4,6:24.0,Offensive rebound by L. Nance,,91,107
394,4,6:13.0,C. Sexton misses 2-pt layup from 1 ft,,91,107
395,4,6:12.0,Offensive rebound by M. Chriss,,91,107
396,4,6:10.0,M. Chriss makes 2-pt layup at rim,,93,107
397,4,5:51.0,,M. Bridges misses 3-pt jump shot from 26 ft,93,107
398,4,5:49.0,Defensive rebound by N. Stauskas,,93,107
399,4,5:42.0,N. Stauskas makes 3-pt jump shot from 25 ft,,96,107
400,4,5:40.0,,Phoenix full timeout,96,107
401,4,5:40.0,,R. Holmes enters the game for D. Bender,96,107
402,4,5:40.0,,J. Jackson enters the game for T. Daniels,96,107
403,4,5:24.0,,M. Bridges makes 2-pt jump shot from 13 ft (assist by J. Crawford),96,109
404,4,5:10.0,M. Chriss misses 2-pt hook shot from 2 ft,,96,109
405,4,5:09.0,Offensive rebound by M. Chriss,,96,109
406,4,5:08.0,M. Chriss makes 2-pt layup from 2 ft,,98,109
407,4,4:51.0,,D. Booker misses 2-pt jump shot from 19 ft,98,109
408,4,4:48.0,Defensive rebound by L. Nance,,98,109
409,4,4:33.0,N. Stauskas misses 2-pt layup from 1 ft,,98,109
410,4,4:32.0,Offensive rebound by M. Chriss,,98,109
411,4,4:31.0,M. Chriss makes 2-pt layup from 1 ft,,100,109
412,4,4:08.0,,D. Booker misses 3-pt jump shot from 25 ft,100,109
413,4,4:06.0,Defensive rebound by M. Chriss,,100,109
414,4,3:46.0,C. Sexton misses 2-pt layup from 2 ft (block by J. Jackson),,100,109
415,4,3:44.0,,Defensive rebound by J. Jackson,100,109
416,4,3:39.0,,M. Bridges misses 3-pt jump shot from 23 ft,100,109
417,4,3:36.0,Defensive rebound by L. Nance,,100,109
418,4,3:32.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by L. Nance),,103,109
419,4,3:16.0,,D. Booker makes 2-pt jump shot from 8 ft (assist by J. Crawford),103,111
420,4,2:54.0,N. Stauskas misses 2-pt jump shot from 10 ft,,103,111
421,4,2:50.0,,Defensive rebound by D. Booker,103,111
422,4,2:48.0,,Shooting foul by M. Chriss (drawn by D. Booker),103,111
423,4,2:48.0,,D. Booker makes free throw 1 of 2,103,112
424,4,2:48.0,,D. Booker makes free throw 2 of 2,103,113
425,4,2:38.0,Turnover by M. Chriss (traveling),,103,113
426,4,2:25.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Booker),103,115
427,4,2:25.0,Cleveland full timeout,,103,115
428,4,2:25.0,A. Žižić enters the game for M. Chriss,,103,115
429,4,2:02.0,J. Clarkson misses 3-pt jump shot from 25 ft,,103,115
430,4,2:00.0,Offensive rebound by A. Žižić,,103,115
431,4,1:57.0,A. Žižić misses 2-pt layup from 2 ft,,103,115
432,4,1:56.0,Offensive rebound by J. Clarkson,,103,115
433,4,1:54.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,106,115
434,4,1:38.0,,J. Crawford makes 2-pt jump shot from 20 ft,106,117
435,4,1:25.0,L. Nance makes 2-pt layup from 1 ft (assist by A. Žižić),,108,117
436,4,1:25.0,Shooting foul by J. Jackson (drawn by L. Nance),,108,117
437,4,1:25.0,L. Nance makes free throw 1 of 1,,109,117
438,4,1:07.0,,D. Booker makes 2-pt jump shot from 17 ft,109,119
439,4,0:58.0,C. Sexton misses 3-pt jump shot from 25 ft,,109,119
440,4,0:56.0,,Defensive rebound by R. Holmes,109,119
441,4,0:36.0,,D. Booker makes 3-pt jump shot from 25 ft,109,122
442,4,0:36.0,Cleveland full timeout,,109,122
443,4,0:31.0,J. Clarkson misses 3-pt jump shot from 25 ft,,109,122
444,4,0:28.0,Offensive rebound by C. Sexton,,109,122
445,4,0:28.0,C. Sexton makes 2-pt layup at rim,,111,122
446,4,0:21.0,,Turnover by D. Booker (bad pass; steal by L. Nance),111,122
447,4,0:21.0,L. Nance makes 2-pt dunk from 1 ft,,113,122
