,QUARTER,TIME_REMAINING,ATLANTA_ACTION,UTAH_ACTION,ATLANTA_SCORE,UTAH_SCORE
384,4,7:57.0,I. Taylor enters the game for M. Muscala,,70,75
385,4,7:42.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),70,77
386,4,7:26.0,D. Schröder makes 2-pt layup from 1 ft,,72,77
387,4,7:06.0,,D. Mitchell misses 2-pt layup from 2 ft,72,77
388,4,7:01.0,,Offensive rebound by R. Gobert,72,77
389,4,7:01.0,,R. Gobert makes 2-pt layup at rim,72,79
390,4,6:56.0,D. Schröder makes 2-pt layup from 1 ft,,74,79
391,4,6:56.0,Shooting foul by D. Exum (drawn by D. Schröder),,74,79
392,4,6:56.0,,Utah full timeout,74,79
393,4,6:56.0,,J. Crowder enters the game for J. Ingles,74,79
394,4,6:56.0,,R. Rubio enters the game for R. O'Neale,74,79
395,4,6:56.0,D. Schröder makes free throw 1 of 1,,75,79
396,4,6:40.0,,D. Mitchell makes 2-pt jump shot from 10 ft,75,81
397,4,6:27.0,D. Dedmon makes 2-pt jump shot from 9 ft (assist by D. Schröder),,77,81
398,4,6:13.0,,R. Gobert misses 2-pt jump shot from 18 ft,77,81
399,4,6:09.0,Defensive rebound by D. Dedmon,,77,81
400,4,6:05.0,T. Prince misses 3-pt jump shot from 25 ft,,77,81
401,4,6:01.0,,Defensive rebound by D. Mitchell,77,81
402,4,5:49.0,,Turnover by D. Mitchell (bad pass; steal by D. Dedmon),77,81
403,4,5:40.0,T. Prince makes 2-pt jump shot from 6 ft,,79,81
404,4,5:40.0,Shooting foul by R. Gobert (drawn by T. Prince),,79,81
405,4,5:40.0,,J. Ingles enters the game for D. Exum,79,81
406,4,5:40.0,T. Prince makes free throw 1 of 1,,80,81
407,4,5:21.0,,D. Mitchell makes 2-pt jump shot from 9 ft,80,83
408,4,5:09.0,D. Schröder misses 2-pt jump shot from 15 ft,,80,83
409,4,5:06.0,Offensive rebound by D. Dedmon,,80,83
410,4,5:06.0,D. Dedmon misses 2-pt layup at rim,,80,83
411,4,5:02.0,Offensive rebound by D. Dedmon,,80,83
412,4,5:02.0,D. Dedmon makes 2-pt layup at rim,,82,83
413,4,4:59.0,,Utah full timeout,82,83
414,4,4:59.0,,E. Udoh enters the game for R. Gobert,82,83
415,4,4:56.0,,D. Mitchell misses 3-pt jump shot from 23 ft,82,83
416,4,4:54.0,Defensive rebound by T. Prince,,82,83
417,4,4:47.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by D. Schröder),,84,83
418,4,4:24.0,,R. Rubio misses 3-pt jump shot from 25 ft,84,83
419,4,4:22.0,Defensive rebound by Team,,84,83
420,4,4:22.0,,R. Gobert enters the game for E. Udoh,84,83
421,4,4:06.0,T. Prince misses 2-pt jump shot from 16 ft,,84,83
422,4,4:03.0,,Defensive rebound by J. Ingles,84,83
423,4,3:53.0,,J. Crowder misses 3-pt jump shot from 23 ft,84,83
424,4,3:48.0,Defensive rebound by D. Dedmon,,84,83
425,4,3:43.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by D. Dedmon),,87,83
426,4,3:31.0,,Personal foul by T. Prince (drawn by J. Ingles),87,83
427,4,3:31.0,,J. Ingles makes free throw 1 of 2,87,84
428,4,3:31.0,Atlanta full timeout,,87,84
429,4,3:31.0,M. Muscala enters the game for I. Taylor,,87,84
430,4,3:31.0,,J. Ingles misses free throw 2 of 2,87,84
431,4,3:29.0,,Offensive rebound by R. Gobert,87,84
432,4,3:24.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by R. Rubio),87,86
433,4,3:08.0,D. Schröder misses 3-pt jump shot from 24 ft,,87,86
434,4,3:04.0,Offensive rebound by D. Schröder,,87,86
435,4,3:02.0,Atlanta full timeout,,87,86
436,4,2:49.0,D. Schröder makes 2-pt layup from 2 ft (assist by D. Dedmon),,89,86
437,4,2:33.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),89,88
438,4,2:10.0,D. Schröder makes 2-pt layup from 2 ft,,91,88
439,4,2:07.0,Technical foul by D. Schröder,,91,88
440,4,2:07.0,,R. Rubio makes flagrant free throw 1 of 2,91,89
441,4,2:07.0,,R. Rubio makes flagrant free throw 2 of 2,91,90
442,4,2:00.0,,Shooting foul by D. Dedmon (drawn by J. Ingles),91,90
443,4,2:00.0,,J. Ingles makes free throw 1 of 2,91,91
444,4,2:00.0,,J. Ingles makes free throw 2 of 2,91,92
445,4,1:45.0,Shooting foul by R. Rubio (drawn by D. Lee),,91,92
446,4,1:45.0,D. Lee misses free throw 1 of 2,,91,92
447,4,1:45.0,Offensive rebound by Team,,91,92
448,4,1:45.0,D. Lee makes free throw 2 of 2,,92,92
449,4,1:29.0,,D. Mitchell misses 2-pt jump shot from 14 ft,92,92
450,4,1:26.0,Defensive rebound by D. Lee,,92,92
451,4,1:13.0,D. Dedmon misses 2-pt jump shot from 7 ft,,92,92
452,4,1:11.0,,Defensive rebound by R. Gobert,92,92
453,4,0:57.0,Offensive charge foul by D. Mitchell (drawn by M. Muscala),,92,92
454,4,0:57.0,,Turnover by D. Mitchell (offensive foul),92,92
455,4,0:37.0,D. Schröder makes 2-pt jump shot from 9 ft,,94,92
456,4,0:36.0,,Utah full timeout,94,92
457,4,0:31.0,,D. Mitchell misses 2-pt jump shot from 9 ft,94,92
458,4,0:30.0,,Offensive rebound by R. Gobert,94,92
459,4,0:29.0,,J. Ingles misses 3-pt jump shot from 26 ft,94,92
460,4,0:29.0,Defensive rebound by D. Lee,,94,92
461,4,0:24.0,Personal foul by J. Crowder (drawn by D. Schröder),,94,92
462,4,0:24.0,D. Schröder misses free throw 1 of 2,,94,92
463,4,0:24.0,Offensive rebound by Team,,94,92
464,4,0:24.0,D. Schröder makes free throw 2 of 2,,95,92
465,4,0:15.0,,Shooting foul by D. Dedmon (drawn by D. Mitchell),95,92
466,4,0:15.0,,D. Mitchell makes free throw 1 of 2,95,93
467,4,0:15.0,,D. Mitchell makes free throw 2 of 2,95,94
468,4,0:15.0,Atlanta full timeout,,95,94
469,4,0:15.0,,R. O'Neale enters the game for R. Gobert,95,94
470,4,0:11.0,Personal foul by J. Ingles (drawn by T. Prince),,95,94
471,4,0:11.0,T. Prince makes free throw 1 of 2,,96,94
472,4,0:11.0,,E. Udoh enters the game for R. Rubio,96,94
473,4,0:11.0,,R. Gobert enters the game for R. O'Neale,96,94
474,4,0:11.0,T. Prince makes free throw 2 of 2,,97,94
475,4,0:11.0,,Utah full timeout,97,94
476,4,0:11.0,,R. Rubio enters the game for E. Udoh,97,94
477,4,0:09.0,,J. Ingles misses 3-pt jump shot from 23 ft,97,94
478,4,0:05.0,Defensive rebound by T. Prince,,97,94
479,4,0:05.0,Personal foul by J. Ingles (drawn by T. Prince),,97,94
480,4,0:05.0,T. Prince makes free throw 1 of 2,,98,94
481,4,0:05.0,T. Prince makes free throw 2 of 2,,99,94
482,4,0:01.0,,D. Mitchell misses 3-pt jump shot from 25 ft,99,94
483,4,0:01.0,,Offensive rebound by D. Mitchell,99,94
