,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
381,4,5:47.0,B. Griffin misses free throw 1 of 2,,80,84
382,4,5:47.0,Offensive rebound by Team,,80,84
383,4,5:47.0,,M. Williams enters the game for C. Zeller,80,84
384,4,5:47.0,L. Williams enters the game for W. Johnson,,80,84
385,4,5:47.0,B. Griffin misses free throw 2 of 2,,80,84
386,4,5:41.0,,Defensive rebound by D. Howard,80,84
387,4,5:32.0,,N. Batum misses 3-pt jump shot from 25 ft,80,84
388,4,5:27.0,Defensive rebound by B. Griffin,,80,84
389,4,5:15.0,L. Williams makes 3-pt jump shot from 24 ft (assist by A. Rivers),,83,84
390,4,5:03.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),83,87
391,4,4:42.0,A. Rivers misses 3-pt jump shot from 23 ft,,83,87
392,4,4:40.0,Offensive rebound by Team,,83,87
393,4,4:40.0,,Technical foul by D. Howard,83,87
394,4,4:40.0,L. Williams makes technical free throw,,84,87
395,4,4:34.0,Offensive foul by D. Jordan (drawn by D. Howard),,84,87
396,4,4:34.0,Turnover by D. Jordan (offensive foul),,84,87
397,4,4:17.0,,M. Williams misses 2-pt jump shot from 12 ft,84,87
398,4,4:15.0,,Offensive rebound by M. Kidd-Gilchrist,84,87
399,4,4:06.0,,Shooting foul by S. Thornwell (drawn by N. Batum),84,87
400,4,4:06.0,,N. Batum makes free throw 1 of 3,84,88
401,4,4:06.0,,N. Batum makes free throw 2 of 3,84,89
402,4,4:06.0,W. Johnson enters the game for S. Thornwell,,84,89
403,4,4:06.0,,N. Batum makes free throw 3 of 3,84,90
404,4,3:48.0,Turnover by L. Williams (lost ball; steal by M. Williams),,84,90
405,4,3:41.0,,K. Walker misses 3-pt jump shot from 25 ft,84,90
406,4,3:33.0,,Offensive rebound by D. Howard,84,90
407,4,3:33.0,,D. Howard misses 2-pt layup at rim,84,90
408,4,3:32.0,Defensive rebound by B. Griffin,,84,90
409,4,3:30.0,A. Rivers misses 2-pt jump shot from 2 ft (block by M. Williams),,84,90
410,4,3:27.0,,K. Walker misses 2-pt layup from 1 ft (block by W. Johnson),84,90
411,4,3:27.0,Defensive rebound by Team,,84,90
412,4,3:26.0,,Defensive rebound by K. Walker,84,90
413,4,3:14.0,A. Rivers misses 2-pt jump shot from 9 ft,,84,90
414,4,3:14.0,Offensive rebound by D. Jordan,,84,90
415,4,3:07.0,D. Jordan misses 2-pt layup at rim,,84,90
416,4,3:05.0,,Defensive rebound by M. Kidd-Gilchrist,84,90
417,4,3:04.0,,N. Batum misses 3-pt jump shot from 24 ft,84,90
418,4,3:04.0,Defensive rebound by L. Williams,,84,90
419,4,2:59.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. Williams),,84,90
420,4,2:59.0,LA Clippers full timeout,,84,90
421,4,2:59.0,S. Thornwell enters the game for A. Rivers,,84,90
422,4,2:59.0,L. Williams misses free throw 1 of 2,,84,90
423,4,2:59.0,Offensive rebound by Team,,84,90
424,4,2:59.0,L. Williams makes free throw 2 of 2,,85,90
425,4,2:49.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),85,93
426,4,2:26.0,W. Johnson misses 2-pt jump shot from 18 ft,,85,93
427,4,2:23.0,,Defensive rebound by M. Williams,85,93
428,4,2:05.0,,M. Williams misses 3-pt jump shot from 23 ft,85,93
429,4,2:01.0,Defensive rebound by D. Jordan,,85,93
430,4,1:54.0,L. Williams misses 2-pt jump shot from 10 ft,,85,93
431,4,1:51.0,,Defensive rebound by D. Howard,85,93
432,4,1:51.0,,Personal foul by L. Williams (drawn by K. Walker),85,93
433,4,1:51.0,,K. Walker makes free throw 1 of 2,85,94
434,4,1:51.0,A. Rivers enters the game for S. Thornwell,,85,94
435,4,1:51.0,,K. Walker makes free throw 2 of 2,85,95
436,4,1:51.0,LA Clippers full timeout,,85,95
437,4,1:36.0,B. Griffin misses 3-pt jump shot from 25 ft,,85,95
438,4,1:30.0,,Defensive rebound by N. Batum,85,95
439,4,1:21.0,,Personal foul by B. Griffin (drawn by K. Walker),85,95
440,4,1:21.0,,K. Walker makes free throw 1 of 2,85,96
441,4,1:21.0,,K. Walker makes free throw 2 of 2,85,97
442,4,1:15.0,Turnover by B. Griffin (bad pass),,85,97
443,4,0:58.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),85,100
444,4,0:49.0,L. Williams makes 2-pt jump shot from 18 ft,,87,100
445,4,0:26.0,,K. Walker misses 3-pt jump shot from 25 ft,87,100
446,4,0:26.0,,Offensive rebound by Team,87,100
447,4,0:26.0,Loose ball foul by B. Griffin (drawn by D. Howard),,87,100
448,4,0:26.0,,D. Howard makes free throw 1 of 2,87,101
449,4,0:26.0,S. Dekker enters the game for D. Jordan,,87,101
450,4,0:26.0,C. Williams enters the game for L. Williams,,87,101
451,4,0:26.0,M. Harrell enters the game for B. Griffin,,87,101
452,4,0:26.0,J. Evans enters the game for W. Johnson,,87,101
453,4,0:26.0,S. Thornwell enters the game for A. Rivers,,87,101
454,4,0:26.0,,D. Howard makes free throw 2 of 2,87,102
455,4,0:14.0,C. Williams misses 3-pt jump shot from 25 ft,,87,102
456,4,0:09.0,,Defensive rebound by D. Howard,87,102
