,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
392,4,3:15.0,M. Brown misses 3-pt jump shot from 24 ft,,115,83
393,4,3:11.0,,Defensive rebound by C. Osman,115,83
394,4,3:05.0,,C. Osman makes 2-pt layup at rim,115,85
395,4,2:40.0,T. Black makes 2-pt dunk from 1 ft (assist by L. Mbah a Moute),,117,85
396,4,2:31.0,,D. Rose misses 2-pt layup from 1 ft,117,85
397,4,2:28.0,Defensive rebound by M. Brown,,117,85
398,4,2:24.0,P. Tucker misses 3-pt jump shot from 22 ft,,117,85
399,4,2:22.0,,Defensive rebound by J. Green,117,85
400,4,2:15.0,,C. Frye misses 2-pt jump shot from 15 ft,117,85
401,4,2:13.0,Defensive rebound by G. Green,,117,85
402,4,2:08.0,G. Green makes 2-pt layup from 1 ft,,119,85
403,4,2:08.0,Shooting foul by J. Green (drawn by G. Green),,119,85
404,4,2:08.0,Houston full timeout,,119,85
405,4,2:08.0,G. Green makes free throw 1 of 1,,120,85
406,4,1:52.0,,Shooting block foul by P. Tucker (drawn by D. Rose),120,85
407,4,1:52.0,,D. Rose misses free throw 1 of 2,120,85
408,4,1:52.0,,Offensive rebound by Team,120,85
409,4,1:52.0,,D. Rose makes free throw 2 of 2,120,86
410,4,1:41.0,M. Brown misses 3-pt jump shot from 29 ft,,120,86
411,4,1:37.0,,Defensive rebound by C. Osman,120,86
412,4,1:25.0,,D. Rose misses 3-pt jump shot from 26 ft,120,86
413,4,1:21.0,Defensive rebound by M. Brown,,120,86
414,4,1:16.0,Turnover by M. Brown (bad pass; steal by C. Frye),,120,86
415,4,1:07.0,,C. Frye misses 3-pt jump shot from 26 ft,120,86
416,4,1:04.0,Defensive rebound by L. Mbah a Moute,,120,86
417,4,0:47.0,G. Green misses 3-pt jump shot from 26 ft,,120,86
418,4,0:44.0,,Defensive rebound by J. Green,120,86
419,4,0:37.0,,D. Rose makes 2-pt layup from 2 ft,120,88
420,4,0:13.0,Turnover by Team (shot clock),,120,88
