,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
379,4,1:11.0,,S. Dinwiddie makes 2-pt jump shot from 9 ft,94,96
380,4,0:58.0,Turnover by T. Jones (out of bounds lost ball),,94,96
381,4,0:40.0,,Turnover by D. Carroll (step out of bounds),94,96
382,4,0:40.0,Minnesota full timeout,,94,96
383,4,0:40.0,Away from play foul by Q. Acy (drawn by T. Jones),,94,96
384,4,0:40.0,J. Butler makes free throw 1 of 2,,95,96
385,4,0:33.0,Shooting foul by Q. Acy (drawn by J. Butler),,95,96
386,4,0:33.0,J. Butler makes free throw 1 of 2,,96,96
387,4,0:33.0,M. Georges-Hunt enters the game for T. Jones,,96,96
388,4,0:33.0,J. Butler makes free throw 2 of 2,,97,96
389,4,0:10.0,,S. Dinwiddie makes 2-pt jump shot from 11 ft,97,98
390,4,0:09.0,Minnesota full timeout,,97,98
391,4,0:09.0,,J. Allen enters the game for Q. Acy,97,98
392,4,0:09.0,T. Jones enters the game for T. Gibson,,97,98
393,4,0:09.0,J. Crawford enters the game for M. Georges-Hunt,,97,98
394,4,0:01.0,J. Butler misses 2-pt jump shot from 21 ft,,97,98
395,4,0:01.0,Offensive rebound by Team,,97,98
