,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
376,4,6:35.0,Offensive rebound by G. Antetokounmpo,,71,94
377,4,6:31.0,Shooting foul by D. Harris (drawn by G. Antetokounmpo),,71,94
378,4,6:31.0,G. Antetokounmpo makes free throw 1 of 2,,72,94
379,4,6:31.0,,D. Smith enters the game for D. Harris,72,94
380,4,6:31.0,,W. Matthews enters the game for D. Nowitzki,72,94
381,4,6:31.0,,H. Barnes enters the game for J. Barea,72,94
382,4,6:31.0,G. Antetokounmpo misses free throw 2 of 2,,72,94
383,4,6:27.0,,Defensive rebound by D. Powell,72,94
384,4,6:15.0,,W. Matthews makes 2-pt jump shot from 16 ft,72,96
385,4,5:58.0,M. Brogdon misses 2-pt jump shot from 18 ft,,72,96
386,4,5:58.0,,Defensive rebound by H. Barnes,72,96
387,4,5:44.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),72,99
388,4,5:33.0,K. Middleton makes 2-pt layup from 1 ft,,74,99
389,4,5:09.0,,Y. Ferrell makes 3-pt jump shot from 24 ft,74,102
390,4,4:48.0,Shooting foul by D. Smith (drawn by D. Liggins),,74,102
391,4,4:48.0,D. Liggins misses free throw 1 of 2,,74,102
392,4,4:48.0,Offensive rebound by Team,,74,102
393,4,4:48.0,G. Payton enters the game for M. Brogdon,,74,102
394,4,4:48.0,D. Liggins makes free throw 2 of 2,,75,102
395,4,4:40.0,,W. Matthews misses 3-pt jump shot from 24 ft,75,102
396,4,4:35.0,,Offensive rebound by D. Powell,75,102
397,4,4:33.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,75,102
398,4,4:33.0,,Offensive rebound by Team,75,102
399,4,4:33.0,Loose ball foul by G. Antetokounmpo (drawn by D. Powell),,75,102
400,4,4:24.0,,H. Barnes misses 3-pt jump shot from 25 ft,75,102
401,4,4:21.0,Defensive rebound by G. Antetokounmpo,,75,102
402,4,4:13.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,75,102
403,4,4:11.0,,Defensive rebound by H. Barnes,75,102
404,4,3:48.0,,H. Barnes makes 2-pt jump shot from 5 ft,75,104
405,4,3:27.0,D. Liggins misses 3-pt jump shot from 24 ft,,75,104
406,4,3:27.0,,Defensive rebound by D. Powell,75,104
407,4,3:11.0,,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by H. Barnes),75,107
408,4,3:10.0,Milwaukee full timeout,,75,107
409,4,3:10.0,,J. Withey enters the game for D. Powell,75,107
410,4,3:10.0,,A. Cleveland enters the game for W. Matthews,75,107
411,4,3:10.0,,N. Noel enters the game for H. Barnes,75,107
412,4,3:10.0,R. Vaughn enters the game for T. Maker,,75,107
413,4,3:10.0,J. Bolomboy enters the game for K. Middleton,,75,107
414,4,3:10.0,D. Wilson enters the game for G. Antetokounmpo,,75,107
415,4,2:46.0,D. Liggins misses 3-pt jump shot from 23 ft,,75,107
416,4,2:42.0,Offensive rebound by J. Bolomboy,,75,107
417,4,2:42.0,Shooting foul by J. Withey (drawn by J. Bolomboy),,75,107
418,4,2:42.0,J. Bolomboy misses free throw 1 of 2,,75,107
419,4,2:42.0,Offensive rebound by Team,,75,107
420,4,2:42.0,,M. Kleber enters the game for D. Smith,75,107
421,4,2:42.0,J. Terry enters the game for D. Liggins,,75,107
422,4,2:42.0,J. Bolomboy misses free throw 2 of 2,,75,107
423,4,2:39.0,,Defensive rebound by N. Noel,75,107
424,4,2:28.0,,Turnover by N. Noel (bad pass),75,107
425,4,2:12.0,J. Terry makes 2-pt jump shot from 11 ft,,77,107
426,4,1:50.0,,Y. Ferrell makes 2-pt jump shot from 8 ft (assist by N. Noel),77,109
427,4,1:33.0,Turnover by J. Bolomboy (lost ball; steal by A. Cleveland),,77,109
428,4,1:24.0,,J. Withey misses 3-pt jump shot from 24 ft,77,109
429,4,1:21.0,,Offensive rebound by N. Noel,77,109
430,4,1:20.0,,N. Noel misses 2-pt layup at rim (block by J. Terry),77,109
431,4,1:17.0,Defensive rebound by G. Payton,,77,109
432,4,1:06.0,D. Wilson misses 3-pt jump shot from 25 ft,,77,109
433,4,1:06.0,,Defensive rebound by Team,77,109
434,4,1:05.0,Loose ball foul by J. Bolomboy (drawn by N. Noel),,77,109
435,4,0:44.0,,M. Kleber misses 2-pt jump shot from 15 ft (block by R. Vaughn),77,109
436,4,0:41.0,Defensive rebound by G. Payton,,77,109
437,4,0:40.0,J. Bolomboy makes 2-pt dunk at rim (assist by R. Vaughn),,79,109
438,4,0:26.0,,N. Noel makes 2-pt layup at rim (assist by A. Cleveland),79,111
439,4,0:16.0,G. Payton misses 3-pt jump shot from 23 ft,,79,111
440,4,0:13.0,,Defensive rebound by N. Noel,79,111
