,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA CLIPPERS_ACTION,CHARLOTTE_SCORE,LA CLIPPERS_SCORE
380,4,8:08.0,Turnover by J. Lamb (bad pass; steal by S. Dekker),,76,82
381,4,8:05.0,,S. Dekker makes 2-pt dunk at rim (assist by M. Teodosić),76,84
382,4,7:49.0,J. O'Bryant misses 2-pt jump shot from 15 ft,,76,84
383,4,7:49.0,,Defensive rebound by L. Williams,76,84
384,4,7:37.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),76,86
385,4,7:15.0,J. O'Bryant misses 2-pt jump shot from 10 ft,,76,86
386,4,7:12.0,Offensive rebound by J. Lamb,,76,86
387,4,7:11.0,J. Lamb makes 2-pt layup at rim,,78,86
388,4,7:01.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),78,88
389,4,6:41.0,T. Graham misses 2-pt layup from 2 ft,,78,88
390,4,6:37.0,Offensive rebound by J. O'Bryant,,78,88
391,4,6:37.0,J. O'Bryant makes 2-pt layup at rim,,80,88
392,4,6:18.0,,Turnover by M. Harrell (lost ball; steal by F. Kaminsky),80,88
393,4,6:10.0,T. Graham makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,83,88
394,4,6:09.0,,LA Clippers full timeout,83,88
395,4,6:09.0,,C. Williams enters the game for M. Harrell,83,88
396,4,6:09.0,,D. Jordan enters the game for S. Dekker,83,88
397,4,6:09.0,,B. Griffin enters the game for W. Johnson,83,88
398,4,6:09.0,D. Howard enters the game for J. O'Bryant,,83,88
399,4,6:09.0,N. Batum enters the game for M. Carter-Williams,,83,88
400,4,6:09.0,K. Walker enters the game for J. Lamb,,83,88
401,4,5:52.0,,B. Griffin misses 2-pt jump shot from 10 ft,83,88
402,4,5:48.0,Defensive rebound by N. Batum,,83,88
403,4,5:33.0,F. Kaminsky misses 2-pt hook shot from 8 ft,,83,88
404,4,5:32.0,,Defensive rebound by D. Jordan,83,88
405,4,5:21.0,,L. Williams makes 3-pt jump shot from 26 ft,83,91
406,4,5:05.0,N. Batum makes 2-pt jump shot from 16 ft (assist by D. Howard),,85,91
407,4,4:45.0,,Shooting foul by D. Howard (drawn by L. Williams),85,91
408,4,4:45.0,,L. Williams makes free throw 1 of 2,85,92
409,4,4:45.0,M. Kidd-Gilchrist enters the game for T. Graham,,85,92
410,4,4:45.0,,L. Williams makes free throw 2 of 2,85,93
411,4,4:23.0,F. Kaminsky makes 2-pt hook shot from 7 ft (assist by N. Batum),,87,93
412,4,4:02.0,,M. Teodosić makes 3-pt jump shot from 25 ft (assist by B. Griffin),87,96
413,4,3:48.0,Personal block foul by D. Jordan (drawn by K. Walker),,87,96
414,4,3:37.0,N. Batum makes 2-pt jump shot from 13 ft,,89,96
415,4,3:11.0,,C. Williams makes 2-pt jump shot from 5 ft (assist by B. Griffin),89,98
416,4,2:55.0,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Howard),,92,98
417,4,2:37.0,,Shooting foul by M. Kidd-Gilchrist (drawn by L. Williams),92,98
418,4,2:37.0,,L. Williams makes free throw 1 of 2,92,99
419,4,2:37.0,,W. Johnson enters the game for M. Teodosić,92,99
420,4,2:37.0,,L. Williams makes free throw 2 of 2,92,100
421,4,2:30.0,Personal foul by B. Griffin (drawn by F. Kaminsky),,92,100
422,4,2:25.0,N. Batum misses 3-pt jump shot from 25 ft,,92,100
423,4,2:20.0,Offensive rebound by M. Kidd-Gilchrist,,92,100
424,4,2:15.0,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,,92,100
425,4,2:08.0,,Defensive rebound by L. Williams,92,100
426,4,1:53.0,,B. Griffin misses 2-pt jump shot from 20 ft,92,100
427,4,1:51.0,Defensive rebound by M. Kidd-Gilchrist,,92,100
428,4,1:46.0,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,95,100
429,4,1:26.0,,L. Williams makes 2-pt jump shot from 1 ft,95,102
430,4,1:17.0,K. Walker misses 2-pt layup from 2 ft (block by D. Jordan),,95,102
431,4,1:12.0,,Defensive rebound by D. Jordan,95,102
432,4,0:54.0,,W. Johnson misses 3-pt jump shot from 22 ft,95,102
433,4,0:54.0,Defensive rebound by F. Kaminsky,,95,102
434,4,0:49.0,K. Walker makes 3-pt jump shot from 27 ft (assist by N. Batum),,98,102
435,4,0:43.0,,Personal take foul by F. Kaminsky (drawn by B. Griffin),98,102
436,4,0:43.0,,B. Griffin makes free throw 1 of 2,98,103
437,4,0:43.0,,B. Griffin makes free throw 2 of 2,98,104
438,4,0:43.0,Charlotte full timeout,,98,104
439,4,0:43.0,J. Lamb enters the game for M. Kidd-Gilchrist,,98,104
440,4,0:41.0,N. Batum misses 3-pt jump shot from 24 ft,,98,104
441,4,0:39.0,,Defensive rebound by B. Griffin,98,104
442,4,0:19.0,,L. Williams makes 2-pt layup at rim,98,106
443,4,0:13.0,D. Howard misses 3-pt jump shot from 24 ft,,98,106
444,4,0:09.0,,Defensive rebound by D. Jordan,98,106
