,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
393,4,1:16.0,Personal foul by K. Korver (drawn by D. Fox),,95,97
394,4,1:02.0,Turnover by Team (shot clock),,95,97
395,4,0:39.0,,J. Smith misses 3-pt jump shot from 25 ft,95,97
396,4,0:36.0,,Offensive rebound by J. Green,95,97
397,4,0:20.0,,Cleveland full timeout,95,97
398,4,0:20.0,,D. Wade enters the game for J. Green,95,97
399,4,0:16.0,,L. James makes 3-pt jump shot from 24 ft (assist by D. Wade),95,100
400,4,0:15.0,Sacramento full timeout,,95,100
401,4,0:15.0,,J. Green enters the game for K. Love,95,100
402,4,0:15.0,B. Bogdanović enters the game for J. Sampson,,95,100
403,4,0:08.0,G. Hill misses 3-pt jump shot from 26 ft,,95,100
404,4,0:06.0,,Defensive rebound by D. Wade,95,100
405,4,0:06.0,,Personal foul by B. Hield (drawn by D. Wade),95,100
406,4,0:05.0,,Personal foul by B. Hield (drawn by K. Korver),95,100
407,4,0:05.0,,K. Korver makes free throw 1 of 2,95,101
408,4,0:05.0,,C. Osman enters the game for L. James,95,101
409,4,0:05.0,,K. Korver misses free throw 2 of 2,95,101
410,4,0:01.0,Defensive rebound by D. Fox,,95,101
411,4,0:00.0,B. Hield misses 3-pt jump shot from 26 ft,,95,101
412,4,0:00.0,Offensive rebound by Team,,95,101
