,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA LAKERS_ACTION,CHARLOTTE_SCORE,LA LAKERS_SCORE
374,4,7:07.0,Defensive rebound by J. O'Bryant,,103,80
375,4,6:52.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,103,80
376,4,6:48.0,,Defensive rebound by J. Randle,103,80
377,4,6:40.0,,K. Kuzma makes 2-pt hook shot from 5 ft (assist by T. Ennis),103,82
378,4,6:20.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,103,82
379,4,6:18.0,,Defensive rebound by C. Brewer,103,82
380,4,6:15.0,,K. Kuzma misses 2-pt layup from 2 ft (block by M. Carter-Williams),103,82
381,4,6:15.0,,Offensive rebound by Team,103,82
382,4,6:10.0,,K. Kuzma misses 2-pt layup from 3 ft,103,82
383,4,6:07.0,Defensive rebound by J. Lamb,,103,82
384,4,6:03.0,Offensive foul by J. O'Bryant (drawn by T. Ennis),,103,82
385,4,6:03.0,Turnover by J. O'Bryant (offensive foul),,103,82
386,4,5:58.0,,K. Kuzma misses 3-pt jump shot from 23 ft,103,82
387,4,5:53.0,Defensive rebound by J. Lamb,,103,82
388,4,5:44.0,J. Lamb misses 3-pt jump shot from 23 ft,,103,82
389,4,5:41.0,Offensive rebound by F. Kaminsky,,103,82
390,4,5:33.0,J. Lamb misses 2-pt jump shot from 12 ft,,103,82
391,4,5:29.0,Offensive rebound by M. Carter-Williams,,103,82
392,4,5:27.0,F. Kaminsky misses 2-pt layup from 2 ft,,103,82
393,4,5:24.0,,Defensive rebound by J. Randle,103,82
394,4,5:24.0,,Personal foul by M. Carter-Williams (drawn by J. Randle),103,82
395,4,5:24.0,,J. Hart enters the game for K. Kuzma,103,82
396,4,5:16.0,,B. Ingram misses 2-pt layup from 2 ft,103,82
397,4,5:12.0,,Offensive rebound by B. Ingram,103,82
398,4,5:12.0,,B. Ingram makes 2-pt layup at rim,103,84
399,4,4:49.0,Offensive foul by F. Kaminsky,,103,84
400,4,4:49.0,Turnover by F. Kaminsky (offensive foul),,103,84
401,4,4:49.0,Technical foul by F. Kaminsky,,103,84
402,4,4:49.0,M. Kidd-Gilchrist enters the game for J. O'Bryant,,103,84
403,4,4:49.0,K. Walker enters the game for M. Carter-Williams,,103,84
404,4,4:49.0,,T. Ennis makes technical free throw,103,85
405,4,4:49.0,N. Batum enters the game for T. Graham,,103,85
406,4,4:38.0,,T. Ennis misses 3-pt jump shot from 25 ft,103,85
407,4,4:32.0,Defensive rebound by J. Lamb,,103,85
408,4,4:11.0,J. Lamb misses 3-pt jump shot from 23 ft,,103,85
409,4,4:10.0,Offensive rebound by Team,,103,85
410,4,4:10.0,,Loose ball foul by B. Ingram (drawn by M. Kidd-Gilchrist),103,85
411,4,3:55.0,Shooting foul by T. Ennis (drawn by M. Kidd-Gilchrist),,103,85
412,4,3:55.0,M. Kidd-Gilchrist misses free throw 1 of 2,,103,85
413,4,3:55.0,Offensive rebound by Team,,103,85
414,4,3:55.0,M. Kidd-Gilchrist makes free throw 2 of 2,,104,85
415,4,3:45.0,,Turnover by B. Ingram (bad pass; steal by K. Walker),104,85
416,4,3:43.0,Personal foul by T. Ennis (drawn by M. Kidd-Gilchrist),,104,85
417,4,3:43.0,M. Kidd-Gilchrist makes free throw 1 of 2,,105,85
418,4,3:43.0,M. Kidd-Gilchrist makes free throw 2 of 2,,106,85
419,4,3:30.0,,Personal foul by F. Kaminsky (drawn by J. Randle),106,85
420,4,3:30.0,,K. Kuzma enters the game for B. Ingram,106,85
421,4,3:22.0,,T. Ennis misses 3-pt jump shot from 25 ft,106,85
422,4,3:18.0,Defensive rebound by N. Batum,,106,85
423,4,3:15.0,K. Walker misses 3-pt jump shot from 26 ft,,106,85
424,4,3:11.0,,Defensive rebound by C. Brewer,106,85
425,4,3:07.0,,C. Brewer makes 2-pt layup at rim,106,87
426,4,2:49.0,Charlotte full timeout,,106,87
427,4,2:49.0,,I. Zubac enters the game for J. Randle,106,87
428,4,2:49.0,J. Stone enters the game for J. Lamb,,106,87
429,4,2:49.0,M. Monk enters the game for N. Batum,,106,87
430,4,2:49.0,D. Bacon enters the game for M. Kidd-Gilchrist,,106,87
431,4,2:49.0,T. Graham enters the game for K. Walker,,106,87
432,4,2:38.0,T. Graham misses 2-pt jump shot from 9 ft,,106,87
433,4,2:36.0,,Defensive rebound by T. Ennis,106,87
434,4,2:29.0,,I. Zubac misses 2-pt hook shot from 7 ft,106,87
435,4,2:24.0,Defensive rebound by D. Bacon,,106,87
436,4,2:17.0,M. Monk misses 3-pt jump shot from 22 ft,,106,87
437,4,2:13.0,,Defensive rebound by K. Kuzma,106,87
438,4,2:08.0,,C. Brewer misses 2-pt layup from 3 ft,106,87
439,4,2:04.0,Defensive rebound by J. Stone,,106,87
440,4,1:43.0,T. Graham misses 2-pt jump shot from 7 ft (block by C. Brewer),,106,87
441,4,1:43.0,Offensive rebound by Team,,106,87
442,4,1:43.0,Turnover by Team (shot clock),,106,87
443,4,1:43.0,J. O'Bryant enters the game for F. Kaminsky,,106,87
444,4,1:28.0,,I. Zubac makes 2-pt jump shot from 3 ft,106,89
445,4,1:16.0,J. O'Bryant misses 2-pt jump shot from 14 ft,,106,89
446,4,1:16.0,,Defensive rebound by C. Brewer,106,89
447,4,1:06.0,,K. Kuzma misses 2-pt jump shot from 4 ft,106,89
448,4,1:06.0,Defensive rebound by J. Stone,,106,89
449,4,0:59.0,M. Monk misses 3-pt jump shot from 26 ft,,106,89
450,4,0:59.0,,Defensive rebound by J. Hart,106,89
451,4,0:54.0,,Shooting foul by T. Graham (drawn by C. Brewer),106,89
452,4,0:54.0,,C. Brewer makes free throw 1 of 2,106,90
453,4,0:54.0,,C. Brewer misses free throw 2 of 2,106,90
454,4,0:47.0,Defensive rebound by D. Bacon,,106,90
455,4,0:38.0,D. Bacon misses 3-pt jump shot from 24 ft,,106,90
456,4,0:36.0,,Defensive rebound by I. Zubac,106,90
457,4,0:32.0,,T. Ennis makes 2-pt layup from 2 ft,106,92
458,4,0:15.0,J. O'Bryant makes 2-pt layup from 1 ft (assist by T. Graham),,108,92
459,4,0:04.0,,C. Brewer makes 2-pt layup from 1 ft (assist by I. Zubac),108,94
