,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
387,4,6:37.0,J. Embiid makes 2-pt jump shot from 7 ft (assist by T. Luwawu-Cabarrot),,93,92
388,4,6:13.0,,T. Evans misses 3-pt jump shot from 26 ft,93,92
389,4,6:10.0,Defensive rebound by D. Šarić,,93,92
390,4,6:07.0,Philadelphia full timeout,,93,92
391,4,6:07.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,93,92
392,4,6:00.0,Shooting foul by M. Gasol (drawn by D. Šarić),,93,92
393,4,6:00.0,D. Šarić makes free throw 1 of 2,,94,92
394,4,6:00.0,R. Covington enters the game for J. Anderson,,94,92
395,4,6:00.0,D. Šarić makes free throw 2 of 2,,95,92
396,4,5:45.0,,M. Gasol makes 2-pt hook shot at rim (assist by T. Evans),95,94
397,4,5:29.0,J. Embiid misses 3-pt jump shot from 25 ft,,95,94
398,4,5:25.0,,Defensive rebound by J. Martin,95,94
399,4,5:03.0,,M. Gasol misses 2-pt jump shot from 15 ft,95,94
400,4,5:01.0,Defensive rebound by D. Šarić,,95,94
401,4,4:58.0,R. Covington misses 3-pt jump shot from 25 ft,,95,94
402,4,4:54.0,Offensive rebound by J. Embiid,,95,94
403,4,4:48.0,Turnover by D. Šarić (bad pass; steal by D. Brooks),,95,94
404,4,4:45.0,,Shooting foul by T. McConnell (drawn by M. Henry),95,94
405,4,4:45.0,,M. Henry misses free throw 1 of 2,95,94
406,4,4:45.0,,Offensive rebound by Team,95,94
407,4,4:45.0,,M. Henry makes free throw 2 of 2,95,95
408,4,4:35.0,,Violation by M. Gasol (kicked ball),95,95
409,4,4:28.0,Turnover by D. Šarić (bad pass),,95,95
410,4,4:16.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Evans),95,98
411,4,3:59.0,Turnover by T. McConnell (step out of bounds),,95,98
412,4,3:42.0,,T. Evans makes 2-pt jump shot from 17 ft,95,100
413,4,3:30.0,B. Simmons misses 2-pt jump shot from 5 ft,,95,100
414,4,3:30.0,,Defensive rebound by Team,95,100
415,4,3:10.0,,T. Evans misses 2-pt layup from 1 ft (block by D. Šarić),95,100
416,4,3:10.0,,Offensive rebound by Team,95,100
417,4,3:10.0,,Memphis full timeout,95,100
418,4,3:10.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,95,100
419,4,3:06.0,,T. Evans misses 3-pt jump shot from 26 ft,95,100
420,4,3:02.0,,Offensive rebound by J. Martin,95,100
421,4,2:44.0,,T. Evans misses 2-pt layup from 1 ft (block by T. Luwawu-Cabarrot),95,100
422,4,2:42.0,Defensive rebound by R. Covington,,95,100
423,4,2:40.0,Turnover by T. Luwawu-Cabarrot (out of bounds lost ball),,95,100
424,4,2:18.0,,D. Brooks misses 2-pt jump shot from 21 ft,95,100
425,4,2:15.0,Defensive rebound by B. Simmons,,95,100
426,4,2:06.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,95,100
427,4,2:03.0,Offensive rebound by J. Embiid,,95,100
428,4,2:01.0,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Embiid),,98,100
429,4,1:40.0,,Turnover by M. Gasol (bad pass),98,100
430,4,1:23.0,Personal foul by M. Gasol (drawn by J. Embiid),,98,100
431,4,1:23.0,J. Embiid misses free throw 1 of 2,,98,100
432,4,1:23.0,Offensive rebound by Team,,98,100
433,4,1:23.0,,M. Chalmers enters the game for M. Henry,98,100
434,4,1:23.0,J. Embiid misses free throw 2 of 2,,98,100
435,4,1:20.0,,Defensive rebound by D. Brooks,98,100
436,4,1:05.0,,T. Evans misses 2-pt layup from 1 ft,98,100
437,4,1:02.0,Defensive rebound by J. Embiid,,98,100
438,4,0:57.0,Turnover by R. Covington (bad pass; steal by M. Gasol),,98,100
439,4,0:54.0,,Shooting foul by B. Simmons (drawn by J. Martin),98,100
440,4,0:54.0,,J. Martin makes free throw 1 of 2,98,101
441,4,0:54.0,,M. Henry enters the game for M. Chalmers,98,101
442,4,0:54.0,,J. Martin makes free throw 2 of 2,98,102
443,4,0:54.0,Philadelphia full timeout,,98,102
444,4,0:45.0,R. Covington misses 3-pt jump shot from 25 ft,,98,102
445,4,0:42.0,Offensive rebound by R. Covington,,98,102
446,4,0:37.0,J. Embiid misses 2-pt jump shot from 12 ft,,98,102
447,4,0:35.0,,Defensive rebound by T. Evans,98,102
448,4,0:35.0,,Personal take foul by B. Simmons (drawn by T. Evans),98,102
449,4,0:35.0,,T. Evans misses free throw 1 of 2,98,102
450,4,0:35.0,,Offensive rebound by Team,98,102
451,4,0:35.0,,T. Evans makes free throw 2 of 2,98,103
452,4,0:35.0,Philadelphia full timeout,,98,103
453,4,0:33.0,J. Embiid misses 3-pt jump shot from 25 ft,,98,103
454,4,0:31.0,Offensive rebound by D. Šarić,,98,103
455,4,0:31.0,D. Šarić makes 2-pt layup from 1 ft,,100,103
456,4,0:30.0,,Memphis full timeout,100,103
457,4,0:30.0,,Memphis full timeout,100,103
458,4,0:28.0,Offensive charge foul by J. Martin (drawn by B. Simmons),,100,103
459,4,0:28.0,,Turnover by J. Martin (offensive foul),100,103
460,4,0:15.0,Shooting foul by J. Martin (drawn by J. Embiid),,100,103
461,4,0:15.0,J. Embiid misses free throw 1 of 2,,100,103
462,4,0:15.0,Offensive rebound by Team,,100,103
463,4,0:15.0,,M. Chalmers enters the game for M. Henry,100,103
464,4,0:15.0,T. McConnell enters the game for D. Šarić,,100,103
465,4,0:15.0,J. Embiid makes free throw 2 of 2,,101,103
466,4,0:10.0,,Turnover by T. Evans (lost ball; steal by B. Simmons),101,103
467,4,0:06.0,R. Covington misses 3-pt jump shot from 23 ft,,101,103
468,4,0:06.0,,Defensive rebound by M. Chalmers,101,103
469,4,0:06.0,,Personal take foul by B. Simmons (drawn by M. Chalmers),101,103
470,4,0:06.0,,M. Chalmers makes free throw 1 of 2,101,104
471,4,0:06.0,D. Šarić enters the game for T. McConnell,,101,104
472,4,0:06.0,,M. Chalmers makes free throw 2 of 2,101,105
473,4,0:01.0,R. Covington misses 3-pt jump shot from 27 ft,,101,105
474,4,0:01.0,Offensive rebound by D. Šarić,,101,105
