,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
376,4,6:31.0,,Turnover by D. Howard (offensive goaltending),90,87
377,4,6:20.0,J. Clarkson makes 2-pt dunk from 1 ft (assist by J. Randle),,92,87
378,4,6:11.0,,Shooting foul by B. Ingram (drawn by D. Howard),92,87
379,4,6:11.0,,D. Howard misses free throw 1 of 2,92,87
380,4,6:11.0,,Offensive rebound by Team,92,87
381,4,6:11.0,,D. Bacon enters the game for M. Monk,92,87
382,4,6:11.0,,M. Kidd-Gilchrist enters the game for T. Graham,92,87
383,4,6:11.0,,D. Howard makes free throw 2 of 2,92,88
384,4,5:59.0,J. Clarkson makes 2-pt layup from 1 ft,,94,88
385,4,5:37.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,94,88
386,4,5:31.0,,Offensive rebound by M. Williams,94,88
387,4,5:31.0,,M. Williams makes 2-pt layup at rim,94,90
388,4,5:19.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Randle),,97,90
389,4,5:06.0,,K. Walker misses 3-pt jump shot from 27 ft,97,90
390,4,5:02.0,Defensive rebound by K. Kuzma,,97,90
391,4,4:49.0,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),,99,90
392,4,4:49.0,Shooting foul by M. Williams (drawn by J. Randle),,99,90
393,4,4:49.0,J. Randle makes free throw 1 of 1,,100,90
394,4,4:40.0,,K. Walker misses 2-pt layup at rim (block by J. Randle),100,90
395,4,4:40.0,,Offensive rebound by Team,100,90
396,4,4:40.0,Loose ball foul by J. Randle (drawn by D. Howard),,100,90
397,4,4:33.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,100,90
398,4,4:29.0,Defensive rebound by K. Kuzma,,100,90
399,4,4:15.0,LA Lakers full timeout,,100,90
400,4,4:09.0,B. Ingram misses 2-pt layup from 2 ft,,100,90
401,4,4:05.0,Offensive rebound by B. Ingram,,100,90
402,4,4:05.0,B. Ingram makes 2-pt layup at rim,,102,90
403,4,3:51.0,,M. Williams misses 3-pt jump shot from 23 ft,102,90
404,4,3:48.0,Defensive rebound by B. Ingram,,102,90
405,4,3:26.0,J. Clarkson makes 2-pt layup from 2 ft,,104,90
406,4,3:10.0,,Charlotte full timeout,104,90
407,4,3:01.0,,Turnover by D. Bacon (bad pass; steal by K. Caldwell-Pope),104,90
408,4,3:00.0,Turnover by K. Caldwell-Pope (bad pass),,104,90
409,4,2:49.0,,K. Walker makes 2-pt layup from 1 ft,104,92
410,4,2:28.0,J. Clarkson makes 3-pt jump shot from 25 ft,,107,92
411,4,2:14.0,,K. Walker misses 3-pt jump shot from 28 ft,107,92
412,4,2:11.0,Defensive rebound by K. Kuzma,,107,92
413,4,1:51.0,J. Randle misses 3-pt jump shot from 25 ft,,107,92
414,4,1:48.0,,Defensive rebound by D. Bacon,107,92
415,4,1:44.0,,K. Walker makes 3-pt jump shot from 25 ft,107,95
416,4,1:20.0,J. Clarkson misses 3-pt jump shot from 28 ft,,107,95
417,4,1:17.0,,Defensive rebound by K. Walker,107,95
418,4,1:12.0,,K. Walker misses 2-pt jump shot from 17 ft,107,95
419,4,1:11.0,,Offensive rebound by Team,107,95
420,4,1:11.0,Loose ball foul by B. Ingram (drawn by D. Howard),,107,95
421,4,1:04.0,,D. Howard makes 2-pt layup from 6 ft (assist by M. Williams),107,97
422,4,0:57.0,Shooting foul by D. Howard (drawn by B. Ingram),,107,97
423,4,0:57.0,B. Ingram misses free throw 1 of 2,,107,97
424,4,0:57.0,Offensive rebound by Team,,107,97
425,4,0:57.0,B. Ingram makes free throw 2 of 2,,108,97
426,4,0:49.0,,M. Williams misses 2-pt hook shot from 9 ft,108,97
427,4,0:46.0,Defensive rebound by K. Caldwell-Pope,,108,97
428,4,0:24.0,B. Ingram misses 3-pt jump shot from 26 ft,,108,97
429,4,0:21.0,Offensive rebound by J. Randle,,108,97
430,4,0:21.0,Shooting foul by D. Bacon (drawn by J. Randle),,108,97
431,4,0:21.0,J. Randle makes free throw 1 of 2,,109,97
432,4,0:21.0,J. Randle makes free throw 2 of 2,,110,97
433,4,0:14.0,,K. Walker makes 2-pt layup from 1 ft,110,99
