,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
383,4,2:40.0,Shooting foul by B. Paul (drawn by R. Sessions),,78,95
384,4,2:40.0,R. Sessions makes free throw 1 of 2,,79,95
385,4,2:40.0,,R. Gay enters the game for D. Murray,79,95
386,4,2:40.0,R. Sessions makes free throw 2 of 2,,80,95
387,4,2:25.0,,J. Lauvergne misses 2-pt hook shot from 6 ft,80,95
388,4,2:22.0,Defensive rebound by R. Sessions,,80,95
389,4,2:19.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Frazier),,83,95
390,4,2:17.0,,San Antonio full timeout,83,95
391,4,1:58.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by B. Forbes),83,98
392,4,1:50.0,T. Frazier misses 3-pt jump shot from 26 ft,,83,98
393,4,1:50.0,Offensive rebound by I. Mahinmi,,83,98
394,4,1:42.0,R. Sessions makes 2-pt layup from 1 ft (assist by I. Mahinmi),,85,98
395,4,1:34.0,,Turnover by B. Forbes (lost ball; steal by T. Frazier),85,98
396,4,1:31.0,Personal foul by B. Paul (drawn by T. Frazier),,85,98
397,4,1:17.0,Shooting foul by R. Gay (drawn by I. Mahinmi),,85,98
398,4,1:17.0,I. Mahinmi makes free throw 1 of 2,,86,98
399,4,1:17.0,I. Mahinmi makes free throw 2 of 2,,87,98
400,4,0:56.0,,D. Bertāns misses 3-pt jump shot from 27 ft,87,98
401,4,0:52.0,Defensive rebound by I. Mahinmi,,87,98
402,4,0:43.0,J. Smith misses 3-pt jump shot from 23 ft,,87,98
403,4,0:40.0,,Defensive rebound by Team,87,98
404,4,0:26.0,,R. Gay misses 2-pt jump shot from 7 ft,87,98
405,4,0:23.0,Defensive rebound by J. Smith,,87,98
406,4,0:14.0,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Frazier),,90,98
