,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
388,4,4:20.0,Shooting foul by N. Mirotić (drawn by M. Gasol),,85,83
389,4,4:20.0,,Chicago full timeout,85,83
390,4,4:20.0,J. Green enters the game for Z. Randolph,,85,83
391,4,4:20.0,,R. Lopez enters the game for C. Felício,85,83
392,4,4:20.0,M. Gasol makes free throw 1 of 1,,86,83
393,4,4:10.0,,Personal foul by M. Conley (drawn by J. Butler),86,83
394,4,3:56.0,,J. Butler misses 3-pt jump shot from 26 ft,86,83
395,4,3:55.0,Defensive rebound by V. Carter,,86,83
396,4,3:41.0,M. Conley makes 3-pt jump shot from 24 ft,,89,83
397,4,3:31.0,,D. Valentine makes 3-pt jump shot from 23 ft (assist by R. Rondo),89,86
398,4,3:08.0,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),,91,86
399,4,2:54.0,,N. Mirotić misses 2-pt hook shot from 11 ft,91,86
400,4,2:53.0,Defensive rebound by J. Green,,91,86
401,4,2:32.0,Turnover by M. Conley (bad pass),,91,86
402,4,2:32.0,Memphis full timeout,,91,86
403,4,2:15.0,,N. Mirotić misses 3-pt jump shot from 25 ft,91,86
404,4,2:14.0,,Offensive rebound by R. Rondo,91,86
405,4,2:09.0,,R. Rondo makes 3-pt jump shot from 24 ft (assist by N. Mirotić),91,89
406,4,1:45.0,T. Allen makes 2-pt dunk at rim (assist by M. Gasol),,93,89
407,4,1:30.0,,R. Rondo misses 3-pt jump shot from 25 ft,93,89
408,4,1:29.0,Defensive rebound by M. Gasol,,93,89
409,4,1:12.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),,96,89
410,4,1:12.0,,Chicago full timeout,96,89
411,4,1:00.0,,N. Mirotić misses 3-pt jump shot from 25 ft,96,89
412,4,0:59.0,,Offensive rebound by R. Rondo,96,89
413,4,0:59.0,,Personal foul by V. Carter (drawn by R. Rondo),96,89
414,4,0:51.0,,J. Butler misses 3-pt jump shot from 26 ft,96,89
415,4,0:50.0,Defensive rebound by M. Conley,,96,89
416,4,0:44.0,Personal take foul by R. Rondo (drawn by M. Conley),,96,89
417,4,0:44.0,M. Conley makes free throw 1 of 2,,97,89
418,4,0:44.0,M. Conley makes free throw 2 of 2,,98,89
419,4,0:44.0,,Chicago full timeout,98,89
420,4,0:44.0,J. Ennis enters the game for M. Conley,,98,89
421,4,0:36.0,,N. Mirotić misses 3-pt jump shot from 25 ft (block by J. Green),98,89
422,4,0:35.0,Defensive rebound by T. Allen,,98,89
423,4,0:27.0,J. Green misses 2-pt layup from 3 ft (block by N. Mirotić),,98,89
424,4,0:25.0,Offensive rebound by J. Ennis,,98,89
425,4,0:20.0,J. Green misses 3-pt jump shot from 25 ft,,98,89
426,4,0:18.0,,Defensive rebound by D. Valentine,98,89
427,4,0:10.0,,D. Valentine misses 3-pt jump shot from 25 ft,98,89
428,4,0:09.0,,Offensive rebound by N. Mirotić,98,89
429,4,0:04.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by D. Valentine),98,91
