,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,HOUSTON_ACTION,CLEVELAND_SCORE,HOUSTON_SCORE
390,4,3:44.0,,Defensive rebound by R. Anderson,106,110
391,4,3:27.0,,Shooting block foul by T. Thompson (drawn by J. Harden),106,110
392,4,3:27.0,,J. Harden misses free throw 1 of 2,106,110
393,4,3:27.0,,Offensive rebound by Team,106,110
394,4,3:27.0,,J. Harden makes free throw 2 of 2,106,111
395,4,3:14.0,Shooting foul by N. Hilário (drawn by K. Irving),,106,111
396,4,3:14.0,K. Irving misses free throw 1 of 2,,106,111
397,4,3:14.0,Offensive rebound by Team,,106,111
398,4,3:14.0,K. Irving makes free throw 2 of 2,,107,111
399,4,2:55.0,,T. Ariza misses 2-pt layup from 2 ft,107,111
400,4,2:54.0,,Offensive rebound by T. Ariza,107,111
401,4,2:53.0,,Houston full timeout,107,111
402,4,2:49.0,,J. Harden misses 3-pt jump shot from 29 ft,107,111
403,4,2:48.0,Defensive rebound by L. James,,107,111
404,4,2:34.0,L. James misses 2-pt jump shot from 20 ft,,107,111
405,4,2:33.0,,Defensive rebound by J. Harden,107,111
406,4,2:23.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),107,113
407,4,2:02.0,Turnover by L. James (bad pass; steal by N. Hilário),,107,113
408,4,1:53.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by R. Anderson),107,116
409,4,1:53.0,Cleveland full timeout,,107,116
410,4,1:53.0,D. Williams enters the game for I. Shumpert,,107,116
411,4,1:45.0,L. James misses 3-pt jump shot from 25 ft,,107,116
412,4,1:44.0,Offensive rebound by T. Thompson,,107,116
413,4,1:42.0,K. Irving misses 3-pt jump shot from 24 ft,,107,116
414,4,1:42.0,Offensive rebound by Team,,107,116
415,4,1:42.0,,Loose ball foul by R. Anderson (drawn by T. Thompson),107,116
416,4,1:28.0,K. Irving misses 3-pt jump shot from 26 ft,,107,116
417,4,1:27.0,,Defensive rebound by R. Anderson,107,116
418,4,1:05.0,,P. Beverley misses 3-pt jump shot from 23 ft,107,116
419,4,1:05.0,Defensive rebound by Team,,107,116
420,4,0:49.0,K. Irving makes 3-pt jump shot from 26 ft,,110,116
421,4,0:28.0,,R. Anderson misses 2-pt jump shot from 20 ft,110,116
422,4,0:27.0,Defensive rebound by T. Thompson,,110,116
423,4,0:20.0,Personal foul by N. Hilário (drawn by K. Irving),,110,116
424,4,0:20.0,K. Irving makes free throw 1 of 2,,111,116
425,4,0:20.0,K. Irving makes free throw 2 of 2,,112,116
426,4,0:16.0,,Shooting foul by T. Thompson (drawn by J. Harden),112,116
427,4,0:16.0,,J. Harden misses free throw 1 of 2,112,116
428,4,0:16.0,,Offensive rebound by Team,112,116
429,4,0:16.0,,J. Harden makes free throw 2 of 2,112,117
430,4,0:09.0,L. James misses 3-pt jump shot from 31 ft,,112,117
431,4,0:08.0,,Defensive rebound by T. Ariza,112,117
