,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MINNESOTA_ACTION,PHILADELPHIA_SCORE,MINNESOTA_SCORE
384,4,6:09.0,Philadelphia full timeout,,70,98
385,4,6:08.0,Turnover by T. McConnell (lost ball),,70,98
386,4,5:55.0,,A. Wiggins makes 2-pt jump shot from 13 ft,70,100
387,4,5:29.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,70,100
388,4,5:28.0,,Defensive rebound by A. Wiggins,70,100
389,4,5:10.0,,Z. LaVine misses 2-pt layup from 2 ft,70,100
390,4,5:09.0,,Offensive rebound by K. Towns,70,100
391,4,5:09.0,,K. Towns makes 2-pt layup from 2 ft,70,102
392,4,4:49.0,T. McConnell makes 2-pt layup from 1 ft,,72,102
393,4,4:40.0,,Turnover by K. Dunn (bad pass; steal by T. McConnell),72,102
394,4,4:36.0,D. Šarić makes 2-pt layup at rim (assist by T. McConnell),,74,102
395,4,4:18.0,,A. Wiggins makes 2-pt jump shot from 21 ft,74,104
396,4,4:04.0,D. Šarić makes 2-pt jump shot from 22 ft (assist by T. McConnell),,76,104
397,4,3:48.0,,A. Wiggins misses 3-pt jump shot from 25 ft,76,104
398,4,3:47.0,Defensive rebound by D. Šarić,,76,104
399,4,3:37.0,R. Covington misses 2-pt layup from 3 ft,,76,104
400,4,3:35.0,,Defensive rebound by A. Wiggins,76,104
401,4,3:26.0,,G. Dieng misses 2-pt jump shot from 20 ft,76,104
402,4,3:25.0,Defensive rebound by T. McConnell,,76,104
403,4,3:18.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by T. McConnell),,79,104
404,4,3:18.0,,Minnesota full timeout,79,104
405,4,3:18.0,R. Holmes enters the game for J. Okafor,,79,104
406,4,3:18.0,H. Thompson enters the game for R. Covington,,79,104
407,4,3:18.0,,T. Jones enters the game for Z. LaVine,79,104
408,4,3:18.0,,A. Payne enters the game for K. Towns,79,104
409,4,3:05.0,,A. Wiggins misses 3-pt jump shot from 24 ft,79,104
410,4,3:03.0,,Offensive rebound by T. Jones,79,104
411,4,2:48.0,,Turnover by G. Dieng (lost ball; steal by R. Holmes),79,104
412,4,2:42.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,79,104
413,4,2:41.0,Offensive rebound by R. Holmes,,79,104
414,4,2:41.0,R. Holmes makes 2-pt layup from 1 ft,,81,104
415,4,2:15.0,,K. Dunn misses 3-pt jump shot from 25 ft,81,104
416,4,2:14.0,Defensive rebound by R. Holmes,,81,104
417,4,2:06.0,R. Holmes misses 3-pt jump shot from 24 ft,,81,104
418,4,2:06.0,,Defensive rebound by T. Jones,81,104
419,4,1:59.0,,G. Dieng misses 2-pt layup from 3 ft (block by R. Holmes),81,104
420,4,1:58.0,Defensive rebound by T. McConnell,,81,104
421,4,1:52.0,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),,83,104
422,4,1:44.0,,A. Payne makes 2-pt dunk at rim (assist by T. Jones),83,106
423,4,1:30.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),,86,106
424,4,1:22.0,,Minnesota full timeout,86,106
425,4,1:22.0,,J. Lucas III enters the game for A. Wiggins,86,106
426,4,1:22.0,,N. Bjelica enters the game for G. Dieng,86,106
427,4,1:13.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Jones),86,106
428,4,1:13.0,,T. Jones makes free throw 1 of 2,86,107
429,4,1:13.0,,T. Jones makes free throw 2 of 2,86,108
430,4,1:01.0,Turnover by R. Holmes (bad pass),,86,108
431,4,0:51.0,,Shooting foul by D. Šarić (drawn by A. Payne),86,108
432,4,0:51.0,,A. Payne makes free throw 1 of 2,86,109
433,4,0:51.0,,A. Payne makes free throw 2 of 2,86,110
434,4,0:34.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 3 ft (block by A. Payne),,86,110
435,4,0:32.0,Offensive rebound by T. Luwawu-Cabarrot,,86,110
436,4,0:29.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,86,110
437,4,0:05.0,,N. Bjelica misses 3-pt jump shot from 25 ft,86,110
438,4,0:04.0,Defensive rebound by T. McConnell,,86,110
439,4,0:00.0,T. McConnell misses 2-pt jump shot from 22 ft,,86,110
440,4,0:00.0,Offensive rebound by Team,,86,110
