,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
382,4,9:23.0,,Shooting foul by H. Thompson (drawn by W. Baldwin),80,82
383,4,9:23.0,,W. Baldwin makes free throw 1 of 2,80,83
384,4,9:23.0,,W. Baldwin misses free throw 2 of 2,80,83
385,4,9:23.0,E. İlyasova enters the game for R. Holmes,,80,83
386,4,9:23.0,N. Stauskas enters the game for H. Thompson,,80,83
387,4,9:22.0,Defensive rebound by N. Stauskas,,80,83
388,4,9:13.0,E. İlyasova misses 3-pt jump shot from 24 ft,,80,83
389,4,9:12.0,,Defensive rebound by T. Daniels,80,83
390,4,9:04.0,,T. Daniels misses 3-pt jump shot from 26 ft,80,83
391,4,9:03.0,Defensive rebound by E. İlyasova,,80,83
392,4,8:49.0,E. İlyasova misses 3-pt jump shot from 26 ft,,80,83
393,4,8:47.0,,Defensive rebound by Z. Randolph,80,83
394,4,8:30.0,,Z. Randolph misses 2-pt layup from 2 ft,80,83
395,4,8:30.0,,Offensive rebound by Z. Randolph,80,83
396,4,8:28.0,,Z. Randolph makes 2-pt layup from 1 ft,80,85
397,4,8:27.0,Philadelphia full timeout,,80,85
398,4,8:27.0,,M. Gasol enters the game for J. Green,80,85
399,4,8:17.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,80,85
400,4,8:17.0,Offensive foul by T. Luwawu-Cabarrot (drawn by T. Daniels),,80,85
401,4,7:57.0,,Z. Randolph misses 2-pt jump shot from 18 ft,80,85
402,4,7:56.0,Defensive rebound by T. Luwawu-Cabarrot,,80,85
403,4,7:51.0,D. Šarić misses 2-pt layup from 3 ft (block by M. Gasol),,80,85
404,4,7:51.0,Offensive rebound by Team,,80,85
405,4,7:48.0,Shooting foul by T. Daniels (drawn by N. Stauskas),,80,85
406,4,7:48.0,N. Stauskas misses free throw 1 of 2,,80,85
407,4,7:48.0,Offensive rebound by Team,,80,85
408,4,7:48.0,,A. Harrison enters the game for T. Daniels,80,85
409,4,7:48.0,N. Stauskas makes free throw 2 of 2,,81,85
410,4,7:32.0,,Z. Randolph misses 2-pt layup from 1 ft,81,85
411,4,7:32.0,Defensive rebound by D. Šarić,,81,85
412,4,7:22.0,T. McConnell misses 2-pt layup from 1 ft,,81,85
413,4,7:22.0,,Defensive rebound by Team,81,85
414,4,7:01.0,,Turnover by W. Baldwin (bad pass; steal by D. Šarić),81,85
415,4,6:57.0,D. Šarić misses 2-pt layup from 2 ft,,81,85
416,4,6:57.0,,Defensive rebound by Team,81,85
417,4,6:35.0,,M. Gasol misses 2-pt jump shot from 8 ft,81,85
418,4,6:33.0,,Offensive rebound by Z. Randolph,81,85
419,4,6:33.0,,Z. Randolph misses 2-pt layup from 2 ft,81,85
420,4,6:33.0,,Offensive rebound by Z. Randolph,81,85
421,4,6:33.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by Z. Randolph),81,85
422,4,6:33.0,,Z. Randolph makes free throw 1 of 2,81,86
423,4,6:33.0,,Z. Randolph makes free throw 2 of 2,81,87
424,4,6:21.0,N. Stauskas misses 3-pt jump shot from 26 ft,,81,87
425,4,6:20.0,Offensive rebound by D. Šarić,,81,87
426,4,6:17.0,D. Šarić makes 2-pt layup from 1 ft,,83,87
427,4,6:01.0,,W. Baldwin misses 2-pt jump shot from 4 ft,83,87
428,4,6:00.0,Defensive rebound by N. Stauskas,,83,87
429,4,5:54.0,T. Luwawu-Cabarrot misses 2-pt dunk at rim (block by A. Harrison),,83,87
430,4,5:51.0,Offensive rebound by E. İlyasova,,83,87
431,4,5:50.0,E. İlyasova misses 3-pt jump shot from 24 ft,,83,87
432,4,5:50.0,,Defensive rebound by Team,83,87
433,4,5:50.0,Official timeout,,83,87
434,4,5:50.0,,J. Green enters the game for Z. Randolph,83,87
435,4,5:50.0,R. Holmes enters the game for T. Luwawu-Cabarrot,,83,87
436,4,5:39.0,,J. Green misses 2-pt jump shot from 12 ft,83,87
437,4,5:39.0,Defensive rebound by E. İlyasova,,83,87
438,4,5:39.0,,Loose ball foul by M. Gasol (drawn by D. Šarić),83,87
439,4,5:20.0,Turnover by E. İlyasova (bad pass; steal by T. Williams),,83,87
440,4,4:56.0,,M. Gasol makes 2-pt layup at rim,83,89
441,4,4:44.0,Personal foul by A. Harrison (drawn by N. Stauskas),,83,89
442,4,4:44.0,S. Rodríguez enters the game for T. McConnell,,83,89
443,4,4:30.0,E. İlyasova makes 2-pt jump shot from 4 ft,,85,89
444,4,4:30.0,Shooting foul by W. Baldwin (drawn by E. İlyasova),,85,89
445,4,4:30.0,,T. Allen enters the game for W. Baldwin,85,89
446,4,4:30.0,E. İlyasova makes free throw 1 of 1,,86,89
447,4,4:08.0,,M. Gasol misses 3-pt jump shot from 26 ft,86,89
448,4,4:07.0,Defensive rebound by E. İlyasova,,86,89
449,4,3:54.0,Personal foul by T. Williams (drawn by E. İlyasova),,86,89
450,4,3:54.0,E. İlyasova makes free throw 1 of 2,,87,89
451,4,3:54.0,E. İlyasova misses free throw 2 of 2,,87,89
452,4,3:52.0,,Defensive rebound by A. Harrison,87,89
453,4,3:42.0,,Turnover by M. Gasol (bad pass; steal by E. İlyasova),87,89
454,4,3:18.0,D. Šarić makes 2-pt jump shot from 4 ft (assist by S. Rodríguez),,89,89
455,4,2:46.0,,M. Gasol misses 2-pt jump shot from 7 ft,89,89
456,4,2:45.0,Defensive rebound by D. Šarić,,89,89
457,4,2:30.0,E. İlyasova misses 3-pt jump shot from 24 ft,,89,89
458,4,2:29.0,,Defensive rebound by M. Gasol,89,89
459,4,2:13.0,,A. Harrison misses 2-pt jump shot from 5 ft (block by E. İlyasova),89,89
460,4,2:13.0,Defensive rebound by E. İlyasova,,89,89
461,4,1:57.0,D. Šarić makes 2-pt jump shot from 4 ft (assist by E. İlyasova),,91,89
462,4,1:57.0,Shooting foul by T. Williams (drawn by D. Šarić),,91,89
463,4,1:57.0,,Memphis full timeout,91,89
464,4,1:57.0,D. Šarić misses free throw 1 of 1,,91,89
465,4,1:57.0,,Z. Randolph enters the game for T. Williams,91,89
466,4,1:57.0,T. McConnell enters the game for S. Rodríguez,,91,89
467,4,1:55.0,,Defensive rebound by Z. Randolph,91,89
468,4,1:41.0,,Personal foul by R. Holmes (drawn by M. Gasol),91,89
469,4,1:26.0,,T. Allen misses 2-pt jump shot from 4 ft,91,89
470,4,1:25.0,,Offensive rebound by Z. Randolph,91,89
471,4,1:25.0,,Z. Randolph makes 2-pt layup from 2 ft,91,91
472,4,1:06.0,Turnover by T. McConnell (bad pass),,91,91
473,4,0:53.0,,Shooting foul by R. Holmes (drawn by M. Gasol),91,91
474,4,0:53.0,,M. Gasol makes free throw 1 of 2,91,92
475,4,0:53.0,,M. Gasol makes free throw 2 of 2,91,93
476,4,0:53.0,Philadelphia full timeout,,91,93
477,4,0:53.0,S. Rodríguez enters the game for T. McConnell,,91,93
478,4,0:39.0,Turnover by S. Rodríguez (bad pass; steal by M. Gasol),,91,93
479,4,0:33.0,,Personal foul by N. Stauskas (drawn by T. Allen),91,93
480,4,0:33.0,,T. Allen makes free throw 1 of 2,91,94
481,4,0:33.0,,T. Allen misses free throw 2 of 2,91,94
482,4,0:32.0,Defensive rebound by D. Šarić,,91,94
483,4,0:32.0,Philadelphia full timeout,,91,94
484,4,0:13.0,D. Šarić misses 3-pt jump shot from 26 ft,,91,94
485,4,0:11.0,Offensive rebound by E. İlyasova,,91,94
486,4,0:11.0,E. İlyasova misses 2-pt layup from 1 ft,,91,94
487,4,0:09.0,Offensive rebound by E. İlyasova,,91,94
488,4,0:09.0,E. İlyasova misses 2-pt layup from 1 ft,,91,94
489,4,0:09.0,Offensive rebound by R. Holmes,,91,94
490,4,0:09.0,R. Holmes misses 2-pt layup from 1 ft,,91,94
491,4,0:09.0,,Defensive rebound by Z. Randolph,91,94
492,4,0:09.0,,Personal foul by E. İlyasova (drawn by Z. Randolph),91,94
493,4,0:09.0,,Z. Randolph misses free throw 1 of 2,91,94
494,4,0:09.0,,Offensive rebound by Team,91,94
495,4,0:09.0,,Z. Randolph misses free throw 2 of 2,91,94
496,4,0:09.0,Defensive rebound by D. Šarić,,91,94
497,4,0:09.0,Philadelphia full timeout,,91,94
498,4,0:04.0,N. Stauskas misses 3-pt jump shot from 24 ft,,91,94
499,4,0:04.0,,Defensive rebound by J. Green,91,94
500,4,0:04.0,,Personal take foul by E. İlyasova (drawn by J. Green),91,94
501,4,0:04.0,,J. Green makes free throw 1 of 2,91,95
502,4,0:04.0,,J. Green makes free throw 2 of 2,91,96
