,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
375,4,4:54.0,N. Batum misses 2-pt jump shot from 20 ft,,92,71
376,4,4:54.0,,Defensive rebound by S. Labissière,92,71
377,4,4:37.0,,L. Galloway misses 3-pt jump shot from 23 ft,92,71
378,4,4:36.0,Defensive rebound by N. Batum,,92,71
379,4,4:22.0,Turnover by N. Batum (bad pass),,92,71
380,4,4:11.0,Violation by M. Williams (kicked ball),,92,71
381,4,4:06.0,,Shooting foul by F. Kaminsky (drawn by B. Hield),92,71
382,4,4:06.0,,B. Hield makes free throw 1 of 3,92,72
383,4,4:06.0,,B. Hield makes free throw 2 of 3,92,73
384,4,4:06.0,,B. Hield makes free throw 3 of 3,92,74
385,4,3:52.0,Shooting foul by B. McLemore (drawn by N. Batum),,92,74
386,4,3:52.0,N. Batum makes free throw 1 of 2,,93,74
387,4,3:52.0,N. Batum makes free throw 2 of 2,,94,74
388,4,3:39.0,,B. McLemore makes 2-pt jump shot from 17 ft (assist by S. Labissière),94,76
389,4,3:21.0,N. Batum misses 2-pt jump shot from 13 ft,,94,76
390,4,3:20.0,,Defensive rebound by S. Labissière,94,76
391,4,3:07.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by B. Hield),94,79
392,4,2:53.0,Turnover by M. Williams (step out of bounds),,94,79
393,4,2:53.0,,Sacramento full timeout,94,79
394,4,2:39.0,,B. McLemore makes 2-pt jump shot from 8 ft,94,81
395,4,2:39.0,,Shooting foul by K. Walker (drawn by B. McLemore),94,81
396,4,2:39.0,,B. McLemore makes free throw 1 of 1,94,82
397,4,2:21.0,K. Walker misses 2-pt jump shot from 19 ft,,94,82
398,4,2:21.0,,Defensive rebound by S. Labissière,94,82
399,4,2:11.0,,Turnover by B. Hield (bad pass; steal by M. Belinelli),94,82
400,4,1:54.0,N. Batum misses 2-pt jump shot from 13 ft,,94,82
401,4,1:53.0,,Defensive rebound by L. Galloway,94,82
402,4,1:36.0,,S. Labissière misses 2-pt hook shot from 9 ft,94,82
403,4,1:35.0,Defensive rebound by F. Kaminsky,,94,82
404,4,1:22.0,K. Walker makes 2-pt layup from 4 ft,,96,82
405,4,1:12.0,,L. Galloway misses 2-pt jump shot from 21 ft,96,82
406,4,1:11.0,Defensive rebound by F. Kaminsky,,96,82
407,4,0:49.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,99,82
408,4,0:36.0,,Turnover by B. McLemore (lost ball; steal by K. Walker),99,82
409,4,0:11.0,Turnover by Team (shot clock),,99,82
410,4,0:08.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by L. Galloway),99,85
