,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA CLIPPERS_ACTION,CHARLOTTE_SCORE,LA CLIPPERS_SCORE
379,4,4:48.0,Turnover by N. Batum (lost ball; steal by L. Mbah a Moute),,98,101
380,4,4:46.0,,Shooting foul by M. Williams (drawn by B. Griffin),98,101
381,4,4:46.0,,B. Griffin misses free throw 1 of 2,98,101
382,4,4:46.0,,Offensive rebound by Team,98,101
383,4,4:46.0,,B. Griffin misses free throw 2 of 2,98,101
384,4,4:45.0,Defensive rebound by Team,,98,101
385,4,4:45.0,,Loose ball foul by D. Jordan (drawn by M. Williams),98,101
386,4,4:45.0,M. Williams misses free throw 1 of 2,,98,101
387,4,4:45.0,Offensive rebound by Team,,98,101
388,4,4:45.0,M. Williams makes free throw 2 of 2,,99,101
389,4,4:32.0,,J. Redick misses 3-pt jump shot from 25 ft,99,101
390,4,4:31.0,,Offensive rebound by D. Jordan,99,101
391,4,4:21.0,,Shooting foul by F. Kaminsky (drawn by B. Griffin),99,101
392,4,4:21.0,,B. Griffin makes free throw 1 of 2,99,102
393,4,4:21.0,Violation by N. Batum (lane),,99,102
394,4,4:21.0,,B. Griffin misses free throw 2 of 2,99,102
395,4,4:21.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,99,102
396,4,4:19.0,Defensive rebound by M. Kidd-Gilchrist,,99,102
397,4,4:07.0,Personal foul by B. Griffin (drawn by K. Walker),,99,102
398,4,4:07.0,K. Walker makes free throw 1 of 2,,100,102
399,4,4:07.0,K. Walker makes free throw 2 of 2,,101,102
400,4,3:55.0,,Personal foul by M. Kidd-Gilchrist (drawn by C. Paul),101,102
401,4,3:55.0,,C. Paul misses free throw 1 of 2,101,102
402,4,3:55.0,,Offensive rebound by Team,101,102
403,4,3:55.0,C. Wood enters the game for M. Kidd-Gilchrist,,101,102
404,4,3:55.0,,C. Paul makes free throw 2 of 2,101,103
405,4,3:45.0,Personal foul by B. Griffin (drawn by M. Williams),,101,103
406,4,3:45.0,M. Williams makes free throw 1 of 2,,102,103
407,4,3:45.0,M. Williams makes free throw 2 of 2,,103,103
408,4,3:44.0,,Personal take foul by J. Lamb (drawn by D. Jordan),103,103
409,4,3:44.0,,D. Jordan misses free throw 1 of 2,103,103
410,4,3:44.0,,Offensive rebound by Team,103,103
411,4,3:44.0,,D. Jordan makes free throw 2 of 2,103,104
412,4,3:24.0,Turnover by N. Batum (lost ball; steal by L. Mbah a Moute),,103,104
413,4,3:10.0,,C. Paul misses 2-pt jump shot from 7 ft,103,104
414,4,3:08.0,,Offensive rebound by D. Jordan,103,104
415,4,3:08.0,,D. Jordan makes 2-pt dunk at rim,103,106
416,4,2:43.0,J. Lamb misses 2-pt jump shot from 9 ft,,103,106
417,4,2:40.0,Offensive rebound by C. Wood,,103,106
418,4,2:40.0,C. Wood makes 2-pt dunk at rim,,105,106
419,4,2:35.0,,Personal take foul by J. Lamb (drawn by D. Jordan),105,106
420,4,2:35.0,Charlotte full timeout,,105,106
421,4,2:35.0,,D. Jordan makes free throw 1 of 2,105,107
422,4,2:35.0,,D. Jordan misses free throw 2 of 2,105,107
423,4,2:34.0,Defensive rebound by N. Batum,,105,107
424,4,2:14.0,N. Batum makes 3-pt jump shot from 29 ft,,108,107
425,4,1:45.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by C. Paul),108,110
426,4,1:29.0,Turnover by N. Batum (lost ball; steal by B. Griffin),,108,110
427,4,1:23.0,,C. Paul misses 3-pt jump shot from 24 ft,108,110
428,4,1:21.0,,Offensive rebound by D. Jordan,108,110
429,4,1:20.0,,LA Clippers full timeout,108,110
430,4,1:20.0,,J. Crawford enters the game for L. Mbah a Moute,108,110
431,4,1:06.0,,J. Crawford misses 3-pt jump shot from 25 ft,108,110
432,4,1:04.0,,Offensive rebound by B. Griffin,108,110
433,4,0:48.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),108,112
434,4,0:48.0,,Shooting block foul by K. Walker (drawn by B. Griffin),108,112
435,4,0:48.0,,L. Mbah a Moute enters the game for J. Redick,108,112
436,4,0:48.0,,A. Rivers enters the game for J. Crawford,108,112
437,4,0:48.0,,B. Griffin makes free throw 1 of 1,108,113
438,4,0:36.0,K. Walker makes 3-pt jump shot from 25 ft,,111,113
439,4,0:14.0,,C. Paul misses 2-pt jump shot from 17 ft,111,113
440,4,0:13.0,Defensive rebound by K. Walker,,111,113
441,4,0:12.0,Shooting foul by A. Rivers (drawn by K. Walker),,111,113
442,4,0:12.0,K. Walker makes free throw 1 of 2,,112,113
443,4,0:12.0,K. Walker makes free throw 2 of 2,,113,113
444,4,0:12.0,,LA Clippers full timeout,113,113
445,4,0:12.0,,J. Redick enters the game for L. Mbah a Moute,113,113
446,4,0:12.0,,J. Crawford enters the game for D. Jordan,113,113
447,4,0:12.0,M. Belinelli enters the game for C. Wood,,113,113
448,4,0:02.0,,C. Paul misses 2-pt jump shot from 15 ft,113,113
449,4,0:00.0,Defensive rebound by J. Lamb,,113,113
450,1OT,4:31.0,K. Walker misses 2-pt layup from 2 ft,,113,113
451,1OT,4:30.0,Offensive rebound by C. Wood,,113,113
452,1OT,4:29.0,C. Wood misses 2-pt layup from 1 ft,,113,113
453,1OT,4:29.0,,Defensive rebound by Team,113,113
454,1OT,4:16.0,,B. Griffin makes 2-pt dunk at rim (assist by J. Redick),113,115
455,1OT,3:57.0,N. Batum misses 2-pt jump shot from 14 ft,,113,115
456,1OT,3:53.0,,Defensive rebound by J. Redick,113,115
457,1OT,3:42.0,,B. Griffin misses 2-pt jump shot from 11 ft,113,115
458,1OT,3:41.0,Defensive rebound by C. Wood,,113,115
459,1OT,3:33.0,J. Lamb misses 2-pt jump shot from 11 ft,,113,115
460,1OT,3:31.0,,Defensive rebound by C. Paul,113,115
461,1OT,3:07.0,,B. Griffin misses 2-pt jump shot from 16 ft,113,115
462,1OT,3:05.0,,Offensive rebound by D. Jordan,113,115
463,1OT,2:49.0,,B. Griffin misses 2-pt jump shot from 13 ft,113,115
464,1OT,2:49.0,Defensive rebound by J. Lamb,,113,115
465,1OT,2:32.0,Turnover by J. Lamb (bad pass; steal by D. Jordan),,113,115
466,1OT,2:11.0,,C. Paul misses 2-pt jump shot from 20 ft,113,115
467,1OT,2:09.0,Defensive rebound by N. Batum,,113,115
468,1OT,2:00.0,N. Batum makes 3-pt jump shot from 22 ft (assist by C. Wood),,116,115
469,1OT,1:49.0,,Personal foul by J. Lamb (drawn by J. Redick),116,115
470,1OT,1:38.0,,B. Griffin makes 2-pt jump shot from 5 ft,116,117
471,1OT,1:38.0,,Shooting foul by N. Batum (drawn by B. Griffin),116,117
472,1OT,1:38.0,,B. Griffin makes free throw 1 of 1,116,118
473,1OT,1:25.0,K. Walker misses 2-pt layup from 2 ft (block by D. Jordan),,116,118
474,1OT,1:23.0,,Defensive rebound by C. Paul,116,118
475,1OT,1:19.0,,C. Paul makes 2-pt jump shot from 17 ft,116,120
476,1OT,1:19.0,Charlotte full timeout,,116,120
477,1OT,1:05.0,Shooting foul by J. Redick (drawn by J. Lamb),,116,120
478,1OT,1:05.0,J. Lamb makes free throw 1 of 2,,117,120
479,1OT,1:05.0,J. Lamb makes free throw 2 of 2,,118,120
480,1OT,0:43.0,,B. Griffin misses 2-pt hook shot from 9 ft,118,120
481,1OT,0:41.0,Defensive rebound by M. Williams,,118,120
482,1OT,0:31.0,J. Lamb makes 2-pt jump shot from 16 ft (assist by K. Walker),,120,120
483,1OT,0:31.0,,LA Clippers full timeout,120,120
484,1OT,0:31.0,,J. Crawford enters the game for L. Mbah a Moute,120,120
485,1OT,0:21.0,,Shooting block foul by M. Williams (drawn by B. Griffin),120,120
486,1OT,0:21.0,,B. Griffin makes free throw 1 of 2,120,121
487,1OT,0:21.0,,B. Griffin misses free throw 2 of 2,120,121
488,1OT,0:21.0,,L. Mbah a Moute enters the game for J. Redick,120,121
489,1OT,0:21.0,,A. Rivers enters the game for J. Crawford,120,121
490,1OT,0:20.0,Defensive rebound by Team,,120,121
491,1OT,0:20.0,Charlotte full timeout,,120,121
492,1OT,0:10.0,Charlotte full timeout,,120,121
493,1OT,0:07.0,Turnover by K. Walker (bad pass; steal by D. Jordan),,120,121
494,1OT,0:04.0,,C. Paul misses 2-pt layup from 1 ft,120,121
495,1OT,0:03.0,,Offensive rebound by D. Jordan,120,121
496,1OT,0:03.0,,D. Jordan makes 2-pt dunk at rim,120,123
497,1OT,0:02.0,Personal take foul by C. Paul (drawn by K. Walker),,120,123
498,1OT,0:02.0,K. Walker makes free throw 1 of 2,,121,123
499,1OT,0:02.0,K. Walker misses free throw 2 of 2,,121,123
500,1OT,0:02.0,,Defensive rebound by B. Griffin,121,123
501,1OT,0:01.0,,Personal foul by M. Williams (drawn by B. Griffin),121,123
502,1OT,0:01.0,,B. Griffin makes free throw 1 of 2,121,124
503,1OT,0:01.0,,B. Griffin misses free throw 2 of 2,121,124
504,1OT,0:01.0,Defensive rebound by M. Williams,,121,124
