,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
377,4,5:58.0,,Defensive rebound by L. Nogueira,99,105
378,4,5:37.0,,D. Carroll misses 3-pt jump shot from 26 ft,99,105
379,4,5:36.0,,Offensive rebound by L. Nogueira,99,105
380,4,5:31.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by P. Patterson),99,108
381,4,5:05.0,Z. LaVine misses 3-pt jump shot from 25 ft,,99,108
382,4,5:05.0,,Defensive rebound by L. Nogueira,99,108
383,4,4:51.0,,K. Lowry misses 2-pt layup from 4 ft,99,108
384,4,4:50.0,,Offensive rebound by L. Nogueira,99,108
385,4,4:47.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by L. Nogueira),99,111
386,4,4:47.0,Minnesota full timeout,,99,111
387,4,4:23.0,R. Rubio misses 3-pt jump shot from 26 ft,,99,111
388,4,4:22.0,,Defensive rebound by D. Carroll,99,111
389,4,4:12.0,Offensive charge foul by D. Carroll (drawn by R. Rubio),,99,111
390,4,4:12.0,,Turnover by D. Carroll (offensive foul),99,111
391,4,4:12.0,,J. Valančiūnas enters the game for L. Nogueira,99,111
392,4,3:51.0,Z. LaVine makes 2-pt layup from 1 ft,,101,111
393,4,3:39.0,,D. DeRozan makes 2-pt layup from 2 ft,101,113
394,4,3:30.0,Shooting foul by J. Valančiūnas (drawn by Z. LaVine),,101,113
395,4,3:30.0,Z. LaVine makes free throw 1 of 2,,102,113
396,4,3:30.0,Z. LaVine makes free throw 2 of 2,,103,113
397,4,3:22.0,,Turnover by D. DeRozan (bad pass),103,113
398,4,3:08.0,Z. LaVine makes 3-pt jump shot from 26 ft,,106,113
399,4,3:06.0,,Toronto full timeout,106,113
400,4,2:43.0,,K. Lowry misses 2-pt jump shot from 14 ft,106,113
401,4,2:43.0,,Offensive rebound by Team,106,113
402,4,2:42.0,Loose ball foul by K. Towns (drawn by J. Valančiūnas),,106,113
403,4,2:33.0,,Shooting foul by R. Rubio (drawn by D. DeRozan),106,113
404,4,2:33.0,,D. DeRozan makes free throw 1 of 2,106,114
405,4,2:33.0,,D. DeRozan makes free throw 2 of 2,106,115
406,4,2:24.0,Offensive foul by G. Dieng (drawn by D. Carroll),,106,115
407,4,2:24.0,Turnover by G. Dieng (offensive foul),,106,115
408,4,2:01.0,,D. DeRozan misses 2-pt jump shot from 6 ft,106,115
409,4,2:00.0,Defensive rebound by K. Towns,,106,115
410,4,1:49.0,Turnover by K. Towns (bad pass),,106,115
411,4,1:32.0,,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),106,118
412,4,1:32.0,Minnesota full timeout,,106,118
413,4,1:28.0,Shooting foul by J. Valančiūnas (drawn by A. Wiggins),,106,118
414,4,1:28.0,A. Wiggins makes free throw 1 of 2,,107,118
415,4,1:28.0,A. Wiggins makes free throw 2 of 2,,108,118
416,4,1:09.0,,K. Lowry misses 2-pt layup from 3 ft (block by K. Towns),108,118
417,4,1:09.0,,Offensive rebound by Team,108,118
418,4,1:07.0,,Shooting foul by Z. LaVine (drawn by P. Patterson),108,118
419,4,1:07.0,,P. Patterson makes free throw 1 of 2,108,119
420,4,1:07.0,,P. Patterson misses free throw 2 of 2,108,119
421,4,1:06.0,Defensive rebound by G. Dieng,,108,119
422,4,1:01.0,Z. LaVine makes 2-pt jump shot from 4 ft,,110,119
423,4,0:58.0,,D. Carroll misses 2-pt layup from 3 ft,110,119
424,4,0:58.0,,Offensive rebound by D. DeRozan,110,119
425,4,0:58.0,,D. DeRozan makes 2-pt dunk at rim,110,121
426,4,0:58.0,Minnesota full timeout,,110,121
427,4,0:55.0,K. Towns misses 2-pt hook shot from 5 ft,,110,121
428,4,0:55.0,,Defensive rebound by D. DeRozan,110,121
429,4,0:38.0,,P. Patterson misses 3-pt jump shot from 24 ft,110,121
430,4,0:37.0,,Offensive rebound by D. Carroll,110,121
431,4,0:35.0,,Shooting foul by A. Wiggins (drawn by D. Carroll),110,121
432,4,0:35.0,,D. Carroll misses free throw 1 of 2,110,121
433,4,0:35.0,,Offensive rebound by Team,110,121
434,4,0:35.0,N. Bjelica enters the game for A. Wiggins,,110,121
435,4,0:35.0,T. Jones enters the game for K. Towns,,110,121
436,4,0:35.0,K. Dunn enters the game for Z. LaVine,,110,121
437,4,0:35.0,,C. Joseph enters the game for D. DeRozan,110,121
438,4,0:35.0,,N. Powell enters the game for K. Lowry,110,121
439,4,0:35.0,,P. Siakam enters the game for P. Patterson,110,121
440,4,0:35.0,,D. Carroll makes free throw 2 of 2,110,122
441,4,0:18.0,N. Bjelica misses 3-pt jump shot from 26 ft,,110,122
442,4,0:18.0,,Defensive rebound by P. Siakam,110,122
443,4,0:17.0,,Personal foul by G. Dieng (drawn by P. Siakam),110,122
444,4,0:17.0,,P. Siakam makes free throw 1 of 2,110,123
445,4,0:17.0,,P. Siakam makes free throw 2 of 2,110,124
446,4,0:05.0,T. Jones misses 3-pt jump shot from 25 ft,,110,124
447,4,0:05.0,,Defensive rebound by D. Carroll,110,124
