,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BOSTON_ACTION,MINNESOTA_SCORE,BOSTON_SCORE
383,4,3:35.0,,A. Bradley makes 2-pt layup from 2 ft (assist by A. Johnson),90,107
384,4,3:17.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by K. Towns),,93,107
385,4,3:04.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Johnson),93,110
386,4,2:45.0,S. Muhammad makes 2-pt jump shot from 18 ft (assist by K. Towns),,95,110
387,4,2:32.0,,Turnover by J. Crowder (lost ball),95,110
388,4,2:26.0,Personal foul by J. Crowder (drawn by A. Wiggins),,95,110
389,4,2:26.0,,M. Smart enters the game for I. Thomas,95,110
390,4,2:16.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,97,110
391,4,1:57.0,,M. Smart makes 2-pt jump shot from 8 ft,97,112
392,4,1:45.0,R. Rubio misses 2-pt layup from 3 ft,,97,112
393,4,1:44.0,Offensive rebound by R. Rubio,,97,112
394,4,1:44.0,Shooting foul by J. Jerebko (drawn by R. Rubio),,97,112
395,4,1:44.0,R. Rubio makes free throw 1 of 2,,98,112
396,4,1:44.0,R. Rubio makes free throw 2 of 2,,99,112
397,4,1:25.0,,A. Bradley misses 2-pt jump shot from 23 ft,99,112
398,4,1:24.0,,Offensive rebound by J. Crowder,99,112
399,4,1:05.0,,Shooting foul by A. Wiggins (drawn by A. Johnson),99,112
400,4,1:05.0,,A. Johnson makes 2-pt layup from 1 ft (assist by M. Smart),99,114
401,4,1:05.0,,A. Johnson makes free throw 1 of 1,99,115
402,4,0:58.0,K. Towns misses 3-pt jump shot from 25 ft,,99,115
403,4,0:55.0,Offensive rebound by G. Dieng,,99,115
404,4,0:51.0,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Dieng),,101,115
405,4,0:39.0,,A. Johnson makes 2-pt layup from 2 ft (assist by M. Smart),101,117
406,4,0:32.0,A. Wiggins makes 3-pt jump shot from 27 ft,,104,117
407,4,0:07.0,,M. Smart misses 3-pt jump shot from 34 ft,104,117
408,4,0:06.0,Defensive rebound by G. Dieng,,104,117
409,4,0:00.0,G. Dieng misses 3-pt jump shot from 31 ft,,104,117
410,4,0:00.0,Offensive rebound by Team,,104,117
