,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
383,4,6:16.0,R. Lopez makes 2-pt jump shot from 15 ft (assist by D. Lillard),,98,84
384,4,6:04.0,,A. Jefferson makes 2-pt jump shot from 9 ft (assist by K. Walker),98,86
385,4,5:43.0,L. Aldridge misses 2-pt layup from 3 ft,,98,86
386,4,5:41.0,Offensive rebound by R. Lopez,,98,86
387,4,5:27.0,D. Lillard misses 2-pt jump shot from 18 ft (block by K. Walker),,98,86
388,4,5:27.0,Offensive rebound by Team,,98,86
389,4,5:18.0,D. Lillard misses 3-pt jump shot from 23 ft,,98,86
390,4,5:16.0,,Defensive rebound by B. Roberts,98,86
391,4,5:07.0,,G. Henderson makes 2-pt dunk at rim (assist by C. Zeller),98,88
392,4,4:44.0,N. Batum misses 2-pt jump shot from 7 ft,,98,88
393,4,4:43.0,,Defensive rebound by A. Jefferson,98,88
394,4,4:38.0,,Shooting foul by D. Lillard (drawn by B. Roberts),98,88
395,4,4:38.0,,B. Roberts misses free throw 1 of 2,98,88
396,4,4:38.0,,Offensive rebound by Team,98,88
397,4,4:38.0,W. Matthews enters the game for S. Blake,,98,88
398,4,4:38.0,,B. Roberts misses free throw 2 of 2,98,88
399,4,4:36.0,Defensive rebound by L. Aldridge,,98,88
400,4,4:23.0,N. Batum makes 2-pt jump shot from 15 ft,,100,88
401,4,4:00.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by B. Roberts),100,90
402,4,3:34.0,W. Matthews misses 2-pt jump shot from 6 ft,,100,90
403,4,3:34.0,Offensive rebound by Team,,100,90
404,4,3:34.0,,Loose ball foul by A. Jefferson (drawn by L. Aldridge),100,90
405,4,3:27.0,N. Batum misses 3-pt jump shot from 26 ft,,100,90
406,4,3:25.0,Offensive rebound by R. Lopez,,100,90
407,4,3:25.0,R. Lopez makes 2-pt dunk at rim,,102,90
408,4,3:05.0,,B. Roberts misses 2-pt jump shot from 14 ft,102,90
409,4,3:04.0,,Offensive rebound by B. Roberts,102,90
410,4,3:01.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by B. Roberts),102,93
411,4,3:01.0,Portland full timeout,,102,93
412,4,2:41.0,N. Batum misses 3-pt jump shot from 26 ft,,102,93
413,4,2:39.0,,Defensive rebound by K. Walker,102,93
414,4,2:34.0,,K. Walker misses 2-pt layup at rim (block by N. Batum),102,93
415,4,2:29.0,,Offensive rebound by C. Zeller,102,93
416,4,2:29.0,,C. Zeller misses 2-pt tip-in at rim,102,93
417,4,2:25.0,,Offensive rebound by A. Jefferson,102,93
418,4,2:25.0,,K. Walker misses 3-pt jump shot from 29 ft,102,93
419,4,2:24.0,Defensive rebound by L. Aldridge,,102,93
420,4,2:13.0,N. Batum misses 2-pt jump shot from 14 ft,,102,93
421,4,2:11.0,,Defensive rebound by A. Jefferson,102,93
422,4,1:58.0,,G. Henderson misses 3-pt jump shot from 25 ft,102,93
423,4,1:57.0,Defensive rebound by L. Aldridge,,102,93
424,4,1:38.0,D. Lillard misses 3-pt jump shot from 28 ft,,102,93
425,4,1:37.0,,Defensive rebound by B. Roberts,102,93
426,4,1:24.0,,K. Walker misses 2-pt jump shot from 6 ft (block by R. Lopez),102,93
427,4,1:23.0,Defensive rebound by R. Lopez,,102,93
428,4,1:10.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by R. Lopez),,105,93
429,4,1:01.0,,A. Jefferson misses 2-pt jump shot from 7 ft,105,93
430,4,1:00.0,Defensive rebound by L. Aldridge,,105,93
431,4,0:45.0,D. Lillard misses 2-pt jump shot from 7 ft (block by A. Jefferson),,105,93
432,4,0:43.0,,Defensive rebound by A. Jefferson,105,93
433,4,0:37.0,,B. Roberts makes 3-pt jump shot from 23 ft (assist by K. Walker),105,96
434,4,0:30.0,Personal foul by C. Zeller (drawn by N. Batum),,105,96
435,4,0:25.0,Personal foul by G. Henderson (drawn by L. Aldridge),,105,96
436,4,0:25.0,L. Aldridge misses free throw 1 of 2,,105,96
437,4,0:25.0,Offensive rebound by Team,,105,96
438,4,0:25.0,L. Aldridge misses free throw 2 of 2,,105,96
439,4,0:24.0,,Defensive rebound by C. Zeller,105,96
440,4,0:19.0,,K. Walker misses 3-pt jump shot from 26 ft,105,96
441,4,0:17.0,Defensive rebound by L. Aldridge,,105,96
442,4,0:11.0,Turnover by R. Lopez (bad pass),,105,96
443,4,0:06.0,,Shooting foul by R. Lopez (drawn by G. Henderson),105,96
444,4,0:06.0,,G. Henderson misses free throw 1 of 2,105,96
445,4,0:06.0,,Offensive rebound by Team,105,96
446,4,0:06.0,,G. Henderson makes free throw 2 of 2,105,97
