,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW ORLEANS_ACTION,CHARLOTTE_SCORE,NEW ORLEANS_SCORE
383,4,1:51.0,,T. Evans makes 2-pt layup from 2 ft (assist by R. Anderson),84,96
384,4,1:51.0,Personal foul by T. Evans (drawn by G. Henderson),,84,96
385,4,1:51.0,M. Williams makes 3-pt jump shot from 25 ft (assist by G. Neal),,87,96
386,4,1:51.0,,T. Evans misses 2-pt layup from 2 ft,87,96
387,4,1:50.0,,Offensive rebound by A. Davis,87,96
388,4,1:50.0,,A. Davis makes 2-pt dunk at rim,87,98
389,4,1:50.0,G. Henderson makes 2-pt jump shot from 21 ft (assist by M. Williams),,89,98
390,4,1:50.0,,Personal take foul by G. Henderson (drawn by R. Anderson),89,98
391,4,1:50.0,,T. Evans makes 2-pt layup from 2 ft (assist by J. Holiday),89,100
392,4,1:50.0,M. Williams misses 3-pt jump shot from 25 ft,,89,100
393,4,1:49.0,,Defensive rebound by T. Evans,89,100
394,4,1:28.0,,T. Evans misses 3-pt jump shot from 25 ft,89,100
395,4,1:25.0,,Offensive rebound by R. Anderson,89,100
396,4,1:20.0,,Turnover by Team (shot clock),89,100
397,4,1:20.0,K. Walker makes 2-pt layup from 2 ft,,91,100
