,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA CLIPPERS_ACTION,INDIANA_SCORE,LA CLIPPERS_SCORE
392,4,7:23.0,Technical foul by Team,,89,83
393,4,7:23.0,,J. Redick makes technical free throw,89,84
394,4,7:16.0,,J. Redick misses 2-pt jump shot from 20 ft,89,84
395,4,7:14.0,,Offensive rebound by D. Jordan,89,84
396,4,7:11.0,,D. Jordan misses 2-pt layup from 1 ft (block by L. Allen),89,84
397,4,7:10.0,,Offensive rebound by Team,89,84
398,4,7:07.0,,Personal foul by L. Scola (drawn by C. Paul),89,84
399,4,7:07.0,R. Stuckey enters the game for S. Hill,,89,84
400,4,6:59.0,,B. Griffin makes 2-pt jump shot from 8 ft,89,86
401,4,6:50.0,Personal foul by M. Barnes (drawn by C. Miles),,89,86
402,4,6:38.0,L. Scola misses 3-pt jump shot from 22 ft,,89,86
403,4,6:34.0,Offensive rebound by L. Allen,,89,86
404,4,6:34.0,L. Allen misses 2-pt tip-in from 1 ft,,89,86
405,4,6:32.0,,Defensive rebound by D. Jordan,89,86
406,4,6:29.0,,C. Paul makes 2-pt layup at rim,89,88
407,4,6:07.0,L. Allen makes 2-pt jump shot from 16 ft (assist by C. Miles),,91,88
408,4,5:48.0,,B. Griffin misses 2-pt jump shot from 8 ft (block by L. Scola),91,88
409,4,5:45.0,,Offensive rebound by B. Griffin,91,88
410,4,5:45.0,,B. Griffin misses 2-pt tip-in from 1 ft,91,88
411,4,5:41.0,Defensive rebound by L. Scola,,91,88
412,4,5:36.0,R. Stuckey makes 2-pt jump shot from 12 ft,,93,88
413,4,5:20.0,,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),93,90
414,4,5:20.0,,Shooting foul by C. Miles (drawn by D. Jordan),93,90
415,4,5:20.0,,LA Clippers full timeout,93,90
416,4,5:20.0,C. Watson enters the game for D. Sloan,,93,90
417,4,5:20.0,,D. Jordan makes free throw 1 of 1,93,91
418,4,5:02.0,C. Watson misses 3-pt jump shot from 23 ft,,93,91
419,4,5:01.0,,Defensive rebound by M. Barnes,93,91
420,4,4:57.0,,Shooting foul by C. Miles (drawn by M. Barnes),93,91
421,4,4:57.0,,M. Barnes misses free throw 1 of 2,93,91
422,4,4:57.0,,Offensive rebound by Team,93,91
423,4,4:57.0,,M. Barnes makes free throw 2 of 2,93,92
424,4,4:35.0,C. Watson misses 2-pt jump shot from 10 ft,,93,92
425,4,4:34.0,,Defensive rebound by D. Jordan,93,92
426,4,4:24.0,,Turnover by C. Paul (bad pass),93,92
427,4,4:21.0,Indiana full timeout,,93,92
428,4,4:21.0,D. West enters the game for L. Scola,,93,92
429,4,4:08.0,D. West misses 2-pt jump shot from 16 ft,,93,92
430,4,4:06.0,,Defensive rebound by C. Paul,93,92
431,4,3:54.0,,B. Griffin misses 2-pt layup from 1 ft,93,92
432,4,3:52.0,,Offensive rebound by B. Griffin,93,92
433,4,3:52.0,,LA Clippers full timeout,93,92
434,4,3:34.0,,C. Paul misses 2-pt jump shot from 10 ft,93,92
435,4,3:34.0,,Offensive rebound by D. Jordan,93,92
436,4,3:34.0,,Shooting foul by D. West (drawn by D. Jordan),93,92
437,4,3:34.0,,D. Jordan makes free throw 1 of 2,93,93
438,4,3:34.0,,D. Jordan makes free throw 2 of 2,93,94
439,4,3:09.0,D. West misses 2-pt jump shot from 20 ft,,93,94
440,4,3:08.0,,Defensive rebound by C. Paul,93,94
441,4,2:57.0,,C. Paul makes 2-pt jump shot from 14 ft,93,96
442,4,2:36.0,C. Miles misses 2-pt jump shot from 21 ft,,93,96
443,4,2:35.0,,Defensive rebound by B. Griffin,93,96
444,4,2:35.0,,Personal foul by L. Allen (drawn by B. Griffin),93,96
445,4,2:35.0,,B. Griffin makes free throw 1 of 2,93,97
446,4,2:35.0,,B. Griffin misses free throw 2 of 2,93,97
447,4,2:33.0,Defensive rebound by C. Miles,,93,97
448,4,2:24.0,Turnover by C. Watson (bad pass),,93,97
449,4,2:05.0,,B. Griffin misses 2-pt layup from 1 ft,93,97
450,4,2:04.0,Defensive rebound by D. West,,93,97
451,4,1:47.0,R. Stuckey makes 2-pt jump shot from 14 ft (assist by L. Allen),,95,97
452,4,1:29.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),95,99
453,4,1:29.0,,Shooting foul by D. West (drawn by B. Griffin),95,99
454,4,1:29.0,,B. Griffin misses free throw 1 of 1,95,99
455,4,1:27.0,Defensive rebound by L. Allen,,95,99
456,4,1:10.0,R. Stuckey misses 2-pt layup from 2 ft,,95,99
457,4,1:09.0,,Defensive rebound by C. Paul,95,99
458,4,0:50.0,,J. Redick misses 3-pt jump shot from 25 ft,95,99
459,4,0:47.0,Defensive rebound by L. Allen,,95,99
460,4,0:47.0,Indiana full timeout,,95,99
461,4,0:42.0,Personal foul by D. Jordan (drawn by L. Allen),,95,99
462,4,0:35.0,Shooting foul by J. Redick (drawn by C. Watson),,95,99
463,4,0:35.0,C. Watson makes free throw 1 of 3,,96,99
464,4,0:35.0,C. Watson makes free throw 2 of 3,,97,99
465,4,0:35.0,R. Hibbert enters the game for L. Allen,,97,99
466,4,0:35.0,S. Hill enters the game for C. Miles,,97,99
467,4,0:35.0,C. Watson makes free throw 3 of 3,,98,99
468,4,0:35.0,,LA Clippers full timeout,98,99
469,4,0:35.0,,J. Crawford enters the game for D. Jordan,98,99
470,4,0:29.0,,Turnover by B. Griffin (lost ball; steal by D. West),98,99
471,4,0:29.0,Indiana full timeout,,98,99
472,4,0:29.0,,D. Jordan enters the game for J. Crawford,98,99
473,4,0:29.0,L. Allen enters the game for S. Hill,,98,99
474,4,0:29.0,C. Miles enters the game for R. Hibbert,,98,99
475,4,0:19.0,R. Stuckey misses 2-pt jump shot from 10 ft,,98,99
476,4,0:17.0,,Defensive rebound by D. Jordan,98,99
477,4,0:16.0,,Personal foul by R. Stuckey (drawn by J. Redick),98,99
478,4,0:16.0,,J. Redick makes free throw 1 of 2,98,100
479,4,0:16.0,,J. Redick makes free throw 2 of 2,98,101
480,4,0:16.0,Indiana full timeout,,98,101
481,4,0:03.0,C. Watson makes 2-pt layup from 2 ft,,100,101
482,4,0:02.0,,Personal take foul by C. Watson (drawn by J. Redick),100,101
483,4,0:02.0,,J. Redick misses free throw 1 of 2,100,101
484,4,0:02.0,,Offensive rebound by Team,100,101
485,4,0:02.0,,J. Redick makes free throw 2 of 2,100,102
486,4,0:02.0,C. Miles misses 3-pt jump shot from 30 ft,,100,102
487,4,0:00.0,Offensive rebound by Team,,100,102
