,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
388,4,4:05.0,C. Bosh makes free throw 2 of 2,,94,95
389,4,3:58.0,,Personal foul by S. Napier (drawn by R. Rubio),94,95
390,4,3:58.0,,R. Rubio misses free throw 1 of 2,94,95
391,4,3:58.0,,Offensive rebound by Team,94,95
392,4,3:58.0,,R. Rubio makes free throw 2 of 2,94,96
393,4,3:33.0,S. Napier misses 2-pt jump shot from 21 ft,,94,96
394,4,3:32.0,Offensive rebound by H. Whiteside,,94,96
395,4,3:27.0,Turnover by S. Napier (bad pass; steal by T. Young),,94,96
396,4,3:24.0,,T. Young makes 2-pt dunk at rim,94,98
397,4,3:10.0,M. Chalmers misses 2-pt layup at rim (block by G. Dieng),,94,98
398,4,3:08.0,Offensive rebound by H. Whiteside,,94,98
399,4,3:08.0,Offensive foul by H. Whiteside (drawn by G. Dieng),,94,98
400,4,3:08.0,Turnover by H. Whiteside (offensive foul),,94,98
401,4,3:08.0,N. Cole enters the game for S. Napier,,94,98
402,4,2:52.0,,T. Young misses 2-pt layup from 1 ft (block by H. Whiteside),94,98
403,4,2:50.0,Defensive rebound by M. Chalmers,,94,98
404,4,2:35.0,N. Cole makes 3-pt jump shot from 24 ft,,97,98
405,4,2:19.0,,K. Martin misses 2-pt jump shot from 14 ft,97,98
406,4,2:18.0,,Offensive rebound by G. Dieng,97,98
407,4,2:13.0,,K. Martin misses 3-pt jump shot from 23 ft,97,98
408,4,2:12.0,,Offensive rebound by G. Dieng,97,98
409,4,1:54.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by G. Dieng),97,100
410,4,1:31.0,L. Deng makes 2-pt layup from 2 ft (assist by M. Chalmers),,99,100
411,4,1:10.0,,Turnover by G. Dieng (lost ball; steal by H. Whiteside),99,100
412,4,0:57.0,Miami full timeout,,99,100
413,4,0:50.0,C. Bosh makes 2-pt jump shot from 19 ft,,101,100
414,4,0:50.0,,Minnesota full timeout,101,100
415,4,0:41.0,,K. Martin makes 2-pt jump shot from 14 ft (assist by T. Young),101,102
416,4,0:39.0,Turnover by H. Whiteside (inbound),,101,102
417,4,0:27.0,,K. Martin misses 3-pt jump shot from 25 ft,101,102
418,4,0:26.0,Defensive rebound by H. Whiteside,,101,102
419,4,0:07.0,M. Chalmers misses 2-pt layup from 2 ft,,101,102
420,4,0:04.0,Offensive rebound by L. Deng,,101,102
421,4,0:03.0,N. Cole misses 3-pt jump shot from 25 ft,,101,102
422,4,0:01.0,,Defensive rebound by G. Dieng,101,102
