,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
384,4,0:56.0,Defensive rebound by Team,,88,98
385,4,0:56.0,Washington full timeout,,88,98
386,4,0:53.0,R. Butler misses 3-pt jump shot from 26 ft,,88,98
387,4,0:50.0,Offensive rebound by B. Beal,,88,98
388,4,0:50.0,B. Beal makes 2-pt tip-in at rim,,90,98
389,4,0:40.0,,Personal foul by M. Gortat (drawn by M. Belinelli),90,98
390,4,0:40.0,,M. Belinelli makes free throw 1 of 2,90,99
391,4,0:40.0,,M. Belinelli makes free throw 2 of 2,90,100
392,4,0:40.0,Washington full timeout,,90,100
393,4,0:36.0,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),,92,100
394,4,0:35.0,,Personal foul by B. Beal (drawn by D. Green),92,100
395,4,0:35.0,,D. Green misses free throw 1 of 2,92,100
396,4,0:35.0,,Offensive rebound by Team,92,100
397,4,0:35.0,,D. Green misses free throw 2 of 2,92,100
398,4,0:34.0,,Offensive rebound by T. Duncan,92,100
399,4,0:33.0,,Personal foul by O. Porter (drawn by D. Green),92,100
400,4,0:33.0,,D. Green makes free throw 1 of 2,92,101
401,4,0:33.0,,D. Green misses free throw 2 of 2,92,101
402,4,0:32.0,Defensive rebound by R. Butler,,92,101
403,4,0:23.0,B. Beal misses 3-pt jump shot from 25 ft,,92,101
404,4,0:22.0,,Defensive rebound by C. Joseph,92,101
