,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MINNESOTA_ACTION,PHILADELPHIA_SCORE,MINNESOTA_SCORE
386,4,6:28.0,,Minnesota full timeout,69,64
387,4,6:28.0,,C. Brewer enters the game for Z. LaVine,69,64
388,4,6:17.0,,C. Brewer misses 2-pt layup from 2 ft (block by K. McDaniels),69,64
389,4,6:15.0,Defensive rebound by M. Carter-Williams,,69,64
390,4,5:57.0,Shooting foul by C. Brewer (drawn by K. McDaniels),,69,64
391,4,5:57.0,K. McDaniels makes free throw 1 of 2,,70,64
392,4,5:57.0,K. McDaniels makes free throw 2 of 2,,71,64
393,4,5:46.0,,Shooting foul by H. Thompson (drawn by A. Wiggins),71,64
394,4,5:46.0,,A. Wiggins makes free throw 1 of 2,71,65
395,4,5:46.0,,A. Wiggins makes free throw 2 of 2,71,66
396,4,5:35.0,Turnover by H. Sims (bad pass; steal by G. Dieng),,71,66
397,4,5:21.0,,T. Young misses 2-pt hook shot from 7 ft,71,66
398,4,5:20.0,,Offensive rebound by M. Williams,71,66
399,4,5:11.0,,T. Young makes 2-pt layup from 2 ft (assist by G. Dieng),71,68
400,4,4:51.0,H. Sims makes 2-pt jump shot from 18 ft (assist by R. Covington),,73,68
401,4,4:33.0,,Turnover by T. Young (lost ball; steal by M. Carter-Williams),73,68
402,4,4:17.0,H. Sims misses 2-pt layup from 2 ft,,73,68
403,4,4:16.0,,Defensive rebound by C. Brewer,73,68
404,4,3:59.0,,M. Williams makes 2-pt jump shot from 18 ft (assist by G. Dieng),73,70
405,4,3:47.0,Philadelphia full timeout,,73,70
406,4,3:47.0,N. Noel enters the game for H. Sims,,73,70
407,4,3:37.0,M. Carter-Williams misses 2-pt jump shot from 3 ft (block by A. Wiggins),,73,70
408,4,3:36.0,,Defensive rebound by A. Wiggins,73,70
409,4,3:32.0,,T. Young makes 2-pt layup at rim (assist by A. Wiggins),73,72
410,4,3:15.0,Personal foul by A. Wiggins (drawn by R. Covington),,73,72
411,4,3:07.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,73,72
412,4,3:05.0,,Defensive rebound by M. Williams,73,72
413,4,2:52.0,,T. Young misses 2-pt jump shot from 6 ft,73,72
414,4,2:51.0,Defensive rebound by R. Covington,,73,72
415,4,2:35.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,73,72
416,4,2:34.0,,Defensive rebound by G. Dieng,73,72
417,4,2:17.0,,M. Williams makes 3-pt jump shot from 24 ft,73,75
418,4,1:59.0,K. McDaniels makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,76,75
419,4,1:45.0,,Turnover by G. Dieng (traveling),76,75
420,4,1:45.0,Philadelphia full timeout,,76,75
421,4,1:45.0,L. Mbah a Moute enters the game for H. Thompson,,76,75
422,4,1:34.0,M. Carter-Williams makes 2-pt layup from 1 ft,,78,75
423,4,1:34.0,,Minnesota full timeout,78,75
424,4,1:24.0,,T. Young misses 2-pt layup at rim,78,75
425,4,1:22.0,,Offensive rebound by G. Dieng,78,75
426,4,1:21.0,,G. Dieng makes 2-pt layup from 1 ft,78,77
427,4,1:15.0,R. Covington makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,81,77
428,4,1:06.0,,M. Williams misses 3-pt jump shot from 25 ft,81,77
429,4,1:05.0,Defensive rebound by M. Carter-Williams,,81,77
430,4,0:47.0,N. Noel makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,83,77
431,4,0:47.0,,Minnesota full timeout,83,77
432,4,0:35.0,,Offensive foul by M. Williams (drawn by M. Carter-Williams),83,77
433,4,0:35.0,,Turnover by M. Williams (offensive foul),83,77
434,4,0:35.0,H. Sims enters the game for N. Noel,,83,77
435,4,0:31.0,Personal take foul by C. Brewer (drawn by M. Carter-Williams),,83,77
436,4,0:31.0,Offensive foul by H. Sims (drawn by C. Brewer),,83,77
437,4,0:31.0,Turnover by H. Sims (offensive foul),,83,77
438,4,0:31.0,N. Noel enters the game for H. Sims,,83,77
439,4,0:31.0,,C. Budinger enters the game for G. Dieng,83,77
440,4,0:26.0,,T. Young misses 3-pt jump shot from 24 ft,83,77
441,4,0:25.0,Defensive rebound by M. Carter-Williams,,83,77
442,4,0:24.0,Personal take foul by A. Wiggins (drawn by M. Carter-Williams),,83,77
443,4,0:24.0,M. Carter-Williams misses free throw 1 of 2,,83,77
444,4,0:24.0,Offensive rebound by Team,,83,77
445,4,0:24.0,M. Carter-Williams misses free throw 2 of 2,,83,77
446,4,0:24.0,,Defensive rebound by C. Budinger,83,77
447,4,0:15.0,,C. Budinger misses 3-pt jump shot from 25 ft,83,77
448,4,0:14.0,,Offensive rebound by T. Young,83,77
449,4,0:09.0,,C. Budinger misses 3-pt jump shot from 25 ft,83,77
450,4,0:07.0,Defensive rebound by L. Mbah a Moute,,83,77
451,4,0:06.0,Personal take foul by C. Budinger (drawn by L. Mbah a Moute),,83,77
452,4,0:06.0,L. Mbah a Moute makes free throw 1 of 2,,84,77
453,4,0:06.0,L. Mbah a Moute makes free throw 2 of 2,,85,77
454,4,0:03.0,,Turnover by M. Williams (lost ball; steal by N. Noel),85,77
