,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
398,4,1:39.0,Offensive rebound by Team,,97,101
399,4,1:37.0,Personal foul by P. Tucker (drawn by K. Irving),,97,101
400,4,1:30.0,Turnover by L. James (lost ball; steal by P. Tucker),,97,101
401,4,1:25.0,,E. Bledsoe misses 2-pt layup from 1 ft,97,101
402,4,1:22.0,Defensive rebound by K. Irving,,97,101
403,4,1:12.0,K. Irving misses 2-pt jump shot from 11 ft,,97,101
404,4,1:11.0,Offensive rebound by T. Thompson,,97,101
405,4,1:09.0,Turnover by K. Irving (bad pass; steal by M. Morris),,97,101
406,4,1:09.0,,Personal take foul by J. Jones (drawn by M. Morris),97,101
407,4,1:09.0,,M. Morris makes free throw 1 of 2,97,102
408,4,1:09.0,,M. Morris makes free throw 2 of 2,97,103
409,4,1:09.0,Cleveland full timeout,,97,103
410,4,1:09.0,Cleveland full timeout,,97,103
411,4,0:51.0,Shooting foul by P. Tucker (drawn by L. James),,97,103
412,4,0:51.0,L. James makes 2-pt layup from 1 ft,,99,103
413,4,0:51.0,L. James makes free throw 1 of 1,,100,103
414,4,0:27.0,,M. Morris misses 2-pt jump shot from 20 ft,100,103
415,4,0:27.0,,Offensive rebound by P. Tucker,100,103
416,4,0:27.0,,Personal foul by J. Smith (drawn by P. Tucker),100,103
417,4,0:27.0,M. Miller enters the game for J. Smith,,100,103
418,4,0:27.0,,P. Tucker makes free throw 1 of 2,100,104
419,4,0:27.0,,P. Tucker makes free throw 2 of 2,100,105
420,4,0:22.0,L. James misses 3-pt jump shot from 25 ft,,100,105
421,4,0:20.0,,Defensive rebound by Team,100,105
422,4,0:18.0,,Personal take foul by T. Thompson (drawn by P. Tucker),100,105
423,4,0:18.0,,P. Tucker makes free throw 1 of 2,100,106
424,4,0:18.0,,P. Tucker makes free throw 2 of 2,100,107
425,4,0:18.0,Cleveland full timeout,,100,107
426,4,0:12.0,J. Jones misses 3-pt jump shot from 24 ft,,100,107
427,4,0:10.0,,Defensive rebound by M. Morris,100,107
