,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
386,4,4:34.0,O. Casspi enters the game for J. Thompson,,100,105
387,4,4:28.0,,E. Payton misses 2-pt jump shot from 16 ft,100,105
388,4,4:27.0,Defensive rebound by D. Cousins,,100,105
389,4,4:12.0,A. Miller misses 3-pt jump shot from 25 ft,,100,105
390,4,4:11.0,,Defensive rebound by D. Dedmon,100,105
391,4,3:54.0,,Personal foul by R. McCallum (drawn by C. Frye),100,105
392,4,3:35.0,,Turnover by Team (shot clock),100,105
393,4,3:17.0,A. Miller makes 3-pt jump shot from 25 ft (assist by O. Casspi),,103,105
394,4,2:56.0,,Turnover by E. Payton (bad pass; steal by O. Casspi),103,105
395,4,2:52.0,O. Casspi misses 2-pt layup at rim,,103,105
396,4,2:52.0,Offensive rebound by R. Gay,,103,105
397,4,2:52.0,R. Gay makes 2-pt layup at rim,,105,105
398,4,2:52.0,Shooting foul by C. Frye (drawn by R. Gay),,105,105
399,4,2:52.0,,Orlando full timeout,105,105
400,4,2:52.0,R. Gay makes free throw 1 of 1,,106,105
401,4,2:34.0,,V. Oladipo misses 2-pt jump shot from 6 ft (block by D. Cousins),106,105
402,4,2:33.0,Defensive rebound by D. Cousins,,106,105
403,4,2:23.0,A. Miller misses 2-pt jump shot from 3 ft,,106,105
404,4,2:21.0,Offensive rebound by O. Casspi,,106,105
405,4,2:21.0,O. Casspi misses 2-pt tip-in from 1 ft,,106,105
406,4,2:20.0,,Defensive rebound by T. Harris,106,105
407,4,2:00.0,,V. Oladipo makes 2-pt layup at rim,106,107
408,4,1:46.0,D. Cousins misses 2-pt jump shot from 16 ft,,106,107
409,4,1:44.0,,Defensive rebound by C. Frye,106,107
410,4,1:26.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Harris),106,110
411,4,1:26.0,Sacramento full timeout,,106,110
412,4,1:26.0,,A. Gordon enters the game for C. Frye,106,110
413,4,1:13.0,Personal foul by D. Dedmon (drawn by D. Cousins),,106,110
414,4,1:13.0,D. Cousins makes free throw 1 of 2,,107,110
415,4,1:13.0,,Orlando full timeout,107,110
416,4,1:13.0,,C. Frye enters the game for A. Gordon,107,110
417,4,1:13.0,D. Cousins makes free throw 2 of 2,,108,110
418,4,0:54.0,,V. Oladipo misses 2-pt jump shot from 20 ft,108,110
419,4,0:53.0,Defensive rebound by Team,,108,110
420,4,0:53.0,,A. Gordon enters the game for C. Frye,108,110
421,4,0:33.0,Shooting foul by A. Gordon (drawn by O. Casspi),,108,110
422,4,0:33.0,O. Casspi makes free throw 1 of 3,,109,110
423,4,0:33.0,O. Casspi makes free throw 2 of 3,,110,110
424,4,0:33.0,,K. O'Quinn enters the game for E. Payton,110,110
425,4,0:33.0,O. Casspi makes free throw 3 of 3,,111,110
426,4,0:33.0,,Orlando full timeout,111,110
427,4,0:33.0,,E. Payton enters the game for K. O'Quinn,111,110
428,4,0:33.0,,C. Frye enters the game for A. Gordon,111,110
429,4,0:29.0,,T. Harris makes 3-pt jump shot from 22 ft (assist by V. Oladipo),111,113
430,4,0:29.0,Sacramento full timeout,,111,113
431,4,0:29.0,,A. Gordon enters the game for C. Frye,111,113
432,4,0:16.0,D. Cousins misses 2-pt layup at rim,,111,113
433,4,0:15.0,,Defensive rebound by A. Gordon,111,113
434,4,0:14.0,,Orlando full timeout,111,113
435,4,0:14.0,,C. Frye enters the game for D. Dedmon,111,113
436,4,0:14.0,,B. Gordon enters the game for A. Gordon,111,113
437,4,0:06.0,,Personal foul by A. Miller (drawn by C. Frye),111,113
438,4,0:06.0,,C. Frye makes free throw 1 of 2,111,114
439,4,0:06.0,,A. Gordon enters the game for B. Gordon,111,114
440,4,0:06.0,,C. Frye makes free throw 2 of 2,111,115
441,4,0:06.0,Sacramento full timeout,,111,115
442,4,0:06.0,,D. Dedmon enters the game for C. Frye,111,115
443,4,0:04.0,R. Gay makes 3-pt jump shot from 22 ft (assist by A. Miller),,114,115
444,4,0:03.0,,Personal foul by A. Miller (drawn by T. Harris),114,115
445,4,0:03.0,,T. Harris makes free throw 1 of 2,114,116
446,4,0:03.0,,K. O'Quinn enters the game for A. Gordon,114,116
447,4,0:03.0,,T. Harris makes free throw 2 of 2,114,117
448,4,0:02.0,Turnover by A. Miller (bad pass; steal by K. O'Quinn),,114,117
449,4,0:01.0,,Personal take foul by O. Casspi (drawn by T. Harris),114,117
450,4,0:01.0,,T. Harris makes free throw 1 of 2,114,118
451,4,0:01.0,,T. Harris makes free throw 2 of 2,114,119
