,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
394,4,4:18.0,K. Irving misses 2-pt jump shot from 15 ft,,74,89
395,4,4:17.0,,Defensive rebound by D. Lillard,74,89
396,4,4:04.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Lillard),74,92
397,4,3:39.0,Personal foul by N. Batum (drawn by L. James),,74,92
398,4,3:30.0,A. Varejão makes 2-pt layup from 1 ft (assist by L. James),,76,92
399,4,3:07.0,,W. Matthews makes 2-pt jump shot from 18 ft,76,94
400,4,3:06.0,Cleveland full timeout,,76,94
401,4,3:06.0,J. Jones enters the game for L. James,,76,94
402,4,3:06.0,M. Miller enters the game for K. Love,,76,94
403,4,3:06.0,A. Kirk enters the game for A. Varejão,,76,94
404,4,2:55.0,K. Irving makes 2-pt layup from 2 ft (assist by A. Kirk),,78,94
405,4,2:42.0,D. Waiters enters the game for K. Irving,,78,94
406,4,2:31.0,,D. Lillard misses 3-pt jump shot from 24 ft,78,94
407,4,2:30.0,Defensive rebound by M. Miller,,78,94
408,4,2:22.0,J. Harris misses 3-pt jump shot from 22 ft,,78,94
409,4,2:21.0,,Defensive rebound by R. Lopez,78,94
410,4,2:04.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by N. Batum),78,97
411,4,1:43.0,D. Waiters misses 2-pt jump shot from 17 ft,,78,97
412,4,1:41.0,,Defensive rebound by N. Batum,78,97
413,4,1:26.0,,L. Aldridge misses 3-pt jump shot from 24 ft,78,97
414,4,1:25.0,,Offensive rebound by N. Batum,78,97
415,4,1:20.0,,Portland full timeout,78,97
416,4,1:20.0,,C. McCollum enters the game for N. Batum,78,97
417,4,1:20.0,,W. Barton enters the game for L. Aldridge,78,97
418,4,1:20.0,,M. Leonard enters the game for R. Lopez,78,97
419,4,1:20.0,,A. Crabbe enters the game for W. Matthews,78,97
420,4,1:20.0,,T. Robinson enters the game for D. Lillard,78,97
421,4,1:10.0,,A. Crabbe misses 2-pt jump shot from 23 ft,78,97
422,4,1:09.0,Defensive rebound by J. Harris,,78,97
423,4,0:55.0,Shooting foul by T. Robinson (drawn by A. Kirk),,78,97
424,4,0:55.0,A. Kirk makes free throw 1 of 2,,79,97
425,4,0:55.0,A. Kirk makes free throw 2 of 2,,80,97
426,4,0:39.0,,A. Crabbe makes 2-pt jump shot from 16 ft (assist by W. Barton),80,99
427,4,0:33.0,Turnover by D. Waiters (lost ball; steal by T. Robinson),,80,99
428,4,0:30.0,,T. Robinson makes 2-pt dunk at rim,80,101
429,4,0:14.0,J. Harris makes 2-pt layup from 1 ft,,82,101
