,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA CLIPPERS_ACTION,CHARLOTTE_SCORE,LA CLIPPERS_SCORE
376,4,5:34.0,,Defensive rebound by D. Jordan,85,89
377,4,5:28.0,,C. Paul misses 3-pt jump shot from 24 ft,85,89
378,4,5:25.0,Defensive rebound by M. Williams,,85,89
379,4,5:12.0,K. Walker misses 2-pt jump shot from 17 ft,,85,89
380,4,5:11.0,,Defensive rebound by B. Griffin,85,89
381,4,4:54.0,,B. Griffin makes 2-pt layup from 2 ft,85,91
382,4,4:52.0,Charlotte full timeout,,85,91
383,4,4:52.0,M. Kidd-Gilchrist enters the game for K. Walker,,85,91
384,4,4:32.0,A. Jefferson makes 2-pt hook shot from 5 ft,,87,91
385,4,4:22.0,,Personal block foul by M. Kidd-Gilchrist (drawn by C. Paul),87,91
386,4,4:20.0,,Personal take foul by M. Williams (drawn by D. Jordan),87,91
387,4,4:20.0,,D. Jordan misses free throw 1 of 2,87,91
388,4,4:20.0,,Offensive rebound by Team,87,91
389,4,4:20.0,,D. Jordan makes free throw 2 of 2,87,92
390,4,4:09.0,M. Williams misses 2-pt jump shot from 16 ft,,87,92
391,4,4:08.0,,Defensive rebound by D. Jordan,87,92
392,4,4:00.0,,C. Paul misses 2-pt jump shot from 13 ft,87,92
393,4,3:58.0,Defensive rebound by M. Williams,,87,92
394,4,3:51.0,Shooting foul by C. Paul (drawn by A. Jefferson),,87,92
395,4,3:51.0,A. Jefferson makes free throw 1 of 2,,88,92
396,4,3:51.0,A. Jefferson misses free throw 2 of 2,,88,92
397,4,3:50.0,,Defensive rebound by D. Jordan,88,92
398,4,3:47.0,,Personal take foul by M. Williams (drawn by D. Jordan),88,92
399,4,3:47.0,,D. Jordan misses free throw 1 of 2,88,92
400,4,3:47.0,,Offensive rebound by Team,88,92
401,4,3:47.0,,D. Jordan makes free throw 2 of 2,88,93
402,4,3:34.0,M. Williams makes 2-pt jump shot from 18 ft,,90,93
403,4,3:10.0,,Turnover by Team (shot clock),90,93
404,4,2:51.0,M. Williams misses 3-pt jump shot from 24 ft,,90,93
405,4,2:51.0,,Defensive rebound by Team,90,93
406,4,2:51.0,,LA Clippers full timeout,90,93
407,4,2:50.0,,Personal take foul by M. Williams (drawn by D. Jordan),90,93
408,4,2:50.0,,D. Jordan makes free throw 1 of 2,90,94
409,4,2:50.0,,D. Jordan misses free throw 2 of 2,90,94
410,4,2:48.0,Defensive rebound by A. Jefferson,,90,94
411,4,2:28.0,Turnover by G. Henderson (traveling),,90,94
412,4,2:12.0,,Shooting block foul by M. Kidd-Gilchrist (drawn by J. Redick),90,94
413,4,2:12.0,,J. Redick makes free throw 1 of 2,90,95
414,4,2:12.0,,D. Jones enters the game for N. Robinson,90,95
415,4,2:12.0,,J. Redick makes free throw 2 of 2,90,96
416,4,1:52.0,G. Henderson misses 2-pt jump shot from 14 ft,,90,96
417,4,1:50.0,Offensive rebound by M. Williams,,90,96
418,4,1:45.0,M. Williams makes 2-pt jump shot from 4 ft,,92,96
419,4,1:25.0,,J. Redick misses 3-pt jump shot from 27 ft,92,96
420,4,1:25.0,,Offensive rebound by Team,92,96
421,4,1:25.0,,LA Clippers full timeout,92,96
422,4,1:25.0,,N. Robinson enters the game for D. Jones,92,96
423,4,1:13.0,,C. Paul misses 2-pt jump shot from 13 ft,92,96
424,4,1:10.0,Defensive rebound by M. Williams,,92,96
425,4,0:50.0,A. Jefferson misses 2-pt hook shot from 9 ft,,92,96
426,4,0:48.0,,Defensive rebound by B. Griffin,92,96
427,4,0:24.0,,C. Paul misses 3-pt jump shot from 28 ft,92,96
428,4,0:23.0,Defensive rebound by M. Williams,,92,96
429,4,0:23.0,Charlotte full timeout,,92,96
430,4,0:23.0,Charlotte full timeout,,92,96
431,4,0:23.0,,D. Jones enters the game for N. Robinson,92,96
432,4,0:23.0,K. Walker enters the game for M. Kidd-Gilchrist,,92,96
433,4,0:19.0,G. Henderson misses 2-pt jump shot from 17 ft,,92,96
434,4,0:16.0,,Defensive rebound by B. Griffin,92,96
435,4,0:15.0,,Personal take foul by K. Walker (drawn by C. Paul),92,96
436,4,0:15.0,,C. Paul makes free throw 1 of 2,92,97
437,4,0:15.0,,C. Paul makes free throw 2 of 2,92,98
438,4,0:15.0,Charlotte full timeout,,92,98
439,4,0:11.0,M. Williams misses 3-pt jump shot from 25 ft,,92,98
440,4,0:10.0,,Defensive rebound by B. Griffin,92,98
441,4,0:09.0,,Personal take foul by M. Williams (drawn by C. Paul),92,98
442,4,0:09.0,,C. Paul makes free throw 1 of 2,92,99
443,4,0:09.0,,C. Paul misses free throw 2 of 2,92,99
444,4,0:05.0,Defensive rebound by M. Williams,,92,99
