,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
383,4,5:17.0,,Defensive rebound by J. Dudley,76,91
384,4,4:55.0,,O. Mayo misses 3-pt jump shot from 26 ft (block by W. Matthews),76,91
385,4,4:55.0,,Offensive rebound by Team,76,91
386,4,4:55.0,,Turnover by Team (shot clock),76,91
387,4,4:41.0,W. Matthews makes 2-pt layup at rim,,78,91
388,4,4:32.0,,Personal foul by W. Matthews (drawn by J. Bayless),78,91
389,4,4:19.0,,J. Bayless makes 2-pt jump shot from 18 ft (assist by J. Henson),78,93
390,4,4:11.0,Personal block foul by O. Mayo (drawn by D. Lillard),,78,93
391,4,4:11.0,D. Lillard makes free throw 1 of 2,,79,93
392,4,4:11.0,D. Lillard makes free throw 2 of 2,,80,93
393,4,3:58.0,,J. Bayless misses 2-pt jump shot from 15 ft,80,93
394,4,3:57.0,Defensive rebound by W. Matthews,,80,93
395,4,3:45.0,D. Lillard misses 3-pt jump shot from 28 ft,,80,93
396,4,3:44.0,,Defensive rebound by J. Henson,80,93
397,4,3:22.0,,J. Dudley makes 2-pt layup at rim,80,95
398,4,3:01.0,L. Aldridge misses 2-pt hook shot from 5 ft,,80,95
399,4,2:59.0,,Defensive rebound by K. Middleton,80,95
400,4,2:38.0,,K. Middleton misses 2-pt jump shot from 6 ft (block by D. Lillard),80,95
401,4,2:36.0,,Offensive rebound by K. Middleton,80,95
402,4,2:36.0,,Turnover by Team (shot clock),80,95
403,4,2:36.0,Official timeout,,80,95
404,4,2:36.0,C. McCollum enters the game for T. Robinson,,80,95
405,4,2:36.0,,B. Knight enters the game for J. Bayless,80,95
406,4,2:36.0,,G. Antetokounmpo enters the game for J. Dudley,80,95
407,4,2:28.0,N. Batum misses 3-pt jump shot from 23 ft,,80,95
408,4,2:27.0,,Defensive rebound by O. Mayo,80,95
409,4,2:06.0,,K. Middleton misses 2-pt jump shot from 19 ft,80,95
410,4,2:05.0,Defensive rebound by W. Matthews,,80,95
411,4,1:55.0,L. Aldridge misses 2-pt layup at rim,,80,95
412,4,1:52.0,Offensive rebound by Team,,80,95
413,4,1:52.0,Portland full timeout,,80,95
414,4,1:49.0,L. Aldridge misses 3-pt jump shot from 23 ft (block by J. Henson),,80,95
415,4,1:46.0,Offensive rebound by N. Batum,,80,95
416,4,1:40.0,D. Lillard misses 3-pt jump shot from 25 ft,,80,95
417,4,1:39.0,,Defensive rebound by G. Antetokounmpo,80,95
418,4,1:16.0,,K. Middleton misses 2-pt jump shot from 17 ft,80,95
419,4,1:15.0,Defensive rebound by L. Aldridge,,80,95
420,4,1:10.0,C. McCollum makes 2-pt layup at rim,,82,95
421,4,1:05.0,,Personal take foul by D. Lillard (drawn by O. Mayo),82,95
422,4,1:05.0,M. Leonard enters the game for N. Batum,,82,95
423,4,1:05.0,T. Robinson enters the game for L. Aldridge,,82,95
424,4,1:05.0,V. Claver enters the game for W. Matthews,,82,95
425,4,1:05.0,A. Crabbe enters the game for D. Lillard,,82,95
426,4,1:05.0,,J. O'Bryant enters the game for J. Henson,82,95
427,4,1:05.0,,J. Gutiérrez enters the game for O. Mayo,82,95
428,4,0:43.0,,Turnover by J. Gutiérrez (bad pass; steal by A. Crabbe),82,95
429,4,0:37.0,C. McCollum makes 2-pt layup at rim,,84,95
430,4,0:37.0,Shooting foul by G. Antetokounmpo (drawn by C. McCollum),,84,95
431,4,0:37.0,C. McCollum makes free throw 1 of 1,,85,95
432,4,0:17.0,,J. O'Bryant misses 2-pt jump shot from 17 ft,85,95
433,4,0:15.0,Defensive rebound by M. Leonard,,85,95
434,4,0:00.0,V. Claver makes 3-pt jump shot from 26 ft (assist by M. Leonard),,88,95
