,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA LAKERS_ACTION,INDIANA_SCORE,LA LAKERS_SCORE
397,4,6:40.0,Shooting foul by J. Randle (drawn by C. Miles),,86,77
398,4,6:40.0,C. Miles makes free throw 1 of 2,,87,77
399,4,6:40.0,M. Ellis enters the game for G. Hill,,87,77
400,4,6:40.0,C. Miles misses free throw 2 of 2,,87,77
401,4,6:39.0,,Defensive rebound by J. Randle,87,77
402,4,6:26.0,,J. Clarkson makes 2-pt jump shot from 7 ft,87,79
403,4,6:11.0,I. Mahinmi misses 2-pt layup at rim,,87,79
404,4,6:10.0,,Defensive rebound by J. Randle,87,79
405,4,6:06.0,,J. Randle makes 2-pt dunk at rim,87,81
406,4,6:06.0,Indiana full timeout,,87,81
407,4,5:52.0,Personal foul by M. World Peace (drawn by M. Ellis),,87,81
408,4,5:52.0,M. Ellis makes free throw 1 of 2,,88,81
409,4,5:52.0,M. Ellis makes free throw 2 of 2,,89,81
410,4,5:30.0,,J. Randle misses 2-pt layup from 1 ft (block by I. Mahinmi),89,81
411,4,5:29.0,Defensive rebound by C. Miles,,89,81
412,4,5:27.0,Turnover by P. George (bad pass),,89,81
413,4,5:10.0,,J. Randle misses 2-pt jump shot from 3 ft (block by C. Miles),89,81
414,4,5:08.0,Defensive rebound by R. Stuckey,,89,81
415,4,5:07.0,Turnover by R. Stuckey (back court),,89,81
416,4,4:58.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by M. Ellis),89,81
417,4,4:58.0,,Offensive rebound by Team,89,81
418,4,4:49.0,,Personal foul by R. Stuckey (drawn by M. World Peace),89,81
419,4,4:49.0,Personal foul by M. World Peace,,89,81
420,4,4:39.0,,B. Bass makes 2-pt dunk at rim (assist by N. Young),89,83
421,4,4:29.0,C. Miles misses 3-pt jump shot from 24 ft,,89,83
422,4,4:28.0,,Defensive rebound by J. Randle,89,83
423,4,4:24.0,,Turnover by J. Randle (traveling),89,83
424,4,4:17.0,Personal foul by B. Bass (drawn by I. Mahinmi),,89,83
425,4,4:17.0,I. Mahinmi misses free throw 1 of 2,,89,83
426,4,4:17.0,Offensive rebound by Team,,89,83
427,4,4:17.0,I. Mahinmi misses free throw 2 of 2,,89,83
428,4,4:17.0,,Defensive rebound by J. Randle,89,83
429,4,4:01.0,,J. Clarkson makes 2-pt jump shot from 15 ft,89,85
430,4,3:54.0,Personal take foul by B. Bass (drawn by I. Mahinmi),,89,85
431,4,3:54.0,I. Mahinmi makes free throw 1 of 2,,90,85
432,4,3:54.0,I. Mahinmi makes free throw 2 of 2,,91,85
433,4,3:46.0,,N. Young misses 3-pt jump shot from 24 ft,91,85
434,4,3:45.0,,Offensive rebound by J. Randle,91,85
435,4,3:41.0,,J. Randle makes 2-pt layup from 2 ft,91,87
436,4,3:35.0,Personal take foul by B. Bass (drawn by I. Mahinmi),,91,87
437,4,3:35.0,I. Mahinmi makes free throw 1 of 2,,92,87
438,4,3:35.0,,K. Bryant enters the game for B. Bass,92,87
439,4,3:35.0,I. Mahinmi makes free throw 2 of 2,,93,87
440,4,3:24.0,Violation by M. Ellis (kicked ball),,93,87
441,4,3:24.0,J. Hill enters the game for I. Mahinmi,,93,87
442,4,3:14.0,,J. Clarkson misses 2-pt jump shot from 17 ft,93,87
443,4,3:14.0,Defensive rebound by P. George,,93,87
444,4,2:55.0,M. Ellis makes 2-pt layup from 2 ft,,95,87
445,4,2:46.0,,LA Lakers full timeout,95,87
446,4,2:46.0,G. Hill enters the game for R. Stuckey,,95,87
447,4,2:36.0,,Turnover by K. Bryant (bad pass),95,87
448,4,2:20.0,M. Ellis misses 2-pt jump shot from 18 ft,,95,87
449,4,2:19.0,Offensive rebound by J. Hill,,95,87
450,4,2:08.0,P. George misses 2-pt jump shot from 3 ft,,95,87
451,4,2:08.0,,Defensive rebound by J. Randle,95,87
452,4,2:02.0,,N. Young misses 3-pt jump shot from 22 ft,95,87
453,4,1:59.0,Defensive rebound by G. Hill,,95,87
454,4,1:53.0,Personal foul by M. World Peace (drawn by P. George),,95,87
455,4,1:53.0,P. George makes free throw 1 of 2,,96,87
456,4,1:53.0,I. Mahinmi enters the game for J. Hill,,96,87
457,4,1:53.0,P. George misses free throw 2 of 2,,96,87
458,4,1:52.0,,Defensive rebound by J. Randle,96,87
459,4,1:40.0,,M. World Peace makes 2-pt layup at rim (assist by J. Clarkson),96,89
460,4,1:27.0,P. George makes 2-pt jump shot from 18 ft,,98,89
461,4,1:19.0,,K. Bryant makes 3-pt jump shot from 25 ft (assist by J. Clarkson),98,92
462,4,1:07.0,Shooting foul by M. World Peace (drawn by P. George),,98,92
463,4,1:07.0,P. George makes free throw 1 of 2,,99,92
464,4,1:07.0,R. Stuckey enters the game for C. Miles,,99,92
465,4,1:07.0,P. George makes free throw 2 of 2,,100,92
466,4,0:58.0,,N. Young makes 3-pt jump shot from 24 ft (assist by J. Clarkson),100,95
467,4,0:48.0,Turnover by P. George (bad pass),,100,95
468,4,0:39.0,,Personal foul by I. Mahinmi (drawn by K. Bryant),100,95
469,4,0:24.0,,M. World Peace makes 3-pt jump shot from 25 ft (assist by J. Randle),100,98
470,4,0:24.0,Indiana full timeout,,100,98
471,4,0:24.0,C. Budinger enters the game for I. Mahinmi,,100,98
472,4,0:24.0,C. Miles enters the game for R. Stuckey,,100,98
473,4,0:22.0,Personal foul by M. World Peace (drawn by P. George),,100,98
474,4,0:22.0,,B. Bass enters the game for M. World Peace,100,98
475,4,0:22.0,P. George makes free throw 1 of 2,,101,98
476,4,0:22.0,I. Mahinmi enters the game for C. Budinger,,101,98
477,4,0:22.0,P. George makes free throw 2 of 2,,102,98
478,4,0:22.0,,LA Lakers full timeout,102,98
479,4,0:18.0,,J. Clarkson makes 2-pt jump shot from 6 ft (assist by K. Bryant),102,100
480,4,0:14.0,Personal foul by K. Bryant (drawn by P. George),,102,100
481,4,0:14.0,P. George makes free throw 1 of 2,,103,100
482,4,0:14.0,P. George makes free throw 2 of 2,,104,100
483,4,0:14.0,,LA Lakers full timeout,104,100
484,4,0:14.0,L. Allen enters the game for C. Miles,,104,100
485,4,0:12.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by J. Clarkson),104,103
486,4,0:11.0,Personal take foul by N. Young (drawn by P. George),,104,103
487,4,0:11.0,P. George makes free throw 1 of 2,,105,103
488,4,0:11.0,P. George makes free throw 2 of 2,,106,103
489,4,0:11.0,,LA Lakers full timeout,106,103
490,4,0:11.0,C. Miles enters the game for L. Allen,,106,103
491,4,0:07.0,,K. Bryant misses 3-pt jump shot from 27 ft,106,103
492,4,0:07.0,Defensive rebound by Team,,106,103
493,4,0:05.0,Personal foul by J. Randle (drawn by P. George),,106,103
494,4,0:05.0,P. George misses free throw 1 of 2,,106,103
495,4,0:05.0,Offensive rebound by Team,,106,103
496,4,0:05.0,P. George makes free throw 2 of 2,,107,103
497,4,0:02.0,,N. Young misses 3-pt jump shot from 26 ft,107,103
498,4,0:00.0,,Offensive rebound by Team,107,103
