,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
386,4,3:17.0,,T. Ennis makes 2-pt layup from 1 ft,81,90
387,4,3:05.0,L. Stephenson makes 2-pt layup from 1 ft,,83,90
388,4,3:05.0,,Violation by M. Plumlee (def goaltending),83,90
389,4,2:49.0,,T. Ennis makes 2-pt jump shot from 15 ft,83,92
390,4,2:34.0,Turnover by M. Barnes (lost ball),,83,92
391,4,2:34.0,,Milwaukee full timeout,83,92
392,4,2:34.0,B. Weber enters the game for J. Martin,,83,92
393,4,2:21.0,,R. Vaughn misses 3-pt jump shot from 26 ft,83,92
394,4,2:19.0,Defensive rebound by B. Weber,,83,92
395,4,2:04.0,M. Barnes misses 3-pt jump shot from 24 ft,,83,92
396,4,2:03.0,Offensive rebound by J. Green,,83,92
397,4,1:55.0,L. Stephenson misses 2-pt layup from 1 ft (block by J. Henson),,83,92
398,4,1:51.0,,Defensive rebound by D. Inglis,83,92
399,4,1:42.0,,Personal foul by L. Stephenson,83,92
400,4,1:37.0,,Shooting foul by M. Barnes (drawn by J. Henson),83,92
401,4,1:37.0,,J. Henson misses free throw 1 of 2,83,92
402,4,1:37.0,,Offensive rebound by Team,83,92
403,4,1:37.0,,J. Henson makes free throw 2 of 2,83,93
404,4,1:26.0,M. Barnes misses 3-pt jump shot from 24 ft,,83,93
405,4,1:24.0,Offensive rebound by J. Green,,83,93
406,4,1:21.0,Shooting foul by R. Vaughn (drawn by M. Barnes),,83,93
407,4,1:21.0,M. Barnes misses free throw 1 of 2,,83,93
408,4,1:21.0,Offensive rebound by Team,,83,93
409,4,1:21.0,M. Barnes makes free throw 2 of 2,,84,93
410,4,1:00.0,Violation by J. Green (def goaltending),,84,93
411,4,1:00.0,,T. Ennis makes 2-pt layup at rim,84,95
412,4,0:58.0,T. Allen makes 2-pt layup at rim,,86,95
413,4,0:44.0,,R. Vaughn misses 3-pt jump shot from 24 ft,86,95
414,4,0:43.0,,Offensive rebound by M. Plumlee,86,95
415,4,0:43.0,,Personal foul by J. Green,86,95
416,4,0:43.0,,M. Plumlee misses free throw 1 of 2,86,95
417,4,0:43.0,,Offensive rebound by Team,86,95
418,4,0:43.0,,M. Plumlee makes free throw 2 of 2,86,96
419,4,0:37.0,L. Stephenson misses 2-pt layup from 2 ft,,86,96
420,4,0:35.0,,Defensive rebound by R. Vaughn,86,96
421,4,0:13.0,,D. Inglis misses 3-pt jump shot from 25 ft,86,96
422,4,0:10.0,Defensive rebound by M. Barnes,,86,96
423,4,0:06.0,M. Barnes misses 2-pt layup from 2 ft (block by J. Henson),,86,96
424,4,0:06.0,Offensive rebound by Team,,86,96
425,4,0:06.0,,Technical foul by J. Henson,86,96
426,4,0:06.0,Technical foul by M. Barnes,,86,96
427,4,0:06.0,,J. O'Bryant enters the game for J. Henson,86,96
428,4,0:06.0,,Milwaukee full timeout,86,96
429,4,0:06.0,J. Martin enters the game for M. Barnes,,86,96
430,4,0:03.0,B. Weber misses 3-pt jump shot from 24 ft,,86,96
431,4,0:01.0,,Defensive rebound by R. Vaughn,86,96
