,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
389,4,6:49.0,,Z. Randolph misses 2-pt layup from 1 ft,76,71
390,4,6:46.0,,Offensive rebound by Z. Randolph,76,71
391,4,6:46.0,,Z. Randolph makes 2-pt layup from 1 ft,76,73
392,4,6:28.0,Shooting foul by V. Carter (drawn by J. Grant),,76,73
393,4,6:28.0,J. Grant misses free throw 1 of 2,,76,73
394,4,6:28.0,Offensive rebound by Team,,76,73
395,4,6:28.0,H. Thompson enters the game for J. Okafor,,76,73
396,4,6:28.0,,J. Green enters the game for V. Carter,76,73
397,4,6:28.0,,M. Conley enters the game for M. Chalmers,76,73
398,4,6:28.0,J. Grant makes free throw 2 of 2,,77,73
399,4,6:20.0,,Personal foul by I. Canaan (drawn by M. Barnes),77,73
400,4,6:14.0,,Turnover by M. Conley (lost ball; steal by R. Covington),77,73
401,4,6:13.0,Turnover by R. Covington (lost ball),,77,73
402,4,5:55.0,,Z. Randolph misses 2-pt jump shot from 4 ft (block by R. Covington),77,73
403,4,5:53.0,,Offensive rebound by M. Barnes,77,73
404,4,5:53.0,,M. Barnes misses 2-pt layup from 1 ft,77,73
405,4,5:53.0,,Offensive rebound by M. Barnes,77,73
406,4,5:53.0,,M. Barnes makes 2-pt layup from 1 ft,77,75
407,4,5:53.0,,Shooting foul by J. Grant (drawn by M. Barnes),77,75
408,4,5:53.0,,M. Barnes makes free throw 1 of 1,77,76
409,4,5:38.0,T. McConnell misses 2-pt jump shot from 8 ft,,77,76
410,4,5:37.0,Offensive rebound by J. Grant,,77,76
411,4,5:37.0,J. Grant misses 2-pt layup from 1 ft,,77,76
412,4,5:36.0,,Defensive rebound by Z. Randolph,77,76
413,4,5:28.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Conley),77,78
414,4,5:26.0,Philadelphia full timeout,,77,78
415,4,5:26.0,J. Okafor enters the game for R. Covington,,77,78
416,4,5:05.0,J. Okafor misses 2-pt layup at rim (block by M. Gasol),,77,78
417,4,5:03.0,,Defensive rebound by M. Gasol,77,78
418,4,4:59.0,,J. Green misses 2-pt layup at rim (block by J. Grant),77,78
419,4,4:56.0,,Offensive rebound by Z. Randolph,77,78
420,4,4:56.0,,Z. Randolph makes 2-pt layup at rim,77,80
421,4,4:38.0,Turnover by J. Okafor (bad pass; steal by M. Barnes),,77,80
422,4,4:35.0,,Shooting foul by H. Thompson (drawn by J. Green),77,80
423,4,4:35.0,,J. Green makes free throw 1 of 2,77,81
424,4,4:35.0,R. Covington enters the game for T. McConnell,,77,81
425,4,4:35.0,,J. Green makes free throw 2 of 2,77,82
426,4,4:18.0,Turnover by I. Canaan (step out of bounds),,77,82
427,4,3:59.0,,Shooting foul by J. Grant (drawn by Z. Randolph),77,82
428,4,3:59.0,,Z. Randolph makes free throw 1 of 2,77,83
429,4,3:59.0,,Z. Randolph makes free throw 2 of 2,77,84
430,4,3:45.0,Turnover by R. Covington (lost ball),,77,84
431,4,3:24.0,,M. Conley misses 2-pt layup from 1 ft,77,84
432,4,3:23.0,Defensive rebound by J. Okafor,,77,84
433,4,3:16.0,H. Thompson misses 3-pt jump shot from 25 ft,,77,84
434,4,3:14.0,,Defensive rebound by M. Barnes,77,84
435,4,3:09.0,,M. Conley makes 2-pt layup at rim,77,86
436,4,2:59.0,Shooting foul by Z. Randolph (drawn by J. Okafor),,77,86
437,4,2:59.0,Philadelphia full timeout,,77,86
438,4,2:59.0,P. Pressey enters the game for J. Grant,,77,86
439,4,2:59.0,J. Okafor makes free throw 1 of 2,,78,86
440,4,2:59.0,J. Okafor makes free throw 2 of 2,,79,86
441,4,2:44.0,,Turnover by M. Gasol (lost ball; steal by R. Covington),79,86
442,4,2:39.0,,Offensive charge foul by P. Pressey (drawn by M. Conley),79,86
443,4,2:39.0,Turnover by P. Pressey (offensive foul),,79,86
444,4,2:22.0,,J. Green makes 3-pt jump shot from 25 ft (assist by M. Barnes),79,89
445,4,2:22.0,Philadelphia full timeout,,79,89
446,4,1:58.0,R. Covington makes 3-pt jump shot from 23 ft (assist by H. Thompson),,82,89
447,4,1:35.0,,M. Conley misses 2-pt layup at rim,82,89
448,4,1:33.0,Defensive rebound by P. Pressey,,82,89
449,4,1:19.0,P. Pressey misses 2-pt layup at rim,,82,89
450,4,1:17.0,,Defensive rebound by M. Gasol,82,89
451,4,1:13.0,,Shooting foul by R. Covington (drawn by M. Barnes),82,89
452,4,1:13.0,,M. Barnes misses free throw 1 of 2,82,89
453,4,1:13.0,,Offensive rebound by Team,82,89
454,4,1:13.0,,M. Barnes misses free throw 2 of 2,82,89
455,4,1:12.0,Defensive rebound by R. Covington,,82,89
456,4,0:54.0,I. Canaan misses 3-pt jump shot from 27 ft,,82,89
457,4,0:53.0,Offensive rebound by J. Okafor,,82,89
458,4,0:47.0,J. Okafor makes 2-pt layup from 1 ft (assist by I. Canaan),,84,89
459,4,0:39.0,,Personal take foul by J. Okafor (drawn by M. Gasol),84,89
460,4,0:39.0,,M. Gasol misses free throw 1 of 2,84,89
461,4,0:39.0,,Offensive rebound by Team,84,89
462,4,0:39.0,,M. Gasol makes free throw 2 of 2,84,90
463,4,0:39.0,Philadelphia full timeout,,84,90
464,4,0:33.0,R. Covington misses 3-pt jump shot from 22 ft (block by M. Gasol),,84,90
465,4,0:31.0,,Defensive rebound by M. Conley,84,90
466,4,0:24.0,,Personal take foul by H. Thompson (drawn by M. Conley),84,90
467,4,0:24.0,,M. Conley makes free throw 1 of 2,84,91
468,4,0:24.0,,M. Conley makes free throw 2 of 2,84,92
469,4,0:12.0,H. Thompson misses 3-pt jump shot from 22 ft,,84,92
470,4,0:12.0,,Defensive rebound by M. Barnes,84,92
