,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MEMPHIS_ACTION,ATLANTA_SCORE,MEMPHIS_SCORE
394,4,3:46.0,L. Patterson misses 2-pt jump shot from 20 ft,,105,97
395,4,3:45.0,Offensive rebound by P. Millsap,,105,97
396,4,3:37.0,J. Teague makes 3-pt jump shot from 25 ft (assist by M. Muscala),,108,97
397,4,3:29.0,,Personal foul by J. Teague (drawn by M. Conley),108,97
398,4,3:29.0,,M. Conley makes free throw 1 of 2,108,98
399,4,3:29.0,,M. Conley makes free throw 2 of 2,108,99
400,4,3:09.0,J. Teague makes 2-pt jump shot from 13 ft,,110,99
401,4,2:52.0,,M. Gasol misses 2-pt layup from 1 ft (block by M. Muscala),110,99
402,4,2:50.0,,Offensive rebound by M. Gasol,110,99
403,4,2:50.0,,M. Gasol misses 2-pt layup from 3 ft (block by L. Patterson),110,99
404,4,2:48.0,Defensive rebound by K. Korver,,110,99
405,4,2:33.0,Shooting foul by M. Conley (drawn by L. Patterson),,110,99
406,4,2:33.0,,Violation by Team (delay of game),110,99
407,4,2:33.0,L. Patterson makes free throw 1 of 2,,111,99
408,4,2:33.0,L. Patterson makes free throw 2 of 2,,112,99
409,4,2:22.0,,M. Barnes misses 3-pt jump shot from 24 ft,112,99
410,4,2:22.0,,Offensive rebound by Team,112,99
411,4,2:15.0,,M. Conley misses 3-pt jump shot from 25 ft,112,99
412,4,2:14.0,Defensive rebound by P. Millsap,,112,99
413,4,1:59.0,Shooting foul by M. Barnes (drawn by P. Millsap),,112,99
414,4,1:59.0,,Technical foul by Team,112,99
415,4,1:59.0,J. Teague makes technical free throw,,113,99
416,4,1:59.0,,Technical foul by M. Barnes,113,99
417,4,1:59.0,J. Teague makes technical free throw,,114,99
418,4,1:59.0,P. Millsap makes free throw 1 of 2,,115,99
419,4,1:59.0,M. Scott enters the game for K. Korver,,115,99
420,4,1:59.0,D. Schröder enters the game for J. Teague,,115,99
421,4,1:59.0,P. Millsap makes free throw 2 of 2,,116,99
422,4,1:50.0,,C. Lee makes 2-pt jump shot from 7 ft,116,101
423,4,1:25.0,M. Muscala misses 3-pt jump shot from 25 ft,,116,101
424,4,1:24.0,,Defensive rebound by J. Green,116,101
425,4,1:17.0,,J. Green misses 2-pt layup from 2 ft,116,101
426,4,1:15.0,Defensive rebound by M. Scott,,116,101
427,4,1:09.0,Atlanta full timeout,,116,101
428,4,1:09.0,,J. Green enters the game for M. Gasol,116,101
429,4,1:09.0,,R. Smith enters the game for M. Conley,116,101
430,4,1:09.0,T. Hardaway enters the game for P. Millsap,,116,101
431,4,0:54.0,D. Schröder misses 3-pt jump shot from 24 ft,,116,101
432,4,0:53.0,,Defensive rebound by C. Lee,116,101
433,4,0:45.0,,M. Barnes misses 3-pt jump shot from 24 ft,116,101
434,4,0:44.0,Defensive rebound by D. Schröder,,116,101
435,4,0:24.0,Turnover by D. Schröder (lost ball; steal by J. Green),,116,101
436,4,0:15.0,,R. Smith misses 3-pt jump shot from 25 ft,116,101
437,4,0:14.0,Defensive rebound by M. Muscala,,116,101
