,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MINNESOTA_ACTION,PHILADELPHIA_SCORE,MINNESOTA_SCORE
387,4,6:41.0,,Offensive rebound by Team,81,76
388,4,6:34.0,,Shooting foul by J. Grant (drawn by A. Wiggins),81,76
389,4,6:34.0,,A. Wiggins makes free throw 1 of 2,81,77
390,4,6:34.0,,A. Wiggins makes free throw 2 of 2,81,78
391,4,6:12.0,J. Okafor makes 2-pt jump shot from 10 ft,,83,78
392,4,5:56.0,,Z. LaVine misses 3-pt jump shot from 23 ft,83,78
393,4,5:55.0,Defensive rebound by J. Grant,,83,78
394,4,5:51.0,,Violation by K. Martin (kicked ball),83,78
395,4,5:51.0,,Minnesota full timeout,83,78
396,4,5:43.0,I. Canaan misses 3-pt jump shot from 22 ft,,83,78
397,4,5:41.0,Offensive rebound by J. Grant,,83,78
398,4,5:29.0,Personal foul by R. Rubio (drawn by J. Grant),,83,78
399,4,5:29.0,J. Grant misses free throw 1 of 2,,83,78
400,4,5:29.0,Offensive rebound by Team,,83,78
401,4,5:29.0,J. Grant makes free throw 2 of 2,,84,78
402,4,5:18.0,,A. Wiggins misses 2-pt layup from 2 ft,84,78
403,4,5:16.0,,Offensive rebound by A. Wiggins,84,78
404,4,5:16.0,,A. Wiggins misses 2-pt layup from 1 ft,84,78
405,4,5:14.0,,Offensive rebound by A. Wiggins,84,78
406,4,5:14.0,,K. Towns makes 2-pt layup from 1 ft,84,80
407,4,4:58.0,J. Okafor makes 2-pt jump shot from 8 ft,,86,80
408,4,4:43.0,,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),86,82
409,4,4:25.0,R. Covington misses 2-pt layup from 1 ft,,86,82
410,4,4:24.0,,Defensive rebound by R. Rubio,86,82
411,4,4:22.0,,Offensive foul by R. Rubio (drawn by J. Okafor),86,82
412,4,4:22.0,,Turnover by R. Rubio (offensive foul),86,82
413,4,4:22.0,N. Noel enters the game for J. Okafor,,86,82
414,4,4:07.0,Turnover by N. Noel (lost ball; steal by K. Towns),,86,82
415,4,3:58.0,,A. Wiggins makes 2-pt jump shot from 4 ft (assist by R. Rubio),86,84
416,4,3:30.0,J. Grant makes 3-pt jump shot from 25 ft (assist by I. Canaan),,89,84
417,4,3:05.0,,Z. LaVine makes 2-pt jump shot from 3 ft,89,86
418,4,2:39.0,H. Thompson makes 2-pt jump shot from 8 ft,,91,86
419,4,2:27.0,,A. Wiggins makes 2-pt jump shot from 11 ft,91,88
420,4,2:27.0,,Shooting foul by J. Grant (drawn by A. Wiggins),91,88
421,4,2:27.0,Philadelphia full timeout,,91,88
422,4,2:27.0,T. McConnell enters the game for I. Canaan,,91,88
423,4,2:27.0,,A. Wiggins makes free throw 1 of 1,91,89
424,4,2:16.0,Turnover by J. Grant (bad pass; steal by K. Martin),,91,89
425,4,2:12.0,,K. Martin misses 2-pt layup from 2 ft (block by J. Grant),91,89
426,4,2:11.0,,Offensive rebound by A. Wiggins,91,89
427,4,2:11.0,,A. Wiggins makes 2-pt dunk at rim,91,91
428,4,2:11.0,,Shooting foul by N. Noel (drawn by A. Wiggins),91,91
429,4,2:11.0,J. Okafor enters the game for N. Noel,,91,91
430,4,2:11.0,,A. Wiggins misses free throw 1 of 1,91,91
431,4,2:11.0,Defensive rebound by J. Grant,,91,91
432,4,2:03.0,R. Covington misses 3-pt jump shot from 24 ft,,91,91
433,4,2:01.0,,Defensive rebound by R. Rubio,91,91
434,4,1:46.0,,A. Wiggins misses 2-pt jump shot from 18 ft,91,91
435,4,1:44.0,Defensive rebound by H. Thompson,,91,91
436,4,1:27.0,J. Grant misses 2-pt jump shot from 3 ft,,91,91
437,4,1:26.0,,Defensive rebound by Team,91,91
438,4,1:11.0,I. Canaan enters the game for J. Grant,,91,91
439,4,1:11.0,,Minnesota full timeout,91,91
440,4,1:11.0,J. Grant enters the game for H. Thompson,,91,91
441,4,1:04.0,,Shooting foul by T. McConnell (drawn by A. Wiggins),91,91
442,4,1:04.0,,A. Wiggins makes free throw 1 of 2,91,92
443,4,1:04.0,H. Thompson enters the game for J. Grant,,91,92
444,4,1:04.0,,A. Wiggins makes free throw 2 of 2,91,93
445,4,0:49.0,T. McConnell misses 2-pt layup from 1 ft,,91,93
446,4,0:48.0,,Defensive rebound by R. Rubio,91,93
447,4,0:28.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by A. Wiggins),91,96
448,4,0:28.0,Philadelphia full timeout,,91,96
449,4,0:18.0,I. Canaan misses 3-pt jump shot from 28 ft,,91,96
450,4,0:17.0,Offensive rebound by R. Covington,,91,96
451,4,0:14.0,R. Covington misses 3-pt jump shot from 22 ft,,91,96
452,4,0:13.0,,Defensive rebound by K. Martin,91,96
453,4,0:13.0,,Personal take foul by I. Canaan (drawn by K. Martin),91,96
454,4,0:13.0,,K. Martin makes free throw 1 of 2,91,97
455,4,0:13.0,,K. Martin makes free throw 2 of 2,91,98
456,4,0:13.0,Philadelphia full timeout,,91,98
457,4,0:06.0,R. Covington makes 2-pt layup from 2 ft,,93,98
458,4,0:06.0,,Personal take foul by I. Canaan (drawn by Z. LaVine),93,98
459,4,0:06.0,,Z. LaVine makes free throw 1 of 2,93,99
460,4,0:06.0,,Z. LaVine makes free throw 2 of 2,93,100
461,4,0:06.0,Philadelphia full timeout,,93,100
462,4,0:02.0,H. Thompson makes 2-pt jump shot from 7 ft,,95,100
