,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
380,4,5:13.0,Defensive rebound by K. Towns,,92,97
381,4,4:51.0,,Offensive charge foul by A. Wiggins (drawn by J. Grant),92,97
382,4,4:51.0,Turnover by A. Wiggins (offensive foul),,92,97
383,4,4:51.0,,N. Noel enters the game for R. Holmes,92,97
384,4,4:37.0,,I. Smith makes 2-pt jump shot from 13 ft (assist by J. Grant),92,99
385,4,4:29.0,R. Rubio misses 2-pt layup from 2 ft (block by N. Noel),,92,99
386,4,4:27.0,,Defensive rebound by I. Smith,92,99
387,4,4:11.0,,N. Noel misses 2-pt layup from 1 ft,92,99
388,4,4:10.0,Defensive rebound by K. Towns,,92,99
389,4,4:06.0,S. Muhammad misses 2-pt layup from 1 ft (block by J. Grant),,92,99
390,4,4:03.0,,Defensive rebound by N. Stauskas,92,99
391,4,3:57.0,,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),92,101
392,4,3:49.0,R. Rubio misses 2-pt layup from 1 ft,,92,101
393,4,3:38.0,,Defensive rebound by N. Noel,92,101
394,4,3:31.0,,C. Landry makes 2-pt dunk at rim (assist by I. Smith),92,103
395,4,3:30.0,Minnesota full timeout,,92,103
396,4,3:19.0,Personal foul by J. Grant (drawn by R. Rubio),,92,103
397,4,3:12.0,,J. Sampson enters the game for J. Grant,92,103
398,4,3:12.0,Shooting foul by J. Grant (drawn by A. Wiggins),,92,103
399,4,3:12.0,A. Wiggins makes free throw 1 of 2,,93,103
400,4,3:12.0,A. Wiggins makes free throw 2 of 2,,94,103
401,4,2:49.0,,I. Smith makes 2-pt jump shot from 18 ft,94,105
402,4,2:36.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,97,105
403,4,2:35.0,,Philadelphia full timeout,97,105
404,4,2:15.0,,I. Smith makes 2-pt jump shot from 19 ft,97,107
405,4,2:00.0,Turnover by A. Wiggins (lost ball; steal by I. Smith),,97,107
406,4,1:56.0,,N. Stauskas misses 2-pt layup from 2 ft (block by A. Wiggins),97,107
407,4,1:55.0,,Offensive rebound by J. Sampson,97,107
408,4,1:36.0,,I. Smith misses 2-pt jump shot from 8 ft,97,107
409,4,1:35.0,,Offensive rebound by N. Stauskas,97,107
410,4,1:07.0,,I. Smith makes 2-pt jump shot from 6 ft,97,109
411,4,0:54.0,R. Rubio misses 2-pt jump shot from 14 ft,,97,109
412,4,0:49.0,,Defensive rebound by N. Stauskas,97,109
413,4,0:29.0,,J. Sampson misses 3-pt jump shot from 25 ft,97,109
414,4,0:29.0,Defensive rebound by K. Garnett,,97,109
415,4,0:29.0,Shooting foul by J. Sampson (drawn by A. Wiggins),,97,109
416,4,0:29.0,A. Wiggins makes free throw 1 of 2,,98,109
417,4,0:29.0,A. Wiggins makes free throw 2 of 2,,99,109
418,4,0:29.0,,Philadelphia full timeout,99,109
419,4,0:29.0,N. Bjelica enters the game for K. Garnett,,99,109
420,4,0:29.0,,R. Holmes enters the game for N. Noel,99,109
421,4,0:29.0,,I. Canaan enters the game for J. Sampson,99,109
422,4,0:07.0,,I. Smith misses 2-pt jump shot from 18 ft,99,109
423,4,0:06.0,Defensive rebound by K. Towns,,99,109
