,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
390,4,6:25.0,K. Marshall enters the game for N. Stauskas,,87,96
391,4,6:25.0,,C. McCollum enters the game for A. Crabbe,87,96
392,4,6:25.0,I. Smith misses free throw 1 of 1,,87,96
393,4,6:23.0,,Defensive rebound by G. Henderson,87,96
394,4,6:12.0,,Turnover by G. Henderson (bad pass; steal by I. Smith),87,96
395,4,6:10.0,Turnover by I. Smith (lost ball; steal by C. McCollum),,87,96
396,4,6:04.0,,M. Plumlee misses 2-pt layup at rim (block by J. Grant),87,96
397,4,6:04.0,,Offensive rebound by M. Plumlee,87,96
398,4,6:04.0,,Shooting foul by J. Grant (drawn by M. Plumlee),87,96
399,4,6:04.0,,M. Plumlee misses free throw 1 of 2,87,96
400,4,6:04.0,,Offensive rebound by Team,87,96
401,4,6:04.0,,M. Plumlee makes free throw 2 of 2,87,97
402,4,5:54.0,Shooting foul by M. Plumlee (drawn by J. Grant),,87,97
403,4,5:54.0,,Portland full timeout,87,97
404,4,5:54.0,J. Grant makes free throw 1 of 2,,88,97
405,4,5:54.0,J. Grant misses free throw 2 of 2,,88,97
406,4,5:53.0,,Defensive rebound by C. McCollum,88,97
407,4,5:41.0,,D. Lillard misses 2-pt jump shot from 8 ft,88,97
408,4,5:39.0,,Offensive rebound by M. Plumlee,88,97
409,4,5:39.0,,M. Plumlee misses 2-pt layup from 1 ft,88,97
410,4,5:38.0,,Offensive rebound by M. Plumlee,88,97
411,4,5:38.0,,M. Plumlee misses 2-pt layup from 1 ft,88,97
412,4,5:37.0,Defensive rebound by J. Grant,,88,97
413,4,5:24.0,J. Grant makes 2-pt layup at rim (assist by H. Thompson),,90,97
414,4,5:24.0,Shooting foul by M. Plumlee (drawn by J. Grant),,90,97
415,4,5:24.0,,M. Harkless enters the game for M. Plumlee,90,97
416,4,5:24.0,,E. Davis enters the game for G. Henderson,90,97
417,4,5:24.0,J. Grant misses free throw 1 of 1,,90,97
418,4,5:21.0,Offensive rebound by I. Smith,,90,97
419,4,5:17.0,H. Thompson misses 3-pt jump shot from 23 ft,,90,97
420,4,5:16.0,Offensive rebound by J. Grant,,90,97
421,4,5:10.0,R. Covington makes 2-pt layup from 1 ft,,92,97
422,4,4:53.0,,D. Lillard misses 2-pt jump shot from 7 ft,92,97
423,4,4:52.0,Defensive rebound by R. Covington,,92,97
424,4,4:43.0,J. Grant misses 2-pt jump shot from 15 ft,,92,97
425,4,4:41.0,,Defensive rebound by A. Aminu,92,97
426,4,4:23.0,,C. McCollum misses 2-pt jump shot from 6 ft,92,97
427,4,4:23.0,Defensive rebound by I. Smith,,92,97
428,4,4:17.0,R. Covington makes 2-pt layup from 1 ft (assist by I. Smith),,94,97
429,4,4:17.0,,Portland full timeout,94,97
430,4,3:59.0,,C. McCollum misses 2-pt jump shot from 6 ft,94,97
431,4,3:58.0,Defensive rebound by R. Covington,,94,97
432,4,3:43.0,H. Thompson makes 3-pt jump shot from 22 ft (assist by I. Smith),,97,97
433,4,3:22.0,,D. Lillard misses 2-pt layup from 2 ft (block by J. Grant),97,97
434,4,3:21.0,Defensive rebound by H. Thompson,,97,97
435,4,3:15.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by K. Marshall),,100,97
436,4,2:56.0,,Shooting block foul by J. Grant (drawn by C. McCollum),100,97
437,4,2:56.0,,C. McCollum makes 2-pt layup from 1 ft,100,99
438,4,2:56.0,,C. McCollum makes free throw 1 of 1,100,100
439,4,2:47.0,Turnover by K. Marshall (bad pass; steal by C. McCollum),,100,100
440,4,2:37.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),100,103
441,4,2:36.0,Philadelphia full timeout,,100,103
442,4,2:23.0,R. Covington misses 3-pt jump shot from 29 ft,,100,103
443,4,2:23.0,,Defensive rebound by M. Harkless,100,103
444,4,2:11.0,,D. Lillard misses 2-pt jump shot from 8 ft,100,103
445,4,2:09.0,Defensive rebound by R. Covington,,100,103
446,4,2:07.0,Turnover by R. Covington (bad pass; steal by E. Davis),,100,103
447,4,2:01.0,,A. Aminu misses 3-pt jump shot from 24 ft,100,103
448,4,2:00.0,Defensive rebound by I. Smith,,100,103
449,4,1:50.0,K. Marshall misses 3-pt jump shot from 22 ft,,100,103
450,4,1:50.0,,Defensive rebound by A. Aminu,100,103
451,4,1:32.0,,C. McCollum misses 2-pt jump shot from 18 ft,100,103
452,4,1:32.0,,Offensive rebound by Team,100,103
453,4,1:32.0,,Personal foul by H. Thompson,100,103
454,4,1:32.0,,M. Harkless makes free throw 1 of 2,100,104
455,4,1:32.0,N. Stauskas enters the game for K. Marshall,,100,104
456,4,1:32.0,,M. Harkless misses free throw 2 of 2,100,104
457,4,1:31.0,Defensive rebound by H. Thompson,,100,104
458,4,1:31.0,Philadelphia full timeout,,100,104
459,4,1:31.0,Philadelphia full timeout,,100,104
460,4,1:27.0,H. Thompson makes 3-pt jump shot from 27 ft (assist by I. Smith),,103,104
461,4,1:11.0,,C. McCollum misses 2-pt jump shot from 22 ft,103,104
462,4,1:10.0,Defensive rebound by R. Covington,,103,104
463,4,0:59.0,R. Covington misses 2-pt layup from 1 ft,,103,104
464,4,0:59.0,,Defensive rebound by E. Davis,103,104
465,4,0:47.0,,A. Aminu misses 3-pt jump shot from 23 ft,103,104
466,4,0:47.0,,Offensive rebound by M. Harkless,103,104
467,4,0:47.0,,Shooting foul by N. Stauskas (drawn by M. Harkless),103,104
468,4,0:47.0,,M. Harkless makes free throw 1 of 2,103,105
469,4,0:47.0,,M. Harkless misses free throw 2 of 2,103,105
470,4,0:46.0,Defensive rebound by I. Smith,,103,105
471,4,0:36.0,J. Grant misses 2-pt layup from 1 ft (block by E. Davis),,103,105
472,4,0:36.0,Offensive rebound by Team,,103,105
473,4,0:24.0,I. Smith makes 2-pt jump shot from 14 ft,,105,105
474,4,0:23.0,,Portland full timeout,105,105
475,4,0:23.0,,B. Roberts enters the game for M. Harkless,105,105
476,4,0:23.0,,A. Crabbe enters the game for A. Aminu,105,105
477,4,0:23.0,T. McConnell enters the game for N. Stauskas,,105,105
478,4,0:08.0,,C. McCollum makes 2-pt layup at rim,105,107
479,4,0:08.0,,Shooting foul by R. Covington (drawn by C. McCollum),105,107
480,4,0:08.0,,M. Harkless enters the game for B. Roberts,105,107
481,4,0:08.0,,A. Aminu enters the game for A. Crabbe,105,107
482,4,0:08.0,C. Landry enters the game for H. Thompson,,105,107
483,4,0:08.0,,C. McCollum makes free throw 1 of 1,105,108
484,4,0:08.0,Philadelphia full timeout,,105,108
485,4,0:08.0,N. Stauskas enters the game for T. McConnell,,105,108
486,4,0:08.0,H. Thompson enters the game for C. Landry,,105,108
487,4,0:07.0,Personal take foul by C. McCollum,,105,108
488,4,0:07.0,J. Grant misses free throw 1 of 2,,105,108
489,4,0:07.0,Offensive rebound by Team,,105,108
490,4,0:07.0,T. McConnell enters the game for N. Stauskas,,105,108
491,4,0:07.0,,B. Roberts enters the game for M. Harkless,105,108
492,4,0:07.0,,A. Crabbe enters the game for E. Davis,105,108
493,4,0:07.0,J. Grant misses free throw 2 of 2,,105,108
494,4,0:07.0,,Defensive rebound by Team,105,108
