,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
386,4,6:56.0,J. Teague enters the game for D. Schröder,,81,79
387,4,6:56.0,M. Muscala enters the game for A. Horford,,81,79
388,4,6:53.0,Shooting foul by D. Powell (drawn by P. Millsap),,81,79
389,4,6:53.0,P. Millsap misses free throw 1 of 2,,81,79
390,4,6:53.0,Offensive rebound by Team,,81,79
391,4,6:53.0,P. Millsap makes free throw 2 of 2,,82,79
392,4,6:42.0,,W. Matthews makes 2-pt jump shot from 11 ft,82,81
393,4,6:30.0,Shooting foul by D. Powell (drawn by P. Millsap),,82,81
394,4,6:30.0,P. Millsap makes free throw 1 of 2,,83,81
395,4,6:30.0,P. Millsap makes free throw 2 of 2,,84,81
396,4,6:14.0,,D. Williams misses 2-pt jump shot from 6 ft,84,81
397,4,6:13.0,,Offensive rebound by D. Williams,84,81
398,4,6:07.0,,Dallas full timeout,84,81
399,4,6:07.0,,D. Nowitzki enters the game for D. Powell,84,81
400,4,5:57.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),84,84
401,4,5:36.0,K. Korver misses 3-pt jump shot from 22 ft,,84,84
402,4,5:35.0,,Defensive rebound by D. Williams,84,84
403,4,5:22.0,A. Horford enters the game for M. Muscala,,84,84
404,4,5:17.0,,W. Matthews misses 2-pt jump shot from 21 ft,84,84
405,4,5:16.0,,Offensive rebound by D. Williams,84,84
406,4,5:13.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Nowitzki),84,86
407,4,4:54.0,J. Teague misses 2-pt jump shot from 8 ft,,84,86
408,4,4:53.0,,Defensive rebound by R. Felton,84,86
409,4,4:38.0,,D. Williams makes 2-pt jump shot from 12 ft,84,88
410,4,4:16.0,Turnover by A. Horford (lost ball; steal by D. Nowitzki),,84,88
411,4,4:10.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,84,88
412,4,4:09.0,Defensive rebound by P. Millsap,,84,88
413,4,4:03.0,A. Horford misses 2-pt layup from 1 ft (block by D. Nowitzki),,84,88
414,4,4:03.0,,Defensive rebound by Team,84,88
415,4,3:53.0,,Turnover by D. Nowitzki (lost ball; steal by P. Millsap),84,88
416,4,3:50.0,Shooting foul by D. Nowitzki (drawn by K. Korver),,84,88
417,4,3:50.0,K. Korver makes 2-pt layup from 1 ft (assist by P. Millsap),,86,88
418,4,3:50.0,K. Bazemore enters the game for T. Sefolosha,,86,88
419,4,3:50.0,K. Korver makes free throw 1 of 1,,87,88
420,4,3:35.0,,D. Williams makes 2-pt jump shot from 16 ft,87,90
421,4,3:27.0,Atlanta full timeout,,87,90
422,4,3:27.0,,D. Powell enters the game for D. Nowitzki,87,90
423,4,3:22.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,89,90
424,4,3:07.0,,D. Williams makes 3-pt jump shot from 22 ft (assist by R. Felton),89,93
425,4,2:54.0,K. Bazemore misses 2-pt jump shot from 8 ft,,89,93
426,4,2:53.0,Offensive rebound by P. Millsap,,89,93
427,4,2:53.0,P. Millsap makes 2-pt layup at rim,,91,93
428,4,2:33.0,,D. Williams misses 3-pt jump shot from 24 ft,91,93
429,4,2:32.0,Defensive rebound by K. Bazemore,,91,93
430,4,2:20.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by J. Teague),,94,93
431,4,2:18.0,,Dallas full timeout,94,93
432,4,2:18.0,,D. Nowitzki enters the game for D. Powell,94,93
433,4,2:06.0,,Personal foul by J. Teague (drawn by D. Williams),94,93
434,4,1:53.0,,W. Matthews misses 2-pt jump shot from 13 ft,94,93
435,4,1:52.0,Defensive rebound by P. Millsap,,94,93
436,4,1:41.0,P. Millsap makes 2-pt jump shot from 16 ft (assist by J. Teague),,96,93
437,4,1:23.0,,D. Nowitzki misses 3-pt jump shot from 22 ft (block by P. Millsap),96,93
438,4,1:21.0,Defensive rebound by K. Bazemore,,96,93
439,4,1:09.0,K. Bazemore misses 3-pt jump shot from 24 ft,,96,93
440,4,1:08.0,,Defensive rebound by D. Williams,96,93
441,4,1:01.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,96,93
442,4,1:00.0,Defensive rebound by P. Millsap,,96,93
443,4,0:39.0,J. Teague misses 2-pt jump shot from 14 ft,,96,93
444,4,0:38.0,,Defensive rebound by D. Nowitzki,96,93
445,4,0:37.0,,Dallas full timeout,96,93
446,4,0:37.0,T. Sefolosha enters the game for J. Teague,,96,93
447,4,0:30.0,,Shooting foul by A. Horford (drawn by R. Felton),96,93
448,4,0:30.0,,R. Felton makes free throw 1 of 2,96,94
449,4,0:30.0,,R. Felton makes free throw 2 of 2,96,95
450,4,0:30.0,Atlanta full timeout,,96,95
451,4,0:30.0,J. Teague enters the game for T. Sefolosha,,96,95
452,4,0:11.0,Shooting foul by W. Matthews (drawn by J. Teague),,96,95
453,4,0:11.0,J. Teague makes free throw 1 of 2,,97,95
454,4,0:11.0,J. Teague makes free throw 2 of 2,,98,95
455,4,0:01.0,,D. Williams misses 3-pt jump shot from 24 ft,98,95
456,4,0:00.0,,Offensive rebound by Z. Pachulia,98,95
