,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
386,4,3:12.0,,R. Felton misses 2-pt jump shot from 14 ft,93,87
387,4,3:11.0,Defensive rebound by A. Drummond,,93,87
388,4,2:55.0,Detroit full timeout,,93,87
389,4,2:49.0,R. Jackson misses 2-pt layup from 1 ft,,93,87
390,4,2:48.0,Offensive rebound by Team,,93,87
391,4,2:48.0,Turnover by Team (shot clock),,93,87
392,4,2:39.0,,C. Parsons makes 2-pt dunk at rim (assist by D. Williams),93,89
393,4,2:26.0,Shooting block foul by Z. Pachulia (drawn by T. Harris),,93,89
394,4,2:26.0,T. Harris makes free throw 1 of 2,,94,89
395,4,2:26.0,T. Harris makes free throw 2 of 2,,95,89
396,4,2:07.0,,Z. Pachulia makes 2-pt jump shot from 3 ft (assist by D. Nowitzki),95,91
397,4,2:07.0,,Shooting foul by T. Harris (drawn by Z. Pachulia),95,91
398,4,2:07.0,,Z. Pachulia makes free throw 1 of 1,95,92
399,4,1:43.0,K. Caldwell-Pope misses 3-pt jump shot from 55 ft,,95,92
400,4,1:43.0,Offensive rebound by Team,,95,92
401,4,1:43.0,Turnover by Team (shot clock),,95,92
402,4,1:21.0,,C. Parsons misses 3-pt jump shot from 24 ft,95,92
403,4,1:21.0,Defensive rebound by Team,,95,92
404,4,1:21.0,Detroit full timeout,,95,92
405,4,1:21.0,A. Baynes enters the game for A. Drummond,,95,92
406,4,0:59.0,R. Jackson makes 3-pt jump shot from 26 ft,,98,92
407,4,0:58.0,,Dallas full timeout,98,92
408,4,0:49.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Nowitzki),98,92
409,4,0:49.0,,D. Nowitzki makes free throw 1 of 2,98,93
410,4,0:49.0,,D. Nowitzki makes free throw 2 of 2,98,94
411,4,0:33.0,M. Morris misses 3-pt jump shot from 24 ft,,98,94
412,4,0:32.0,,Defensive rebound by C. Parsons,98,94
413,4,0:25.0,,D. Nowitzki misses 3-pt jump shot from 22 ft,98,94
414,4,0:24.0,,Offensive rebound by C. Parsons,98,94
415,4,0:22.0,,Turnover by D. Williams (bad pass; steal by M. Morris),98,94
416,4,0:22.0,Clear path foul by D. Williams,,98,94
417,4,0:22.0,M. Morris misses clear path free throw 1 of 2,,98,94
418,4,0:22.0,Offensive rebound by Team,,98,94
419,4,0:22.0,M. Morris makes clear path free throw 2 of 2,,99,94
420,4,0:22.0,,D. Harris enters the game for D. Nowitzki,99,94
421,4,0:20.0,Personal foul by R. Felton,,99,94
422,4,0:20.0,R. Jackson makes free throw 1 of 2,,100,94
423,4,0:20.0,R. Jackson misses free throw 2 of 2,,100,94
424,4,0:20.0,,Defensive rebound by Z. Pachulia,100,94
425,4,0:20.0,,Dallas full timeout,100,94
426,4,0:20.0,,D. Nowitzki enters the game for Z. Pachulia,100,94
427,4,0:20.0,,W. Matthews enters the game for D. Harris,100,94
428,4,0:20.0,,C. Villanueva enters the game for R. Felton,100,94
429,4,0:20.0,R. Bullock enters the game for A. Baynes,,100,94
430,4,0:20.0,,Turnover by Team (5 sec inbounds),100,94
431,4,0:19.0,Personal take foul by C. Villanueva,,100,94
432,4,0:19.0,K. Caldwell-Pope makes free throw 1 of 2,,101,94
433,4,0:19.0,K. Caldwell-Pope makes free throw 2 of 2,,102,94
434,4,0:09.0,,D. Nowitzki makes 2-pt jump shot from 10 ft (assist by C. Parsons),102,96
