,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
390,4,6:07.0,B. Bass misses 2-pt jump shot from 10 ft,,87,87
391,4,6:07.0,,Defensive rebound by G. Neal,87,87
392,4,6:03.0,,Turnover by G. Neal (bad pass; steal by L. Williams),87,87
393,4,5:56.0,K. Bryant makes 3-pt jump shot from 25 ft (assist by D. Russell),,90,87
394,4,5:56.0,,Washington full timeout,90,87
395,4,5:56.0,,O. Porter enters the game for K. Humphries,90,87
396,4,5:56.0,,M. Gortat enters the game for R. Hollins,90,87
397,4,5:56.0,,J. Dudley enters the game for R. Sessions,90,87
398,4,5:56.0,R. Hibbert enters the game for B. Bass,,90,87
399,4,5:56.0,,J. Wall enters the game for G. Neal,90,87
400,4,5:56.0,J. Clarkson enters the game for L. Nance,,90,87
401,4,5:56.0,J. Randle enters the game for D. Russell,,90,87
402,4,5:44.0,,O. Porter misses 3-pt jump shot from 24 ft,90,87
403,4,5:40.0,Defensive rebound by J. Randle,,90,87
404,4,5:28.0,L. Williams misses 2-pt jump shot from 18 ft,,90,87
405,4,5:27.0,,Defensive rebound by Team,90,87
406,4,5:07.0,,Turnover by M. Gortat (bad pass; steal by J. Randle),90,87
407,4,4:50.0,K. Bryant misses 2-pt jump shot from 18 ft,,90,87
408,4,4:48.0,,Defensive rebound by O. Porter,90,87
409,4,4:40.0,,J. Wall makes 2-pt layup from 1 ft,90,89
410,4,4:24.0,J. Clarkson misses 2-pt jump shot from 15 ft,,90,89
411,4,4:22.0,,Defensive rebound by J. Dudley,90,89
412,4,4:22.0,,Shooting foul by L. Williams (drawn by J. Wall),90,89
413,4,4:22.0,,J. Wall makes free throw 1 of 2,90,90
414,4,4:22.0,,J. Wall makes free throw 2 of 2,90,91
415,4,3:52.0,K. Bryant makes 2-pt jump shot from 13 ft,,92,91
416,4,3:45.0,,J. Wall misses 3-pt jump shot from 24 ft,92,91
417,4,3:44.0,Defensive rebound by L. Williams,,92,91
418,4,3:32.0,K. Bryant misses 2-pt jump shot from 19 ft,,92,91
419,4,3:31.0,,Defensive rebound by Team,92,91
420,4,3:20.0,,J. Wall makes 2-pt jump shot from 14 ft,92,93
421,4,2:55.0,J. Randle makes 2-pt layup from 2 ft,,94,93
422,4,2:37.0,,J. Wall makes 2-pt jump shot from 15 ft,94,95
423,4,2:17.0,Shooting foul by B. Beal (drawn by J. Randle),,94,95
424,4,2:17.0,Official timeout,,94,95
425,4,2:17.0,J. Clarkson makes free throw 1 of 2,,95,95
426,4,2:17.0,J. Clarkson makes free throw 2 of 2,,96,95
427,4,2:04.0,,J. Dudley misses 3-pt jump shot from 24 ft,96,95
428,4,2:02.0,Defensive rebound by K. Bryant,,96,95
429,4,1:47.0,K. Bryant misses 2-pt jump shot from 17 ft,,96,95
430,4,1:46.0,Offensive rebound by J. Randle,,96,95
431,4,1:31.0,Shooting foul by J. Dudley (drawn by J. Clarkson),,96,95
432,4,1:31.0,J. Clarkson makes free throw 1 of 2,,97,95
433,4,1:31.0,J. Clarkson makes free throw 2 of 2,,98,95
434,4,1:31.0,,Washington full timeout,98,95
435,4,1:28.0,,Shooting foul by R. Hibbert (drawn by J. Wall),98,95
436,4,1:28.0,,J. Wall makes free throw 1 of 2,98,96
437,4,1:28.0,,J. Wall makes free throw 2 of 2,98,97
438,4,1:13.0,J. Clarkson misses 2-pt jump shot from 13 ft,,98,97
439,4,1:11.0,Offensive rebound by J. Clarkson,,98,97
440,4,1:08.0,J. Clarkson misses 2-pt jump shot from 8 ft,,98,97
441,4,1:08.0,,Defensive rebound by J. Wall,98,97
442,4,1:08.0,Loose ball foul by J. Clarkson (drawn by J. Wall),,98,97
443,4,1:08.0,,J. Wall makes free throw 1 of 2,98,98
444,4,1:08.0,,J. Wall makes free throw 2 of 2,98,99
445,4,0:59.0,K. Bryant makes 3-pt jump shot from 25 ft,,101,99
446,4,0:52.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),101,101
447,4,0:31.0,K. Bryant makes 2-pt jump shot from 16 ft,,103,101
448,4,0:31.0,,Washington full timeout,103,101
449,4,0:24.0,,Turnover by J. Wall (bad pass; steal by L. Williams),103,101
450,4,0:21.0,Personal take foul by B. Beal,,103,101
451,4,0:21.0,L. Williams makes free throw 1 of 2,,104,101
452,4,0:21.0,L. Williams makes free throw 2 of 2,,105,101
453,4,0:21.0,,Washington full timeout,105,101
454,4,0:14.0,,O. Porter misses 2-pt jump shot from 23 ft,105,101
455,4,0:13.0,Defensive rebound by J. Randle,,105,101
456,4,0:13.0,Personal take foul by J. Dudley (drawn by J. Randle),,105,101
457,4,0:13.0,J. Randle misses free throw 1 of 2,,105,101
458,4,0:13.0,Offensive rebound by Team,,105,101
459,4,0:13.0,J. Randle makes free throw 2 of 2,,106,101
460,4,0:08.0,,J. Wall makes 3-pt jump shot from 25 ft,106,104
461,4,0:08.0,LA Lakers full timeout,,106,104
462,4,0:08.0,,G. Temple enters the game for J. Dudley,106,104
463,4,0:06.0,Personal take foul by M. Gortat (drawn by J. Clarkson),,106,104
464,4,0:06.0,J. Clarkson makes free throw 1 of 2,,107,104
465,4,0:06.0,,J. Dudley enters the game for G. Temple,107,104
466,4,0:06.0,J. Clarkson makes free throw 2 of 2,,108,104
467,4,0:01.0,,J. Wall misses 3-pt jump shot from 28 ft,108,104
468,4,0:01.0,Defensive rebound by Team,,108,104
